# doc pdvd/97 round 2 -- d97r2_video_picks.py on d103vflip; skipped after visual check: none
cls	rank	key	tier	source	hand	ratio	contrast	muon_len	ke_best	ke_region	kink	mlen	conn	mdis	ncl	npieces	n_mgam	n_dots	n_mu	n_e	n_gamma	em_near	michel_near	gamma_near	sf_rows	sf_qneg	sf_holes	sf_dev1	sf_dev_p90	tf_rows	tf_qneg	tf_dev1	tf_dev_p90	tf_wig1	stop	mstart	pf	ev_who	evidence
forward	1	039252_9/103	0	record:owner (pdvd_stm_michel_p99rwon_carried_corrected_verdicts.json)	STM_MICHEL/attached	0.957	1.877	106.436	10.621	15.380	31.771	3.408	1	0.000	1	1	0	0	2	2	0	1	1	0	159	6	0	0.044	0.547	182	0	0.038	0.596	0.000	236.6,246.3,208.1	236.6,246.3,208.1	mu- 88 MeV(mu- 211 MeV(e- 10 MeV), e- 5.31 MeV)	record:owner	
forward	2	039349_47/32	0	record:high (pdvd_stm_michel_p99rwon_carried_corrected_verdicts.json)	STM_MICHEL/attached	0.920	1.801	98.332	9.642	19.047	58.973	4.034	1	0.000	1	1	0	0	1	1	0	1	1	0	157	1	0	0.000	0.371	176	0	0.000	0.391	0.000	-324.1,182.8,233.7	-324.1,182.8,233.7	mu- 247 MeV(e- 9.64 MeV)	record:high	98 cm chain, enters 0.4 cm from the z face and the fit ends 15.9 cm from the anode face, deep enough to be a real stop. The dQ/dx panel is a textbook Bragg: a 5.4e4 plateau beyond s=40 climbing smoothly through 6.5e4 at s=15, 8e4 at s=6, 1.0e5 at s=3 and 1.20-1.26e5 in the last centimetre, tracking the solid muon curve point for point with almost no scatter -- the cleanest rise I could ask for. Past the stop the Michel row 31007 plots as large markers on the negative axis at magnitude 2-5 cm carrying 3.5-5.9e4 e/cm, i.e. at or a little below this track s own MIP, and a muon sitting at 1.26e5 cannot continue at 4e4, so the arm is a second particle; 5.4 cm and 12.7 MeV is the right scale for a low-energy Michel. Frames d and e show it plainly: a short blue arm leaving the amber band at the star vertex at a wide angle (chain kink 56 deg), attached, no gap. I computed off-axis distances against the entry-stop chord (93.2 cm, and the chord length matches d_max 93.7 so the track is straight in 3-D even though frame b looks bent): the Michel is 2.0 cm off and 1.4 cm past the stop. The two survey-only clusters sit 50.7 and 39.8 cm BACK along the muon at 19.7 and 25.6 cm off the chord. They are well clear of the body line, so I weighed gamma, but the gamma rule needs the piece to be past the stop and these are behind it, on the opposite side from the Michel arm, in unrelated directions, and neither stage was ever offered them -- separate objects, so delta / other. Neither appears on the dQ/dx panel at s = -47 or -54, which is the known census gap, not evidence of absence. No dead channel at the stop in any plane; f_meas shows the track simply ending.
gamma	1	039349_67/78	0	record:high (pdvd_stm_michel_p99rwon_carried_corrected_verdicts.json)	STM_MICHEL/both	1.016	1.992	148.448	20.938	25.248	38.932	6.937	1	0.000	1	1	2	0	2	2	0	2	1	0	238	0	0	0.029	0.727	284	0	0.018	0.768	0.004	318.6,92.6,112.0	318.6,92.6,112.0	mu- 252 MeV(mu- 139 MeV(e- 20 MeV), e- 4.17 MeV)	record:high	154 cm chain entering 0.3 cm from the z face and stopping 21.0 cm from the x (anode) face, inside the volume. The Bragg rise is clean and follows the reference curve the whole way: 5.5-6.5e4 plateau beyond s=15, 7-8e4 at s=8-11, 8.7-9.5e4 at s=4-6, 1.1-1.15e5 at s=2-3 and a top pair at 1.37-1.40e5 within the last 1.5 cm, and the range, dQ/dx and MCS momenta agree at 461/466/444 MeV/c with ambiguity 0.32. I ran the undershoot check explicitly, because the chain does offer a forward piece as the Michel: 75001, 9 points over 5.1 cm at a 45 degree kink from the stop vertex. It fails the undershoot on the load-bearing clause, which is charge - its mean is 43491 e/cm, below the 6.7e4 MIP line, and on the panel its points scatter between 1.9e4 and 1.03e5 with most of them at 2-3.5e4, whereas the undershoot piece is a 1-3 cm stub at 0.9-1.2e5 sitting straight ahead at cos_fwd above 0.85. Here cos_fwd is 0.70 and the piece is 5 cm long. Decisive on top of that, the muon already has its Bragg peak at 1.4e5 on its own last point and a muon cannot have two of those, so an arm leaving that peak at or below MIP is a second particle - the ordinary STM_MICHEL case. Five centimetres and 13.9 MeV is the right scale for a Michel, and the c, d and e azimuths all show it as a distinct blue arm breaking off the star at a visible angle. Past the stop there are also two detached 2-point specks: 214006 at 29.1 cm, cos_fwd 0.41, and 213005 at 48.5 cm, cos_fwd -0.05, both well clear of the muon body and both detached across a clean charge-free gap. Taking their 3-D directions from the stop, they sit 24 and 48 degrees off the Michel arm direction and only 29 degrees from each other, so they are clustered on the decay side rather than scattered around the ring, which the rubric makes gammas - charge is not a criterion for them. Michel plus gammas gives kind both.
gamma	2	039253_6/40	0	new_agent:high (pdvd_stm_michel_smx11_verdicts.json)	STM_MICHEL/both	0.841	1.647	147.170	37.533	38.543	128.277	11.202	1	0.000	2	2	2	1	1	1	0	1	1	0	220	1	0	0.000	0.444	270	0	0.004	0.465	0.007	-330.4,-134.9,249.1	-330.4,-134.9,249.1	mu- 353 MeV(e- 37 MeV)	record:high	147 cm track in the bottom volume. It starts at x=-288.7, y=-1.1 on the y=0 CRU seam and 47 cm from the z wall, and stops at x=-330.4, y=-134.9, z=249.1: 9.5 cm above the bottom anode (not at it), 33.6 cm from the y=-168.5 seam, 49 cm from the z wall, 99 cm from the z seam. dx=-41.7 of a 140 cm chord (0.297), just under the rule-7 threshold, but the fit end is the lower one in any case. Profile: plateau about 5.5e4, then a clean climb over the last ~8 cm to 1.0-1.1e5 that follows the muon reference curve and peaks at the fit last point. That is a clear Bragg rise with no terminal collapse, so the pin stays. Decay topology: 40001, an 11 cm arm with d_min 0, leaves the stop vertex at a clear kink (cos_fwd -0.6; in the three azimuths it bends away from the body at roughly 50-90 deg) and carries 4-10e4, i.e. plateau to twice plateau. The muon is already at its Bragg peak, so this arm is a second particle, and 11 cm is the right range for a Michel electron. 159004 (1.4 cm, 10 cm out) sits at the arm far end: michel, within the ~10 cm radius. 160005 and 161006 are tiny 2-point specks 25 and 36 cm out, about 15 and 26 cm off the body line, lying on the same side as the Michel arm (lower-left in the d frame): gamma. C155, C156 and C157 have no charge value, and their centroids are at x=-370 to -388, beyond the bottom anode: degenerate rows, delta / other. f_meas: the track own charge ends at the stop in all three planes, with no dead band there; the grey below the stop is isolated specks, not the line continuing.
perpendicular	1	039253_17/110	0	record:high (pdvd_stm_michel_p99rwon_carried_corrected_verdicts.json)	STM_MICHEL/attached	0.901	1.715	84.835	20.395	26.323	101.996	10.025	1	0.000	1	1	0	0	2	1	0	1	1	0	140	0	0	0.000	0.388	166	0	0.000	0.478	0.000	320.7,301.7,75.0	320.7,301.7,75.0	mu- 206 MeV(mu- 37 MeV(e- 20 MeV))	record:high	85.8 cm chain entering 0.2 cm from the x face and stopping 19.2 cm inside it. The profile follows the solid muon curve from about 20 cm in: ~5.5e4 plateau out past 40 cm, 6.5-7e4 at 12-18, 8.0-9.0e4 at 3-8 and 1.05e5 and 1.20e5 in the last centimetre and a half, with the maximum at the fit's own last point, so the pin stays put. An arm of three pieces leaves that same point at a large angle -- the chain measures the kink at 102 degrees and puts 23.1 MeV in it -- made of 115007 (5 points, 2.3 cm, 42770 e/cm) touching the stop, then 115008 (9 points, 4.8 cm, 18740) and 115011 (17 points, 9.5 cm, 19662) continuing out to about 16 cm, with all three lying within 3 degrees of the same direction. The three azimuths show it directly: the amber muon body ends at the star and a separate teal-green arm runs off it sideways, and f_meas shows that arm as charge attached to the muon's last point in all three planes. That is a Michel: a muon at its own Bragg peak cannot carry on at three quarters of MIP and then fall to a third of it, and the arm's charge falls as it goes out, which is the ordinary Michel case and not the undershoot trap -- the tip is well below MIP, not the four-to-six times MIP that would make it the muon's own last centimetres. The three far 2-point specks go the other way: 540012 at 22.7 cm and 541013 at 35.4 cm both lie back along the muon body (cos_fwd -0.75 and -0.87, and their directions from the stop are within 30 degrees of the body direction), so they are body activity, and 542014 sits 50 cm out entirely sideways in a direction opposite the Michel arm, which is an unrelated direction round the ring, so all three are delta / other and the kind stays attached rather than both.
perpendicular	2	039349_54/58	0	record:high (pdvd_stm_michel_p99rwon_carried_corrected_verdicts.json)	STM_MICHEL/attached	0.889	1.741	176.873	27.555	31.664	103.469	11.308	1	0.000	2	2	1	1	1	1	0	1	1	0	282	1	0	0.000	0.276	320	0	0.000	0.292	0.000	208.4,-302.6,211.0	208.4,-302.6,211.0	mu- 417 MeV(e- 27 MeV)	record:high	181 cm, enters at the anode face, stops 33.8 cm from the y wall. Bragg rise 5e4 -> 9e4 on the muon curve. A 12.8 cm arm at 4.8e4 e/cm leaves the stop sideways (cos_fwd -0.07) -- range and charge of a ~25 MeV Michel. Two isolated dots: 139007 sits 14 cm out, just past the arm's tip and ~15 deg off its axis; 138006 is 50 cm out on the same side, clear of the muon body in the wide view. Both tagged gamma; the 50 cm one is the weakest call in this row.
dots	1	039252_13/70	0	owner (pdvd_stm_michel_own103v2_verdicts.json)	STM_ONLY/detached dots	1.067	2.088	274.431	0.000	37.290	-1.000	0.000	0	-1.000	0	0	0	0	3	3	1	2	2	1	421	0	0	0.021	0.330	483	0	0.035	0.475	0.006	124.2,-187.1,119.1	0.0,0.0,0.0	mu- 436 MeV(mu- 205 MeV(mu- 48 MeV(gamma 0.35 MeV(e- 0.35 MeV)), e- 7.47 MeV), e- 7.42 MeV)	record:owner	
dots	2	039252_17/40	0	new_agent:high (pdvd_stm_michel_smx11_verdicts.json)	STM_ONLY/detached dots	1.050	1.777	37.235	5.741	11.680	-1.000	2.493	0	9.835	1	1	0	1	2	1	1	1	1	1	56	2	0	0.000	0.358	67	0	0.000	0.404	0.000	-38.1,117.0,28.2	-44.5,112.6,22.2	mu- 102 MeV(mu- 33 MeV(gamma 5.74 MeV(e- 5.74 MeV)))	record:high	37 cm track in the bottom volume. The lower end of the chain (entry) is at x=-4.7, right at the cathode face, so the muon presumably crossed the cathode from the top volume, its upper part sitting in another cluster. It stops at (-38.1, 117.0, 28.2), 35 cm below the cathode, 27 cm from the z wall, 52 cm from the y=0 seam and 122 cm from the z seam. dx=-33 of a 35 cm chord (-0.95), so the fit end is the lower end. The dQ/dx profile climbs across the whole track: 1.5-4.7e4 at 25-37 cm near the cathode, 8-11e4 at 8-25 cm, then 1.3-1.65e5 over the last 5 cm, where it follows the muon reference curve. This is a clear Bragg rise judged within the bottom volume. Nothing is attached at the end. The only other object, 155004, is a compact 2.5 cm, 5-point piece (4.3e4) sitting 9.8-12.2 cm from the stop (cos_fwd +0.61). It is separated from the end by a visible charge-free gap in the d and e azimuths and in f_meas: its cells at slice ~2300 in U, V and W sit ~20 slices past the track last cells at ~2325. A detached compact piece at about 10 cm with a clean gap reads as a dot: gamma. No grey continuation of the track line past the end and no dead band at the end.
bare	1	039253_4/78	0	record:high (pdvd_stm_michel_p99rwon_carried_corrected_verdicts.json)	STM_ONLY/none	1.386	2.598	206.520	0.000	1.051	-1.000	0.000	0	-1.000	0	0	0	0	2	0	0	0	0	0	325	0	0	0.003	0.321	350	0	0.000	0.323	0.000	153.9,-288.6,82.6	0.0,0.0,0.0	mu- 431 MeV(mu- 82 MeV)	record:high	A 214.6 cm chain, 498.8 MeV by range with MCS agreeing at 467.7 (amb 0.09), entering 1.0 cm from the x face at the anode and ending 47.7 cm from the nearest (y) wall, in_fv 1; the chain accepts it as an STM. The dQ/dx panel is as clean as the best in this chunk: a 4.5-5.5e4 plateau from s=100 back to s=15 scattering about the flat solid muon curve, then a monotone climb that follows the curve all the way in - 6.5-7.2e4 at s=6-13, 8.9-9.3e4 at s=4-6, 1.03-1.09e5 at s=1.5-3, and 1.26e5 and 1.345e5 at the last two points, right in the 1.2-1.35e5 band and hugging the reference. There is no terminal dip whatever: the highest two points in the entire profile are the two nearest the origin, so neither failure mode applies and the pin stays exactly where the fit put it. This is the only item in my chunk with no non-chain object at all - the table has two rows and both are the muon's own fitted segments, 80002 spanning d 0-127.65 and 80005 spanning 127.65-201.16, both at cos_fwd about -1.0 as body segments must be. All three stop azimuths show the amber flow band running to the star and stopping there with nothing drawn beyond it: no arm, no dot, no speck, and no image-point halo past the end. The chain reports the same - n_stop_arms 0, n_dots 0, no capture gamma in the ring, 0 unfitted clusters - so there is nothing to weigh and the kind is none. f_meas is clean at the stop: it sits at U 2010, V 5805 and W 10120 with the nearest dead bands 40 to 90 channels away in every plane, and measured minus predicted is flat white along the whole track, so the Bragg is measured, not inferred.
bare	2	039349_8/52	0	record:high (pdvd_stm_michel_p99rwon_carried_corrected_verdicts.json)	STM_ONLY/none	1.146	2.364	200.745	0.000	2.150	-1.000	0.000	0	-1.000	0	0	0	0	3	2	0	0	0	0	309	2	0	0.000	0.350	360	0	0.003	0.380	0.011	204.4,10.1,217.7	0.0,0.0,0.0	mu- 119 MeV(mu- 38 MeV(mu- 368 MeV, e- 2.87 MeV), e- 4.87 MeV)	record:high	206 cm of chain over a 195 cm chord, entering 0.1 cm from the anode x face at x 339.9 and stopping at (204.7, 10.3, 217.5), which is 80.9 cm from the nearest wall, 135 cm from the anode and 205 cm from the cathode plane, so the stop is deeply contained in every direction. The dQ/dx profile is the cleanest Bragg in this chunk: a 4.2-5.5e4 plateau from s = 100 in to about s = 40, then a steady climb, 4.5-6e4 at s = 40-25, 5.5-7.8e4 at s = 25-15, 7.4-9.5e4 at s = 15-4, and 1.08e5, 1.14e5, 1.15e5 and 1.10e5 on the last four points, which sit right on the overlaid muon reference curve and top out in the 1.2-1.35e5 band the rubric names for real stoppers. The climb is monotone over 40 cm with only the usual scatter, there is no terminal collapse and no dip in the last few centimetres, so the pin stays on the fit last point, and there is no short high-charge piece past the fit end either, so this is neither the overshoot nor the undershoot case. All three energy estimators agree at 479 MeV by range, 497 by dQ/dx and 453 by MCS with amb 0.02, which is what a genuine stopper of this length should give, and the chain agrees, is_stm 1. Nothing whatever sits past the stop: the object table has only the two chain segments, and the flow reports n_stop_arms 0, n_dots 0, no unfitted dot clusters and no capture gamma in the ring, which the three azimuths confirm, one clean unbranched track running into the star with empty space beyond. That makes it a stopping muon with no decay activity: STM_ONLY, kind none, both chain segments muon. The only caveat is a grey dead-channel band running immediately beside the track end in the V plane near channel 7200, but a track lost into a dead region would truncate at MIP rather than climb smoothly to twice the plateau, so I do not think it explains the profile.
