# muons from dqdx_rr_sample/sample_points_d66old.tsv, protons from work-stmcamp-d66old (the doc-62 OWNER-identified list)
# muon rows are copied verbatim from --old-points; its single proton
# (289343 blk 90) is dropped there and re-read from the proton root, so it is counted once.
# per-point sample; dqdx in e/cm, rr/x/y/z/dx in cm
# drift_cm = 202.05 - |x|; drift_us = drift_cm / 0.1563
particle	event	block	rr	dqdx	dx	x	y	z	drift_cm	drift_us
muon	167200	160	33.617	81819.1	0.8404	100.19	-43.30	11.26	101.86	651.7
muon	167200	160	32.773	90334.6	0.8470	100.49	-43.08	12.02	101.56	649.8
muon	167200	160	31.923	55757.3	0.7999	100.69	-42.72	12.76	101.36	648.5
muon	167200	160	31.173	75831.5	0.6414	100.89	-42.49	13.45	101.16	647.2
muon	167200	160	30.640	69016.4	0.6747	101.07	-42.30	13.92	100.98	646.1
muon	167200	160	29.824	60313.2	0.7270	101.34	-42.09	14.66	100.71	644.3
muon	167200	160	29.186	73137.3	0.7101	101.53	-41.87	15.22	100.52	643.1
muon	167200	160	28.404	58496.5	0.7200	101.73	-41.57	15.92	100.32	641.8
muon	167200	160	27.746	72211.6	0.7126	101.92	-41.43	16.53	100.13	640.6
muon	167200	160	26.978	83892.2	0.6522	102.13	-41.30	17.26	99.92	639.3
muon	167200	160	26.442	69764.0	0.5976	102.32	-41.13	17.73	99.73	638.1
muon	167200	160	25.783	53628.1	0.6949	102.55	-41.09	18.34	99.50	636.6
muon	167200	160	25.052	65419.7	0.6216	102.77	-40.87	19.01	99.28	635.2
muon	167200	160	24.540	66120.3	0.5117	102.97	-40.78	19.47	99.08	633.9
muon	167200	160	24.028	69184.4	0.5561	103.17	-40.69	19.93	98.88	632.6
muon	167200	160	23.428	76390.8	0.5511	103.38	-40.64	20.49	98.67	631.3
muon	167200	160	22.926	77854.0	0.5016	103.57	-40.60	20.96	98.48	630.1
muon	167200	160	22.425	72999.3	0.6781	103.75	-40.56	21.42	98.30	628.9
muon	167200	160	21.570	77664.6	0.6747	104.13	-40.43	22.18	97.92	626.5
muon	167200	160	21.075	107022.9	0.4949	104.37	-40.38	22.61	97.68	625.0
muon	167200	160	20.580	82961.0	0.6108	104.61	-40.34	23.04	97.44	623.4
muon	167200	160	19.854	69329.6	0.7130	104.92	-40.23	23.69	97.13	621.4
muon	167200	160	19.154	66186.0	0.6809	105.25	-40.16	24.30	96.80	619.3
muon	167200	160	18.492	84747.0	0.5762	105.54	-40.07	24.89	96.51	617.5
muon	167200	160	18.002	88837.3	0.4898	105.74	-40.06	25.33	96.31	616.2
muon	167200	160	17.512	59330.4	0.5860	105.95	-40.05	25.78	96.10	614.8
muon	167200	160	16.830	63864.0	0.6265	106.19	-39.91	26.40	95.86	613.3
muon	167200	160	16.259	69453.4	0.5984	106.40	-39.81	26.92	95.65	611.9
muon	167200	160	15.633	75160.0	0.5960	106.61	-39.78	27.51	95.44	610.6
muon	167200	160	15.067	72129.8	0.5428	106.83	-39.62	28.00	95.22	609.2
muon	167200	160	14.548	59400.3	0.5196	107.06	-39.53	28.47	94.99	607.8
muon	167200	160	14.028	67887.1	0.7131	107.28	-39.45	28.93	94.77	606.3
muon	167200	160	13.122	92406.7	0.7674	107.61	-39.34	29.76	94.44	604.2
muon	167200	160	12.493	71770.7	0.6890	107.93	-39.24	30.30	94.12	602.2
muon	167200	160	11.744	70529.8	0.6392	108.22	-39.07	30.97	93.83	600.3
muon	167200	160	11.215	77003.6	0.5310	108.38	-38.95	31.45	93.67	599.3
muon	167200	160	10.682	79632.8	0.5334	108.58	-38.83	31.94	93.47	598.0
muon	167200	160	10.148	73964.7	0.5972	108.77	-38.72	32.42	93.28	596.8
muon	167200	160	9.487	67367.9	0.6280	108.97	-38.50	33.01	93.08	595.5
muon	167200	160	8.892	86042.8	0.6434	109.19	-38.38	33.55	92.86	594.1
muon	167200	160	8.200	87034.3	0.6163	109.43	-38.19	34.17	92.62	592.6
muon	167200	160	7.660	85094.5	0.5407	109.60	-37.91	34.60	92.45	591.5
muon	167200	160	7.119	82071.9	0.5944	109.77	-37.62	35.03	92.28	590.4
muon	167200	160	6.471	75690.4	0.6152	110.00	-37.37	35.58	92.05	589.0
muon	167200	160	5.888	87387.9	0.5516	110.32	-37.22	36.04	91.73	586.9
muon	167200	160	5.368	105755.0	0.6791	110.50	-36.94	36.44	91.55	585.7
muon	167200	160	4.530	112455.4	0.6669	110.93	-36.64	37.10	91.12	583.0
muon	167200	160	4.034	96039.3	0.5476	111.18	-36.52	37.51	90.87	581.4
muon	167200	160	3.435	93170.6	0.6704	111.50	-36.17	37.87	90.55	579.3
muon	167200	160	2.693	111147.5	0.6835	111.87	-35.89	38.45	90.18	576.9
muon	167200	160	2.068	132308.2	0.6128	112.24	-35.60	38.86	89.81	574.6
muon	167200	160	1.467	139352.1	0.6006	112.54	-35.32	39.30	89.51	572.7
muon	167200	160	0.867	156119.6	0.7337	112.83	-35.03	39.74	89.22	570.8
muon	167200	160	0.000	92535.8	0.7334	113.37	-34.75	40.36	88.68	567.3
muon	167398	30	180.259	51820.1	0.7613	-201.29	-59.32	282.13	0.76	4.9
muon	167398	30	179.337	52561.7	0.7934	-200.90	-59.71	282.86	1.15	7.4
muon	167398	30	178.673	81169.0	0.6479	-200.54	-59.80	283.42	1.51	9.7
muon	167398	30	178.041	52077.3	0.6855	-200.23	-60.19	283.81	1.82	11.7
muon	167398	30	177.302	50309.9	0.6915	-199.82	-60.32	284.41	2.23	14.3
muon	167398	30	176.658	49149.9	0.6165	-199.52	-60.51	284.95	2.53	16.2
muon	167398	30	176.069	50952.5	0.5866	-199.21	-60.61	285.44	2.84	18.2
muon	167398	30	175.485	42763.2	0.5622	-198.92	-60.84	285.89	3.13	20.0
muon	167398	30	174.944	49168.0	0.5657	-198.64	-61.06	286.29	3.41	21.8
muon	167398	30	174.353	49667.1	0.5910	-198.34	-61.25	286.77	3.71	23.7
muon	167398	30	173.762	61441.4	0.5495	-198.05	-61.44	287.25	4.00	25.6
muon	167398	30	173.254	54006.6	0.5360	-197.77	-61.56	287.65	4.28	27.4
muon	167398	30	172.690	48851.9	0.6751	-197.51	-61.70	288.14	4.54	29.0
muon	167398	30	171.904	37635.7	0.7830	-197.20	-62.03	288.77	4.85	31.0
muon	167398	30	171.124	112916.0	0.7064	-196.85	-62.32	289.41	5.20	33.3
muon	167398	30	170.491	124840.8	0.6049	-196.56	-62.38	289.97	5.49	35.1
muon	167398	30	169.915	55416.3	0.6862	-196.21	-62.74	290.25	5.84	37.4
muon	167398	30	169.119	49074.9	0.6927	-195.77	-63.10	290.81	6.28	40.2
muon	167398	30	168.529	79638.0	0.5633	-195.48	-63.16	291.32	6.57	42.1
muon	167398	30	167.992	59471.3	0.6544	-195.19	-63.34	291.73	6.86	43.9
muon	167398	30	167.220	79472.9	0.6834	-194.80	-63.55	292.37	7.25	46.4
muon	167398	30	166.625	56900.6	0.5950	-194.48	-63.78	292.81	7.57	48.4
muon	167398	30	166.030	66344.8	0.6255	-194.16	-64.01	293.26	7.89	50.5
muon	167398	30	165.374	49539.3	0.5976	-193.82	-64.31	293.73	8.23	52.6
muon	167398	30	164.835	51199.5	0.6333	-193.55	-64.45	294.18	8.50	54.4
muon	167398	30	164.108	44121.3	0.6438	-193.15	-64.70	294.73	8.90	56.9
muon	167398	30	163.548	54395.5	0.5340	-192.86	-64.89	295.17	9.19	58.8
muon	167398	30	163.040	51670.8	0.5078	-192.66	-64.51	295.44	9.39	60.1
muon	167398	30	162.532	42209.1	0.5116	-192.45	-64.13	295.71	9.60	61.4
muon	167398	30	162.017	34425.3	0.6362	-192.29	-64.56	295.95	9.76	62.5
muon	167398	30	161.260	41867.3	0.7653	-192.06	-65.03	296.50	9.99	63.9
muon	167398	30	160.486	25521.2	0.6780	-191.69	-65.39	297.08	10.36	66.3
muon	167398	30	159.904	48743.1	0.5534	-191.48	-65.85	297.35	10.57	67.6
muon	167398	30	159.379	68960.0	0.5765	-191.28	-66.25	297.64	10.77	68.9
muon	167398	30	158.751	42214.9	0.6867	-190.93	-66.42	298.13	11.12	71.1
muon	167398	30	158.006	36204.0	0.8182	-190.63	-66.93	298.58	11.42	73.1
muon	167398	30	157.114	42836.8	0.8118	-190.10	-66.88	299.30	11.95	76.4
muon	167398	30	156.382	43495.7	0.7540	-189.68	-67.05	299.87	12.37	79.2
muon	167398	30	155.606	54330.6	0.6393	-189.24	-67.39	300.41	12.81	81.9
muon	167398	30	155.104	55356.7	0.5027	-188.95	-67.54	300.79	13.10	83.8
muon	167398	30	154.601	46358.3	0.5049	-188.66	-67.69	301.17	13.39	85.7
muon	167398	30	154.094	47838.7	0.5070	-188.37	-67.87	301.55	13.68	87.6
muon	167398	30	153.587	50284.4	0.5280	-188.08	-68.06	301.92	13.97	89.4
muon	167398	30	153.038	48188.1	0.5490	-187.75	-68.25	302.31	14.30	91.5
muon	167398	30	152.489	53381.6	0.5598	-187.42	-68.45	302.71	14.63	93.6
muon	167398	30	151.918	59091.1	0.5428	-187.09	-68.64	303.13	14.96	95.7
muon	167398	30	151.403	56228.8	0.5851	-186.77	-68.76	303.52	15.28	97.8
muon	167398	30	150.748	44150.3	0.6145	-186.39	-68.99	304.00	15.66	100.2
muon	167398	30	150.174	43531.7	0.5438	-186.04	-69.18	304.42	16.01	102.4
muon	167398	30	149.660	44435.0	0.5535	-185.74	-69.29	304.81	16.31	104.4
muon	167398	30	149.067	47452.2	0.6480	-185.39	-69.56	305.21	16.66	106.6
muon	167398	30	148.364	38825.8	0.6645	-184.98	-69.84	305.71	17.07	109.2
muon	167398	30	147.738	69663.9	0.7842	-184.56	-70.01	306.14	17.49	111.9
muon	167398	30	146.796	50685.3	0.7389	-183.99	-70.32	306.82	18.06	115.5
muon	167398	30	146.261	49693.0	0.6511	-183.68	-70.50	307.22	18.37	117.5
muon	167398	30	145.494	46109.9	0.6458	-183.25	-70.88	307.74	18.80	120.3
muon	167398	30	144.969	104257.3	0.5655	-182.92	-71.04	308.11	19.13	122.4
muon	167398	30	144.363	64037.2	0.6061	-182.52	-71.25	308.51	19.53	125.0
muon	167398	30	143.757	45881.4	0.6447	-182.11	-71.46	308.91	19.94	127.5
muon	167398	30	143.073	50117.2	0.5972	-181.66	-71.69	309.37	20.39	130.4
muon	167398	30	142.562	49893.1	0.5112	-181.36	-71.87	309.74	20.69	132.4
muon	167398	30	142.051	50456.0	0.5466	-181.06	-72.05	310.11	20.99	134.3
muon	167398	30	141.469	32732.4	0.6097	-180.72	-72.32	310.50	21.33	136.5
muon	167398	30	140.832	116069.1	0.6893	-180.33	-72.39	311.00	21.72	139.0
muon	167398	30	140.090	50798.2	0.7271	-179.78	-72.67	311.41	22.27	142.5
muon	167398	30	139.377	45448.5	0.7259	-179.45	-72.86	312.01	22.60	144.6
muon	167398	30	138.638	43017.5	0.6560	-178.93	-73.14	312.46	23.12	147.9
muon	167398	30	138.065	45654.7	0.6200	-178.58	-73.36	312.86	23.47	150.1
muon	167398	30	137.398	46351.3	0.8100	-178.14	-73.60	313.30	23.91	152.9
muon	167398	30	136.445	53183.7	0.7605	-177.56	-74.03	313.92	24.49	156.7
muon	167398	30	135.877	42095.6	0.5678	-177.24	-74.33	314.28	24.81	158.7
muon	167398	30	135.310	41467.2	0.5588	-176.91	-74.63	314.64	25.14	160.8
muon	167398	30	134.760	47804.3	0.5497	-176.56	-74.83	315.01	25.49	163.1
muon	167398	30	134.210	44672.2	0.6940	-176.21	-75.04	315.38	25.84	165.3
muon	167398	30	133.372	60787.4	0.7936	-175.71	-75.48	315.88	26.34	168.5
muon	167398	30	132.623	45366.3	0.6310	-175.23	-75.78	316.37	26.82	171.6
muon	167398	30	132.110	75215.4	0.5160	-174.94	-76.03	316.72	27.11	173.5
muon	167398	30	131.591	43846.6	0.5191	-174.62	-76.24	317.07	27.43	175.5
muon	167398	30	131.072	62402.9	0.6392	-174.31	-76.45	317.43	27.74	177.5
muon	167398	30	130.313	54649.3	0.6877	-173.85	-76.88	317.85	28.20	180.4
muon	167398	30	129.697	49610.5	0.6495	-173.52	-77.11	318.32	28.53	182.6
muon	167398	30	129.014	45443.8	0.6013	-173.14	-77.48	318.75	28.91	185.0
muon	167398	30	128.494	44282.8	0.5785	-172.84	-77.70	319.11	29.21	186.9
muon	167398	30	127.857	49154.3	0.6165	-172.45	-77.96	319.55	29.60	189.4
muon	167398	30	127.261	40231.3	0.5619	-172.06	-78.16	319.95	29.99	191.9
muon	167398	30	126.733	72017.1	0.5049	-171.81	-78.45	320.31	30.24	193.5
muon	167398	30	126.251	48965.9	0.5312	-171.50	-78.62	320.63	30.55	195.5
muon	167398	30	125.670	48974.3	0.6189	-171.18	-78.94	321.00	30.87	197.5
muon	167398	30	125.013	38911.0	0.6204	-170.80	-79.24	321.44	31.25	199.9
muon	167398	30	124.430	50636.2	0.6037	-170.44	-79.46	321.85	31.61	202.2
muon	167398	30	123.806	43077.4	0.6522	-170.06	-79.73	322.27	31.99	204.7
muon	167398	30	123.125	46853.1	0.6478	-169.67	-80.00	322.75	32.38	207.2
muon	167398	30	122.510	59486.1	0.6152	-169.34	-80.33	323.15	32.71	209.3
muon	167398	30	121.895	40116.7	0.6560	-168.99	-80.65	323.55	33.06	211.5
muon	167398	30	121.198	61298.7	0.5956	-168.54	-80.92	324.00	33.51	214.4
muon	167398	30	120.704	70871.5	0.4946	-168.25	-81.17	324.32	33.80	216.2
muon	167398	30	120.209	41586.4	0.6396	-167.96	-81.42	324.63	34.09	218.1
muon	167398	30	119.425	46354.8	0.7214	-167.52	-81.76	325.18	34.53	220.9
muon	167398	30	118.766	63855.0	0.6679	-167.13	-82.06	325.62	34.92	223.4
muon	167398	30	118.089	46037.9	0.6226	-166.74	-82.38	326.07	35.31	225.9
muon	167398	30	117.521	51401.8	0.5972	-166.40	-82.64	326.44	35.65	228.1
muon	167398	30	116.894	47942.6	0.5692	-166.08	-83.01	326.84	35.97	230.2
muon	167398	30	116.383	57230.4	0.5518	-165.79	-83.25	327.18	36.26	232.0
muon	167398	30	115.791	55661.5	0.5536	-165.47	-83.59	327.55	36.58	234.0
muon	167398	30	115.275	58207.9	0.5397	-165.19	-83.88	327.87	36.86	235.8
muon	167398	30	114.711	51639.9	0.5400	-164.88	-84.15	328.25	37.17	237.8
muon	167398	30	114.195	49614.6	0.5159	-164.58	-84.37	328.61	37.47	239.7
muon	167398	30	113.679	50078.0	0.5538	-164.28	-84.58	328.97	37.77	241.7
muon	167398	30	113.088	63827.0	0.6418	-163.93	-84.86	329.36	38.12	243.9
muon	167398	30	112.396	53193.0	0.6012	-163.54	-85.23	329.80	38.51	246.4
muon	167398	30	111.885	40844.3	0.5107	-163.28	-85.52	330.12	38.77	248.0
muon	167398	30	111.374	66406.3	0.6126	-163.02	-85.82	330.45	39.03	249.7
muon	167398	30	110.660	101170.2	0.6963	-162.64	-86.17	330.94	39.41	252.2
muon	167398	30	109.982	109639.2	0.6780	-162.28	-86.49	331.42	39.77	254.5
muon	167398	30	109.304	66972.1	0.5892	-161.92	-86.82	331.89	40.13	256.8
muon	167398	30	108.803	55971.4	0.5005	-161.61	-87.12	332.14	40.44	258.7
muon	167398	30	108.303	47687.5	0.6182	-161.30	-87.43	332.39	40.75	260.7
muon	167398	30	107.567	53420.7	0.6820	-160.87	-87.79	332.86	41.18	263.4
muon	167398	30	106.939	69341.8	0.5865	-160.53	-88.14	333.26	41.52	265.6
muon	167398	30	106.394	62376.4	0.5461	-160.20	-88.34	333.64	41.85	267.7
muon	167398	30	105.847	42333.3	0.5792	-159.90	-88.66	333.97	42.15	269.7
muon	167398	30	105.236	49316.1	0.5596	-159.57	-89.00	334.36	42.48	271.8
muon	167398	30	104.727	55111.2	0.6486	-159.26	-89.24	334.68	42.79	273.8
muon	167398	30	103.939	44722.1	0.6937	-158.85	-89.66	335.21	43.20	276.4
muon	167398	30	103.340	115901.9	0.5921	-158.47	-89.92	335.60	43.58	278.8
muon	167398	30	102.754	64734.4	0.7204	-158.12	-90.26	335.91	43.93	281.0
muon	167398	30	101.899	47271.9	0.7508	-157.68	-90.69	336.51	44.37	283.9
muon	167398	30	101.253	39593.7	0.5903	-157.32	-91.07	336.88	44.73	286.2
muon	167398	30	100.719	44830.1	0.5417	-157.00	-91.23	337.28	45.05	288.2
muon	167398	30	100.169	57011.0	0.5195	-156.69	-91.55	337.60	45.36	290.2
muon	167398	30	99.680	57565.3	0.4897	-156.45	-91.83	337.92	45.60	291.7
muon	167398	30	99.190	34515.8	0.5098	-156.22	-92.12	338.25	45.83	293.2
muon	167398	30	98.660	81539.2	0.5861	-155.95	-92.39	338.61	46.10	294.9
muon	167398	30	98.018	55249.6	0.6423	-155.55	-92.68	339.02	46.50	297.5
muon	167398	30	97.376	47591.7	0.5764	-155.15	-92.96	339.44	46.90	300.0
muon	167398	30	96.865	71552.0	0.5106	-154.84	-93.19	339.78	47.21	302.0
muon	167398	30	96.354	49367.0	0.5435	-154.53	-93.41	340.12	47.52	304.0
muon	167398	30	95.778	56114.8	0.5634	-154.25	-93.76	340.47	47.80	305.9
muon	167398	30	95.227	50106.5	0.5505	-153.94	-94.02	340.85	48.11	307.8
muon	167398	30	94.677	48467.4	0.5268	-153.64	-94.28	341.23	48.41	309.8
muon	167398	30	94.174	47096.5	0.6078	-153.45	-94.56	341.60	48.60	310.9
muon	167398	30	93.461	69744.7	0.6751	-153.08	-94.94	342.08	48.97	313.3
muon	167398	30	92.824	89779.6	0.7277	-152.69	-95.36	342.35	49.36	315.8
muon	167398	30	92.006	44603.3	0.8175	-152.22	-95.74	342.90	49.83	318.8
muon	167398	30	91.189	42500.8	0.6656	-151.85	-96.24	343.43	50.20	321.2
muon	167398	30	90.675	52262.0	0.5627	-151.60	-96.48	343.81	50.45	322.8
muon	167398	30	90.063	49123.6	0.7663	-151.25	-96.77	344.23	50.80	325.0
muon	167398	30	89.142	53305.0	0.7204	-150.73	-97.22	344.84	51.32	328.4
muon	167398	30	88.622	47675.2	0.5384	-150.47	-97.49	345.20	51.58	330.0
muon	167398	30	88.065	48065.9	0.5882	-150.19	-97.82	345.54	51.86	331.8
muon	167398	30	87.446	40561.3	0.5735	-149.87	-98.15	345.96	52.18	333.9
muon	167398	30	86.918	59851.0	0.5170	-149.59	-98.41	346.32	52.46	335.7
muon	167398	30	86.412	50453.0	0.5588	-149.30	-98.68	346.64	52.75	337.5
muon	167398	30	85.801	48238.9	0.6145	-148.94	-98.95	347.06	53.11	339.8
muon	167398	30	85.183	43301.7	0.5893	-148.63	-99.27	347.49	53.42	341.7
muon	167398	30	84.622	52939.1	0.6421	-148.37	-99.62	347.83	53.68	343.4
muon	167398	30	83.899	50812.3	0.6721	-147.94	-99.99	348.28	54.11	346.2
muon	167398	30	83.278	54283.7	0.7582	-147.60	-100.35	348.66	54.45	348.4
muon	167398	30	82.382	49766.3	0.7313	-147.11	-100.79	349.26	54.94	351.5
muon	167398	30	81.815	53381.4	0.7497	-146.81	-101.08	349.65	55.24	353.5
muon	167398	30	80.883	51212.2	0.7850	-146.29	-101.55	350.26	55.76	356.8
muon	167398	30	80.246	48675.5	0.6742	-145.96	-101.89	350.69	56.09	358.8
muon	167398	30	79.535	47574.6	0.6579	-145.57	-102.24	351.17	56.48	361.3
muon	167398	30	78.930	66635.0	0.5939	-145.27	-102.59	351.56	56.78	363.3
muon	167398	30	78.347	60223.5	0.5830	-144.95	-102.87	351.96	57.10	365.3
muon	167398	30	77.764	53069.4	0.6011	-144.62	-103.14	352.36	57.43	367.4
muon	167398	30	77.145	50739.1	0.5764	-144.27	-103.39	352.80	57.78	369.7
muon	167398	30	76.611	50248.2	0.5336	-144.01	-103.71	353.14	58.04	371.4
muon	167398	30	76.077	46543.9	0.5198	-143.74	-104.03	353.48	58.31	373.0
muon	167398	30	75.571	42978.6	0.5528	-143.43	-104.21	353.83	58.62	375.1
muon	167398	30	74.972	43087.1	0.5892	-143.10	-104.48	354.25	58.95	377.2
muon	167398	30	74.393	52830.5	0.6342	-142.77	-104.75	354.64	59.28	379.3
muon	167398	30	73.704	47679.9	0.6028	-142.42	-105.12	355.10	59.63	381.5
muon	167398	30	73.187	48239.0	0.5092	-142.14	-105.40	355.44	59.91	383.3
muon	167398	30	72.685	50826.3	0.5023	-141.86	-105.62	355.79	60.19	385.1
muon	167398	30	72.183	48721.9	0.5886	-141.58	-105.84	356.15	60.47	386.9
muon	167398	30	71.508	67937.8	0.6803	-141.20	-106.17	356.59	60.85	389.3
muon	167398	30	70.822	64024.6	0.6100	-140.83	-106.52	357.06	61.22	391.7
muon	167398	30	70.288	74538.8	0.5084	-140.54	-106.82	357.39	61.51	393.5
muon	167398	30	69.805	52752.2	0.4825	-140.31	-107.12	357.69	61.74	395.0
muon	167398	30	69.323	61199.7	0.5211	-140.07	-107.42	357.98	61.98	396.5
muon	167398	30	68.763	87623.1	0.5641	-139.80	-107.82	358.26	62.25	398.3
muon	167398	30	68.195	53330.5	0.7157	-139.48	-107.99	358.69	62.57	400.4
muon	167398	30	67.332	43245.1	0.7444	-138.98	-108.43	359.25	63.07	403.5
muon	167398	30	66.706	57371.7	0.5670	-138.76	-108.75	359.74	63.29	404.9
muon	167398	30	66.198	93536.9	0.5464	-138.42	-108.96	360.06	63.63	407.1
muon	167398	30	65.613	66712.1	0.5846	-138.14	-109.28	360.46	63.91	408.9
muon	167398	30	65.029	47923.0	0.6922	-137.86	-109.59	360.87	64.19	410.7
muon	167398	30	64.229	54206.0	0.7201	-137.42	-109.91	361.45	64.63	413.5
muon	167398	30	63.588	52153.0	0.6169	-137.07	-110.12	361.94	64.98	415.7
muon	167398	30	62.995	53083.9	0.6185	-136.75	-110.43	362.34	65.30	417.8
muon	167398	30	62.351	50874.1	0.6827	-136.43	-110.79	362.77	65.62	419.8
muon	167398	30	61.630	49029.6	0.7884	-136.03	-111.11	363.27	66.02	422.4
muon	167398	30	60.775	53730.6	0.7164	-135.61	-111.60	363.84	66.44	425.0
muon	167398	30	60.197	95747.3	0.7428	-135.28	-111.79	364.27	66.77	427.2
muon	167398	30	59.289	45944.7	0.8155	-134.78	-112.26	364.86	67.27	430.4
muon	167398	30	58.566	48228.2	0.6210	-134.47	-112.66	365.37	67.58	432.4
muon	167398	30	58.047	69081.1	0.5241	-134.18	-112.83	365.77	67.87	434.2
muon	167398	30	57.518	66324.4	0.5293	-133.89	-113.03	366.16	68.16	436.1
muon	167398	30	56.988	53346.2	0.5604	-133.60	-113.24	366.56	68.45	437.9
muon	167398	30	56.397	71746.9	0.5618	-133.29	-113.53	366.97	68.76	439.9
muon	167398	30	55.865	58198.8	0.5320	-133.02	-113.77	367.37	69.03	441.6
muon	167398	30	55.333	53368.6	0.5651	-132.75	-114.00	367.76	69.30	443.4
muon	167398	30	54.734	51437.4	0.6286	-132.49	-114.23	368.25	69.56	445.0
muon	167398	30	54.075	73982.7	0.6134	-132.16	-114.47	368.77	69.89	447.1
muon	167398	30	53.508	80003.8	0.5678	-131.90	-114.76	369.18	70.15	448.8
muon	167398	30	52.940	57725.6	0.7354	-131.64	-115.05	369.59	70.41	450.5
muon	167398	30	52.037	48180.4	0.9036	-131.24	-115.45	370.29	70.81	453.0
muon	167398	30	51.133	54268.3	0.7028	-130.83	-115.78	371.03	71.22	455.7
muon	167398	30	50.631	107831.9	0.5740	-130.55	-115.95	371.41	71.50	457.4
muon	167398	30	49.985	57806.8	0.6466	-130.24	-116.22	371.91	71.81	459.4
muon	167398	30	49.338	50684.0	0.6158	-129.93	-116.50	372.40	72.12	461.4
muon	167398	30	48.753	56606.8	0.5746	-129.61	-116.65	372.87	72.44	463.4
muon	167398	30	48.189	48287.2	0.7132	-129.36	-116.82	373.34	72.69	465.1
muon	167398	30	47.327	49185.4	0.7636	-128.96	-117.17	374.02	73.09	467.7
muon	167398	30	46.662	50618.5	0.6823	-128.62	-117.38	374.55	73.43	469.8
muon	167398	30	45.962	46115.8	0.6889	-128.25	-117.59	375.11	73.80	472.2
muon	167398	30	45.284	62529.9	0.6749	-127.90	-117.87	375.62	74.15	474.4
muon	167398	30	44.612	58203.8	0.6690	-127.57	-118.21	376.10	74.48	476.5
muon	167398	30	43.946	72468.1	0.6543	-127.23	-118.52	376.58	74.82	478.7
muon	167398	30	43.304	67603.2	0.5712	-126.90	-118.73	377.09	75.15	480.8
muon	167398	30	42.804	51219.5	0.6221	-126.68	-118.98	377.46	75.37	482.2
muon	167398	30	42.060	54238.5	0.6186	-126.30	-119.26	378.03	75.75	484.6
muon	167398	30	41.566	56630.6	0.4997	-126.07	-119.46	378.42	75.98	486.1
muon	167398	30	41.060	58397.3	0.5408	-125.80	-119.65	378.81	76.25	487.8
muon	167398	30	40.485	62342.3	0.5531	-125.48	-119.90	379.21	76.57	489.9
muon	167398	30	39.954	60582.1	0.6179	-125.27	-120.14	379.63	76.78	491.3
muon	167398	30	39.249	57271.3	0.6615	-125.01	-120.48	380.20	77.04	492.9
muon	167398	30	38.631	48965.4	0.6219	-124.76	-120.75	380.69	77.29	494.5
muon	167398	30	38.005	75191.9	0.5759	-124.39	-120.93	381.16	77.66	496.9
muon	167398	30	37.479	63822.8	0.5640	-124.13	-121.19	381.54	77.92	498.5
muon	167398	30	36.877	59725.7	0.6355	-123.84	-121.42	382.01	78.21	500.4
muon	167398	30	36.208	61238.4	0.5875	-123.50	-121.66	382.54	78.55	502.5
muon	167398	30	35.702	73693.5	0.5520	-123.25	-121.93	382.89	78.80	504.1
muon	167398	30	35.104	91133.3	0.5406	-122.91	-122.09	383.35	79.14	506.4
muon	167398	30	34.621	85286.4	0.7115	-122.69	-122.27	383.74	79.36	507.8
