event	main_id	verdict	quality	conf	reason
292577	12	nu	cosmic-like	med	flat 40-55 ke/cm (at or below the MIP line) from rr=60 down to rr=5, then only a localized 4 cm bump to 133 ke/cm that falls back to 68-88 ke/cm at rr=0 - not a monotone muon Bragg; 87 cm straight track crossing the downstream wall z=500.9, interior end at (-110,75,440) is a truncation
292687	11	nu	clean	high	2-prong vertex at (-162,80,190): a 24 cm stub whose dQ/dx runs 105-185 ke/cm, ~2x ABOVE the muon curve at the same residual range = proton-like, plus a 100 cm MIP prong reaching the anode x=-201; not a stopping muon
292797	27	STM	clean	high	304 cm cathode crosser entering the upstream wall z=-0.5 at (86,10,0), single object, textbook Bragg tracking the muon curve from 50 to 170 ke/cm at rr=0 at the TPC0 end (-26,171,186)
314309	4	nu	junk	high	6 drawn points in a 0.7 cm dot at (168,4.5,8.7) with only grey un-merged charge nearby; no track to judge, no STM fit (no steiner_pc)
48895	17	nu	cosmic-like	high	the STM tag is wrong: flat 50-55 ke/cm right down to rr=0 with no Bragg (the 160/137/105 ke/cm points sit at rr=25-30, mid-track, not at the end); the lower end exits the bottom wall y=-199.7 at z=350 and the upper end just stops mid-detector at (-165,-166,185)
314881	5	nu	junk	high	16 drawn points in a 1.4 cm dot at (149,1.7,492); the only other charge in view is an unrelated grey vertical track at z=486; no STM fit (no steiner_pc)
315167	8	nu	clean	med	V vertex at (139,164,225): a 52 cm arm reaching the top wall y=200 and a 143 cm arm running +z (beam direction) to (120,185,365); dQ/dx sits 1.5-2x ABOVE the muon curve over the whole fitted length and the 250 ke/cm spike is at the top-wall end, not at an interior stop, so nothing stopped inside; large merge-fragment clumps around the vertex
315409	16	nu	cosmic-like	med	276 cm track entering the upstream wall z=-0.2, but at rr=0-5 the dQ/dx is 55-70 ke/cm (MIP) with a single 183 ke/cm outlier and the last 40 cm scatters 12-135 ke/cm - no monotone Bragg, so the interior end at (186,40,263) is not a demonstrated stop; the track is also near-horizontal (y confined to 24-45 cm over 276 cm) and smoothly arcs, a badly-measured geometry; disagree with the STM tag
51865	11	nu	junk	high	19 drawn points in a 1.2 cm clump at (19,-124,347); the skeleton's 109 points over 87 cm is 1.25 pts/cm of disconnected grey dots; no track to judge, no STM fit
315497	16	nu	cosmic-like	high	flat 40-60 ke/cm right down to rr=0 (27-50 ke/cm at the very end) - no Bragg; the bundle skims the top of the detector (y 173-198) from the cathode x=1.3 to the downstream wall z=499, so the "stopping" end is a cathode cut and the y=198 top contact is grazing (dy=25 over 243 cm); heavy wire-ambiguity ghost fans in Y-Z
315849	10	nu	cosmic-like	high	the STM tag is wrong: dQ/dx is flat 15-85 ke/cm with the last cm at 40-67 ke/cm, no Bragg (the ks1=0.008 backward pass is a fluke on a flat profile); geometrically BOTH ends sit on the upstream wall z=0.8-1 with z never exceeding 7.5 cm over a 91 cm path - the track runs in the plane of the wall, so it never entered through it (evt50787 grazing rule)
316311	11	nu	clean	high	kink at (151,188,138) with a 15 cm arm to (138,194,148) and an 85 cm arm reaching the anode x=201; the last 20 cm of the fit sits 1.6-2x ABOVE the muon curve peaking at 263 ke/cm = proton-like rather than a muon Bragg, and that high-charge end also carries a 3 cm hook right at the anode boundary, so there is no clean interior stop
316553	11	nu	cosmic-like	high	flat 40-60 ke/cm right down to rr=0 - no Bragg; single 256 cm track crossing the bottom wall at (152,-199,347) with the upper end at (178,-88,116) truncated mid-detector, plus one short horizontal merge fragment near (175,-107,248)
317543	15	nu	cosmic-like	high	straight 110 cm track from the anode x=-201.2 to (-174,-29,468); dQ/dx at rr=0-5 is 45-75 ke/cm (MIP) and the only high points sit at rr=13-15 and rr=45-58, i.e. mid-track blobs including the merge spur at (-190,-50,424) - no monotone Bragg, so the interior end is a truncation (the tagger's own "proton end" rejection agrees it is not STM)
317939	25	nu	clean	high	kink at (-131,84,140): a near-vertical 116 cm arm crossing the top wall y=199.8 at (-133,200,222) plus a ~76 cm arm to (-177,53,192), both at MIP with no Bragg anywhere; dQ/dx around the kink (rr 70-100) is pathological, swinging from -30 to 290 ke/cm, so that region is unreliable
318335	6	STM	weak	low	12 cm stub whose z=1.3 end crosses the upstream wall and whose interior end at (-170,-17,10) shows a smooth muon-curve rise to 186 ke/cm; formally entry+Bragg, but only 20 fit points over 12 cm, the profile sits 10-25% above the muon table throughout, a 12 cm range is a very unlikely cosmic stopping muon, and an unrelated grey track passes right beside it
50787	6	nu	clean	high	vertex near (125,-104,500) with a ~3 cm stub toward the wall plus a 47 cm prong with a Bragg (175 ke/cm) and extra 200-310 ke/cm charge at the far end; the z=497-500 wall contact is GRAZING (dz=6.4 cm over a 49 cm track running parallel to the downstream wall), so it never entered through it
319611	2	nu	unclear	med	two points at 297-300 ke/cm at rr=0, far ABOVE the 168 ke/cm muon maximum, with no muon rise behind them (rr 1-20 scatters 14-120 ke/cm) - proton-like or a charge artifact, not a muon Bragg; the track is isochronous (dx=3.4 cm over 108 cm, sitting at x=-196) with heavy ghost fans, and its lower end reaches the downstream-wall/bottom corner z=501 y=-192, so both ends are on boundaries
319809	20	STM	clean	high	enters the top wall y=199.6 at (41.5,200,380) travelling across it (dy=70 over 74 cm), textbook monotone Bragg following the muon curve from 56 ke/cm at rr=20 up to 168-185 ke/cm at rr=1, with a charge spray at the stopping end (57,137,403) = Michel candidate; the last two bins at 216-235 ke/cm are what made the tagger say "proton end", but the 20 cm body is exactly muon-shaped
320095	9	nu	junk	high	11 drawn points in a 1 cm dot at (-163,-162,228) plus 3 grey dots; the skeleton's 53 points over 17.5 cm is not one physical object; no STM fit (no steiner_pc)
321107	13	nu	cosmic-like	high	the STM tag is wrong: dQ/dx is flat 45-60 ke/cm right down to rr=0 (35-63 ke/cm at the end) with no Bragg, and the far tail drops to 20-30 ke/cm; 227 cm track from the top wall (-125,199.8,255) to (-132,157,32) truncated mid-detector; nearly isochronous (dx=8.4 cm over 227 cm) with an enormous ghost fan in Y-Z
52723	7	nu	clean	high	vertex at (92,29,450) with an ~8 cm prong plus a 60 cm MIP prong exiting the downstream wall z=500; dQ/dx is flat 40-85 ke/cm behind an isolated 1.5 cm tip at 213-278 ke/cm, well above the 168 ke/cm muon maximum = proton-like stub, not a muon Bragg
321371	18	nu	cosmic-like	high	the STM tag is wrong: dQ/dx is flat 40-70 ke/cm right down to rr=0 where it drops to 13-20 ke/cm (charge deficit, not a Bragg); a perfectly straight 309 cm track from the top wall (91.5,199.7,158) to (61.5,-98.5,124.6) with zero end-of-range scattering, i.e. a high-momentum through-going muon whose lower half is missing 100 cm above the bottom wall
321525	5	nu	cosmic-like	high	flat/MIP 55-80 ke/cm at rr=0-5 with only two mid-track spikes - no Bragg; 117 cm track from the anode plane x=-201.2 at (-201,1,292) to (-189,55,361), interior end truncated; nearly isochronous (dx=12 cm over 117 cm)
321767	15	nu	unclear	med	296 cm straight track entering the top wall y=200 at (153,200,382) and reaching the cathode at (0,93,207); the fitted last 30 cm lies on the TPC0 side where dQ/dx is pathological (dips to -30 ke/cm at rr=25-30) and the only elevated charge is a 2 cm-wide 125-180 ke/cm tip, not a monotone Bragg; two extra red pieces hang in TPC0 (a 55 cm near-vertical branch at x=-15 and a 50 cm horizontal streak at y=100)
321789	7	nu	cosmic-like	med	33 cm straight segment whose lower end crosses the downstream wall z=500.3; dQ/dx is flat 25-80 ke/cm with a single 187 ke/cm point at rr=0.5 and nothing elevated behind it (44-70 ke/cm at rr=2-10), so no muon Bragg and the interior end at (97.5,-151,486) is a truncation
345655	1	nu	junk	high	8 drawn points in a 1 cm dot at (-138,189,192); the only other charge is an unrelated grey near-vertical track at x=-140; no STM fit (no steiner_pc)
346293	5	STM	weak	low	enters the downstream wall z=501 at (-150,23,501) (dz=148 across) and ends at (-169.7,-87,353) with a short branch there; the last 2 cm does carry elevated charge (165, 122, 96, 74 ke/cm) consistent with a muon Bragg on a 185 cm smoothly-curving (low-momentum) track, but the same 2 cm also holds 37-57 ke/cm points and the whole baseline sits at 45-50 ke/cm below the MIP line, so the Bragg is only marginally resolved
