event	main_id	verdict	quality	conf	reason
48895	17	nu	cosmic-like	high	the STM tag is wrong: flat 50-55 ke/cm right down to rr=0 (last two points 30k and 20k) and the 137-160k points sit 25-30 cm away from the end (res_L=25.9 cm); lower end exits the bottom wall y=-199.7, upper end just stops mid-detector at (-165,-165,185)
58345	7	STM	clean	med	enters the top wall y=200.0 at (91,128) and ends 48 cm later at (84,169,93); dQ/dx climbs off the MIP line over the last 6 cm to 110-113 ke/cm and the stopping end carries a wide charge splay in Y-Z = Michel candidate. Peak only ~2 MIP rather than 165 ke/cm, hence med
58653	4	nu	cosmic-like	high	dead flat 45-65 ke/cm the whole 132 cm including rr=0, no Bragg at all; perfectly straight, enters the anode x=-201 at (79,145) and simply ends mid-detector at (-136,40,90) -> truncated through-going, not a stop
58667	6	nu	cosmic-like	high	7 cm vertical stub hanging off the top wall y=199.9 at (80,469); all 10 fit points lie at 40-70 ke/cm = flat MIP with no rise, so nothing stopped - an entry fragment of a cosmic
58711	15	nu	weak	low	20 cm stub whose long axis is x (dx=17.9) with only dz=7.2 and dy=7.4, i.e. it lies nearly IN the plane of the downstream wall - GRAZING it the way evt50787 does, not entering across it; the far end at z=493 is 7 cm from the wall (neither crossed nor safely contained) and the dQ/dx flat-tops at 96 ke/cm instead of reaching 165k, so no leg of the STM case holds. I disagree with the STM tag
51865	11	nu	junk	high	19 drawn points in a 1.5 cm blob at (19,-124,348); the surrounding pre-un-merge charge is ~30 scattered dots over 30 cm (~1 pt/cm) in 6 fragments; no steiner_pc, no fit, nothing to judge
58755	21	nu	cosmic-like	high	401 cm near-vertical track crossing the bottom wall y=-198.7 and running to y=195.8 at the top, with dz=31 cm over 401 cm = prolonged-W geometry where truncation is the default reading; flat MIP over 390 cm and only 2 points at 165-170k at rr=0 (res_L=24 cm), so the top end is not a demonstrated stop -> through-going cosmic shape
59003	18	nu	cosmic-like	med	the rr=0 end is the CATHODE at x=-0.5 and its 3 cm 140 ke/cm spike is the usual cathode-join pile-up, not a Bragg; the other end crosses the downstream wall z=500.3; nearly horizontal (dy=16 cm over 144 cm) -> truncated cathode crosser with the TPC1 half missing
59025	19	nu	clean	high	82 deg V at (-163,-26,132): a 265 cm prong stopping contained at (56,44,251) with a textbook Bragg (180 ke/cm, dense train on the muon curve) plus a 104 cm near-horizontal MIP prong reaching the anode x=-201; a muon cannot scatter 82 deg with 265 cm of range left, so the stopping muon starts at an interior vertex -> nu, not STM
59063	14	nu	unclear	low	no Bragg anywhere: dQ/dx scatters 5-133 ke/cm point to point over the last 10 cm and sits at 55-75k where the muon would stop; the 52 cm arm runs almost purely along the drift direction (dz=8 cm, dy=10 cm) so dx is unreliable; enters the anode x=-201 and ends in a straight dense 10 cm prong perpendicular to it at (-150,0,303), which reads as a 2-prong junction rather than a Michel; I disagree with the STM tag
59085	3	STM	clean	med	textbook Bragg: smooth 8-point train from 196 ke/cm at rr=0 down the muon curve, stopping contained at (-10,185,49); the other end crosses the top wall y=199.9 at z=72. The tagger's nu-candidate label is an artifact - it kinked out 3.3 cm below the wall and called the muon a 25.9 cm leftover with a degenerate ks=0.000 (only 5 peak points). ctx shows an isolated object with no charge past the stop; extra blob at (z=54,y=192) = delta/Michel
59179	15	nu	clean	high	vertex at (-81,10,184): a 19 cm stub whose dQ/dx spikes to 253 ke/cm at rr=0 and holds a 110-130 ke/cm plateau out to rr=22 - far above the 165 ke/cm muon maximum, so proton-like - plus a 150 cm flat-MIP prong reaching the anode x=-201; the tagger's "long leftover" rejection is right for the wrong reason
50787	6	nu	clean	high	vertex at (126,-104,500) with a 3.4 cm stub toward the downstream wall and a 47 cm prong to (149,-146,494) whose end does show a Bragg (175-180 ke/cm); the wall contact is GRAZING - only 6 cm of z travel over 49 cm of track at z~497 - so nothing entered through it and a contained stop is not STM
59371	8	nu	clean	med	two prongs from one point at (47,130,21): a 101 cm flat-MIP prong up to the top wall y=200.0 and a separate 23 cm near-horizontal prong along +z; dQ/dx has a single 230 ke/cm point at rr=0 (4 MIP, above the muon maximum) and then flat 40-60k, i.e. vertex activity rather than a Bragg train
59377	7	nu	unclear	med	I disagree with the STM tag: EVERY point sits 1.6-2x above the muon expectation (310 ke/cm at rr=0, still 110-150k at rr=10-25), i.e. a heavily-ionizing/proton-like profile, not a muon losing energy; the tagger's ks1=0.010 is shape-only and its own r1=0.51/r2=0.37 flag the factor 2. Note the excess ratio is FLAT (1.85 at rr=0.3, 1.97 at rr=5, 1.90 at rr=10, 1.83 at rr=26), which a uniform dx/normalization error would also produce - so this one is less securely proton than evt61313. Caveat: the 27 cm track is isochronous (x fixed at -143+-2) and touches the upstream wall z=2.9, so an inflated dx is the alternative reading
59459	20	STM	clean	high	enters the upstream wall z=1.3 at (x=1,y=28) - a beam-direction rock muon - runs 367 cm and stops contained at (137,122,329) with a dense textbook Bragg from 175 ke/cm down the muon curve (ks1=0.017); ctx shows no charge continuing past the stopping end
59663	1	nu	junk	high	17 drawn points in a <1 cm blob at (-70,-193,491), table len=1.3 cm; no steiner_pc, no dQ/dx panel; nothing to judge
59663	12	nu	junk	high	8 drawn points in a 1 cm blob at (163,-166,457) with table len=33.9 cm; also a tagger pathology - info.json says the STM tagger evaluated this cluster but exited after the round-1 fit through a path that records no pass, so no trajectory was persisted
52723	7	nu	clean	med	vertex at (92,29,450): a 60 cm flat-MIP prong reaching the downstream wall z=500.3 plus an 8 cm prong up to (90,34,457); dQ/dx spikes to 280 ke/cm within the first 2 cm (5 MIP, far above the muon maximum) and is flat MIP everywhere else -> proton-like stub, not a muon Bragg
59685	6	nu	clean	high	right-angle (92 deg) V at (143,-144,195): one 103 cm prong sits at 1.5-1.8 MIP along its whole length and spikes to 302 ke/cm at its tip (93,-151,284) = proton-like, the other 101 cm prong is flat 50-60k MIP and reaches the anode x=201; the dQ/dx steps between the two arms exactly at rr=103 = the kink, so this is a 2-prong vertex, not a muon Bragg
59723	13	STM	weak	med	near-vertical 158 cm track crossing the top wall y=199.9 at (-95,172); dQ/dx rises over the last 12 cm to 192 ke/cm on the muon curve at the trajectory end (-107,104,146), where the track also folds back ~20 cm with piled-up charge = end-of-range scattering/Michel. Caveats: worst accepted ks1=0.131, a hole of 35-55k at rr=13-25 across the fold, and dz=28 cm over 158 cm (prolonged-W)
59863	15	STM	clean	high	crosses the upstream wall at z=-0.5 (outside the detector box) at (112,85) - a beam-direction rock muon - and stops contained at (75,112,190) with a Bragg train from 170 ke/cm following the muon curve (ks1=0.016); the 13 cm 1.02-MIP leftover at the stopping end is a Michel candidate; ctx shows nothing continuing past the stop
59929	20	nu	cosmic-like	high	flat 40-60 ke/cm over the whole 149 cm with the last points at 38-45k (below the MIP line) - no Bragg at all; perfectly straight, crosses the anode x=201.3 at (121,365) and simply ends mid-detector at (78,177,330) -> truncated (the tagger's own res_L=36 cm says it found no peak near the end)
60017	7	nu	clean	med	the interior end at (166,114,360) spikes to 240 ke/cm over just 2 cm (4.3 MIP, far above the 165 ke/cm muon maximum) and the remaining 46 cm is flat 50-70k -> proton-like tip, not a muon Bragg (the tagger agrees: rej proton end); nearly horizontal along +z, the other end crosses the anode x=201
61093	6	STM	clean	med	crosses the upstream wall z=1.3 at (-62,99) and folds 97 deg at (-46,87,20); dQ/dx decays smoothly from 125 ke/cm at the fold all the way to 56k at the wall end, i.e. a Bragg profile with the stopping point AT the fold, and the 10 cm beyond the fold averages 1.17 MIP = Michel; ctx shows an isolated object with nothing continuing
61313	18	nu	unclear	med	I disagree with the STM tag: the whole 40 cm sits 1.7-2.1x above the muon expectation (283 ke/cm at rr=0, 150k at rr=10, 120k at rr=35) and the excess GROWS with residual range (1.7 -> 1.9 -> 2.0 -> 2.1), which a uniform dx error cannot produce - a ~250 MeV proton can; the tagger's ks1=0.041 is shape-only and its own r1=0.54/r2=0.41 flag the factor 2. Odd either way - a bare heavily-ionizing 40 cm track hanging off the anode plane x=-201.4 with no second prong; an inflated dx is the alternative reading
61351	17	nu	cosmic-like	med	374 cm track crossing the anode x=-201.3 at (35,474); at the far end only 2-3 points reach 165 ke/cm and the profile is already flat 45-60k by rr=5 - no Bragg train at all (ks1=0.087) - so the end at (-63,-123,190) is truncated rather than a stop
61417	9	nu	clean	high	82 deg V at (77,-85,387): a 25 cm prong at 2.71 MIP average spiking to 295 ke/cm at its tip (76,-67,404) = proton-like, plus a 150 cm flat-MIP prong exiting the downstream wall z=500.3; the elevated dQ/dx stops exactly at the kink (rr=25)
61997	12	STM	clean	high	crosses the upstream wall at z=-0.5 (outside the detector box) at (185,157) and stops contained at (76,35,62) after 176 cm, with a Bragg train from 170 ke/cm down the muon curve over 25 cm (ks1=0.042); perfectly straight, ctx shows nothing continuing past the stop
62019	9	STM	clean	high	crosses the top wall y=199.9 at (-121,431) and stops contained at (-103,133,445); dense textbook Bragg train from 188 ke/cm hugging the muon curve out to 25 cm (ks1=0.017); ctx shows an isolated object
62303	12	STM	clean	med	crosses the upstream wall at z=-0.5 (outside the detector box) at (93,-89); dQ/dx rises to 110-120 ke/cm at rr=10-15 where the track stops, and the last 12 cm is a dense low-charge splay (0.73 MIP, points down to 15-40k) = Michel candidate rather than track; ctx shows nothing continuing past it
