event	main_id	verdict	quality	conf	reason
400174	2	nu	junk	high	15 drawn points in one 0.9 cm blob at (-124,-154,47) with a sparse grey dot trail 8 cm away; no steiner PC, nothing to judge
400262	15	nu	junk	high	8 drawn points in one 0.9 cm blob at (1,143,383) right at the cathode; the grey track crossing that spot in X-Z is absent from X-Y and Y-Z so it lies at another y; no steiner PC
400504	6	nu	unclear	med	L-shaped multi-branch object, corner at (43,67,443): a 60 cm arm reaches the downstream wall z=499 and an 80 cm near-vertical arm ends contained at (48,-13,455); dQ/dx is pathological (negative near rr=57 plus a smooth artificial arc over rr=60-95) and the fit's ks1=0.313 is the worst in the slice, so no Bragg claim is possible; tagger says "extra tracks"
400636	13	nu	unclear	low	fully contained (x 44-59, y -52..38, z 133-380, >=40 cm from every face) so it cannot be a stopping muon and the tagger never fit it; but 250 cm at nearly constant x (dx=15 cm) with a 2-prong fork at (54,-33) is the isochronous over-merge signature rather than one clean object
400636	6	nu	cosmic-like	high	115 cm from the anode x=-201.3 at (101,272) to (-133,92,182) mid-detector; dQ/dx flat 40-60 ke/cm on the MIP line down to rr=0, no Bragg = anode-crossing track truncated at the far end
401450	17	STM	clean	high	440 cm (skeleton's 99 cm is only the dominant component) entering the upstream wall z=0.8 at (-120,68), textbook Bragg to 175-220 ke/cm at rr=0 (ks1=0.025), and a charge fan at the stopping end (-51,-32,414) = Michel candidate
401824	4	nu	clean	med	tagger's STM is wrong: this 16 cm stub sits 1.5-2x ABOVE the muon curve along its whole length and spikes to 285-325 ke/cm (5-6 MIP) at the stopping tip (-71,177,12), the proton signature of the evt51051 reference, not a muon Bragg; the other end lies on the upstream wall z=1.3
50787	6	nu	clean	high	kink at (126,-105,497) with a 3.4 cm stub to the downstream wall plus a 47 cm 1.30-MIP prong to (149,-146,494); the wall contact is GRAZING (only 6 cm of z over a 49 cm track) so there is no entry, and the Bragg to 175 ke/cm at the kink alone is not STM
401934	10	nu	junk	high	6 drawn points in one 0.7 cm blob at (114,178,199.5) with no other charge in the window; no steiner PC, no dQ/dx
402330	1	nu	clean	med	disagree with the tagger's STM (its worst accepted fit, ks1=0.173): the last 8 cm run 140-290 ke/cm, far ABOVE the muon curve, and the end (-67,-169,79) carries a 6 cm charge fan = proton/hadronic vertex activity, not a muon Bragg; the 37 cm prong reaches the bottom wall y=-199 at (-80,82)
52723	7	nu	clean	high	vertex at (92,29,450): a short stub spiking to 213-280 ke/cm at rr<1 (well above the muon curve = proton-like) plus an 8 cm arm to (91,34,457) and a 60 cm MIP prong exiting the downstream wall z=500 along +z (beam direction)
402528	15	nu	junk	high	8 drawn points in one 0.9 cm blob at (53,48,404) while the skeleton claims 71 cm over 5 fragments; ctx shows the whole event is scattered stubs with nothing coherent here; no steiner PC
402968	19	STM	clean	high	77 cm entering the upstream wall z=2.5 at (-16.5,-78), textbook Bragg to 180 ke/cm on the muon curve at rr=0 (ks1=0.015) with a charge spray at the stopping end (-25,-148,27) = Michel candidate
402968	10	nu	junk	high	6 drawn points in one 0.7 cm blob at (59,-189,55.6), isolated; no steiner PC, no dQ/dx
403958	3	nu	unclear	low	hard call: 60 cm from the anode x=-201.2 at (22,156) to (-144,19,139), but the dQ/dx only reaches 97 ke/cm (1.7 MIP) at rr=0 instead of the ~165 a muon stop needs, and the last 15 cm run at constant z=139 (prolonged-W geometry, the documented truncation signature), so the "stop" is not established; the tagger needed off=3 to pass
404684	9	nu	unclear	low	top end touches/exceeds the top wall (bbox y_hi=200.0 vs DET 199.31) and the 75 cm cathode crosser ends at (-10.5,141,344), but dQ/dx sits at ~1.8 MIP over the WHOLE length and spikes to 280 ke/cm at that end, far above the muon curve -- proton-like or a dx pathology, not a muon Bragg either way; agree with the tagger's rejection
404816	5	STM	clean	high	150 cm entering the upstream wall z=-0.5 at (151,-146), textbook Bragg to 170 ke/cm over the last 20 cm exactly on the muon curve (ks1=0.009); caveat: the stopping point (170,-196,135) is only 3.7 cm above the bottom wall, but a 20 cm curve match cannot be a wall artifact
405190	12	nu	junk	high	13 drawn points in one 1 cm blob at (138,45.5,483.5) although the skeleton claims 56 cm; the grey track 10 cm away in X-Y is absent from Y-Z so it is at another z; no steiner PC
