event	main_id	verdict	quality	conf	reason
287181	14	STM	clean	high	61 cm smooth arc entering the upstream wall at z=-0.5 (x=164,y=51.5) and stopping at (131.5,64,48.5), 70 cm inside the anode; textbook Bragg on the green curve to 165-212 ke/cm at rr<0.5, flat 55 beyond
287599	6	nu	weak	med	34 cm track crossing the downstream wall at z=500.9, but the dQ/dx at the other (contained) end is non-monotone - 79, 98, then a 220 ke/cm (4 MIP) spike 1.5-2 cm before the end, then 79 again - a localised blob above the muon curve, not a muon Bragg (the tagger itself says proton end); too short and featureless to call a stopping muon
287654	12	nu	unclear	med	two ~50 cm prongs meeting at (-6,56,460) right at the cathode, one running up in y at constant x (isochronous) and one crossing into TPC1 to (43,16,496), both ends stopping at z=496-497 near the downstream wall; dQ/dx at rr=0 is only 25-57 ke/cm (no Bragg) and the fit swings to -110 ke/cm mid-track, so this is a cathode-join/reco pathology, not a stopping muon
287783	7	nu	junk	high	drawn main is a 7-point dot at (-50.5,131.6,447.5) while the skeleton claims 10 cm over 3 fragments; no steiner point cloud, no fit; the nearby grey charge is separate - nothing to judge
287896	16	nu	junk	high	drawn main is a 15-point dot at (-116,23.2,44.8) while the skeleton claims 65 cm over 4 fragments; no steiner point cloud, no fit - nothing to judge as a track
288067	7	nu	weak	med	42 cm object entering the top wall at y=199.8 (x=-102,z=153) but its last 5 cm run at 150-285 ke/cm (3-5 MIP, far above the muon Bragg curve; the fit's own leftover is 3.33 MIP) and end in a hook at (-75,181,132), while the track body sits at 40-50 ke/cm below MIP - the end is proton-like/pathological, not a muon stop
288287	10	nu	clean	med	three prongs meet at (-158,5,82): a 230 cm arm reaching the anode at x=-201.4, a ~50 cm arm to (-110,17,82) and a ~40 cm arm to (-150,41,120); dQ/dx over the last 50 cm before that vertex sits at 100-230 ke/cm (2-4 MIP, one 385 ke/cm point) instead of following the muon curve, so the vertex end is hadronic, not a muon stop
288358	7	STM	clean	high	355 cm track entering the upstream wall at z=-0.5 (x=93.5,y=-102) and stopping at (147,-36,270), 54 cm inside the anode; textbook Bragg riding the green curve to 195 ke/cm at rr<0.5 (ks1=0.017), only two small merge stubs on the body
288358	3	nu	cosmic-like	high	through-going: the 125 cm track crosses the top wall at y=199.9 (x=-31,z=410) AND the downstream wall at z=500.2 (x=-67,y=121), so neither end stops; dQ/dx flat 45-60 ke/cm to rr=0 in both fit passes (only a 310 ke/cm spike at rr=11 mid-track), and both passes were rejected as long leftover
50787	6	nu	clean	high	vertex at (125,-104,500) just inside the downstream wall: a 3.4 cm stub toward the wall plus a 47 cm prong whose far end has a Bragg-like rise to 175 ke/cm; the wall contact is GRAZING - the track runs parallel to the wall (z 494-500 over 24 cm of x), so it never entered through it
288397	13	STM	weak	med	small hooked object entering the top wall at y=199.6 (x=35.5,z=369) and travelling 8 cm in y away from it (a crossing, not grazing); dQ/dx peaks at 133 ke/cm 8 cm before the end and the final 8 cm run at 1.05 MIP = muon stop plus a Michel-like tail (fit res_L=7.8 cm); only 33 fit points and the skeleton's 80 cm length does not match the 15 cm drawn extent
52723	7	nu	clean	high	vertex at (92,29,450) with an 8 cm second prong to (91,33.5,457) and a 60 cm MIP prong that exits the downstream wall at z=500.3 along +z (beam direction); dQ/dx at the vertex end spikes to 213-280 ke/cm (4-5 MIP, well above the muon curve) = proton-like, exactly the evt51051 signature
288639	8	nu	clean	med	kink at (-163,122,135) with a charge peak of 205 ke/cm there, but 61 cm of 1.19 MIP track continues past that point to (-131,76,157) while the other arm reaches the anode at x=-201.1, and a ~10 cm stub also leaves the same point - so the Bragg-like end is a vertex, not a stop (tagger rejected it as long leftover)
288859	9	STM	weak	med	328 cm track crossing the downstream wall at z=500.3 (x=188,y=144) and ending at (168,35,200) where dQ/dx lands on the green muon curve (170 ke/cm at rr=0.5, 127 at 1.5); weak because the last 30 cm scatter 90-170 ke/cm above the curve, the fit leaves res_L=27 cm and calls it a proton end, and a ~10 cm branch sits ~30 cm from that end
288864	2	STM	weak	med	only 12 cm long but it enters the top wall at y=199.9 (x=-185,z=164.5) and travels 6 cm in y away from it, and its 18 fit points trace the muon curve monotonically from 176 ke/cm at rr=0.5 down to 43-63 ke/cm (MIP) at rr=10 (ks1=0.041, r1=0.95) - muon-like body, not a proton; too short/featureless to be clean
288952	2	nu	cosmic-like	high	perfectly straight 311 cm track entering the top wall at y=199.7 (x=-100,z=203) and cut at the cathode (far end x=-0.9), so its TPC1 continuation is simply not merged; dQ/dx flat 45-60 ke/cm right down to rr=0 apart from one last-point spike, no Bragg - nothing stopped
289251	12	nu	cosmic-like	high	281 cm straight track from the anode plane x=-201.3 (y=0,z=365) to the bottom/cathode corner at (-6,-196,311) - both ends on boundaries, so through-going; dQ/dx flat 45-60 ke/cm to rr=0 with no Bragg (fit res_L=36 cm), and a ~12 cm side spur sits at (-105,-103,337)
289295	15	nu	cosmic-like	med	enters the top wall at y=199.8 (x=-28,z=372) travelling 28 cm in y, but the other end at (-45,172,378) has dQ/dx of 44-61 ke/cm (at or below the MIP line) for the whole last 12 cm with no Bragg - truncated, not stopped; the single 80 ke/cm first point is what gives the fit r1=1.99, and the skeleton's 75 cm length does not match the 33 cm drawn extent
289343	9	STM	unclear	med	geometry is a stopping muon - enters the top wall at y=199.8 (x=-29.5,z=265), travels 20 cm in y and ends at (-5.5,179.5,305) with no charge continuing across the cathode (checked in ctx) - and the dQ/dx shape is the best in the slice (ks1=0.008); but the WHOLE 43 cm track sits ~1.8x above the muon curve (95-140 ke/cm body, 320 ke/cm at rr=0.5), which reads as a near-cathode charge over-correction (or, less likely, a proton) - the owner should look at the normalisation
289559	14	nu	unclear	low	the claimed stopping end sits 5 cm from the cathode at (-5,15,355) with a 293 ke/cm (5 MIP) spike plus a 12 cm 2.33 MIP hook beyond it, and a detached ~20 cm piece of the same main lies just across the cathode at (3..9,-2..-14,365-385) - that junction is not a clean muon stop; the other end only reaches z=497.3, i.e. 2.9 cm short of the downstream wall, so even the entry is marginal
289647	9	STM	clean	high	118 cm track entering the top wall at y=199.8 (x=195.5,z=253), curving down to a contained stop at (175,158,362) 26 cm inside the anode, with a hook there = Michel candidate; dQ/dx rides the green curve (148 ke/cm at rr=0.8, 125 at 1.5, flat 55 beyond rr=30, ks1=0.026) with a 245 ke/cm last-point overshoot
289805	12	nu	junk	high	drawn main is a 14-point dot at (31,-66,301) while the skeleton claims 79 cm; no steiner point cloud, no fit, and only a few stray grey specks nearby - nothing to judge as a track
