event	main_id	verdict	quality	conf	reason
353729	23	STM	clean	high	single straight 197 cm track entering the upstream wall at (-130,23,z=0.8) (outside the detector face) with 131 cm of z travel, textbook Bragg to 190 ke/cm at rr=0 (ks1=0.007, the best fit in the slice), stopping at (-196,-98,131) - 5 cm short of the anode but the Bragg proves a stop, not an exit. Agrees with the tagger
386354	4	STM	clean	high	single clean 123 cm track entering the upstream wall at (124,61,z=-0.1) (below the detector face z=0.85) with 70 cm of z travel, textbook Bragg on the muon curve to 195 ke/cm at rr=0, stopping at (165,125,70) well inside. Agrees with the tagger
48895	17	nu	cosmic-like	high	tagger's STM is wrong: dQ/dx flat 50-55 ke/cm right down to rr=0 with no Bragg; the 235 cm track exits the bottom wall y=-199.7 at (-150,350) and the other end simply stops mid-detector at (-165,-166,185) => truncated cosmic
386794	15	STM	clean	med	enters the anode plane x=201.2 at (42,250) with dx dominant there (crossing, not grazing), clean Bragg following the muon curve to 200 ke/cm at rr=0 (ks1=0.030), stopping at (173,65,263); the full-detector ctx view shows NO charge, grey or otherwise, continuing past that stopping end, so the Bragg is not a cluster break. conf med only for a length bookkeeping oddity: skeleton len 77 cm vs a ~43 cm drawn/fitted track and 342 of 403 points drawn
386838	16	STM	clean	med	perfectly straight 91 cm track entering the upstream wall at (-50,-136,z=1.6) with 75 cm of z travel, and the dQ/dx SHAPE is a textbook muon Bragg (ks1=0.014) rising to 280 ke/cm at rr=0. Oddity to report: the whole curve is scaled ~1.8x high - its MIP plateau sits at 90-100 ke/cm instead of 56 - so the normalisation, not the shape, is off. Agrees with the tagger
387168	15	STM	clean	high	enters the top wall at (-165,y=199.8,389) travelling almost straight down (dy=-74 cm over 126 cm), textbook Bragg on the muon curve to 197 ke/cm at rr=0 (ks1=0.015), stopping at (-132,126,398). dz is only 9 cm over the whole track (prolonged w.r.t. the collection wires) yet the dQ/dx came out clean. Agrees with the tagger
387850	17	STM	unclear	med	I disagree with the nu-candidate label: the dominant 128 cm track enters the top wall at (196,y=200.1,82) and stops at (152,151,183) with a clean Bragg to 190 ke/cm at rr=0 (the tagger's own eval PASSED; it rejected only on "extra tracks"). But the bundle also contains a second, near-parallel piece lying in the constant-drift plane x=153 (y 152-198, z 100-175) - an isochronous over-merge/ghost signature - so the cluster is not one object and the owner should look
51865	11	nu	junk	high	19 drawn points in a 1.3 cm blob at (19,-124,347); the skeleton's 109 pts over a claimed 87 cm is 1.25 pts/cm in 6 fragments, and the nearby track in the grey context is not part of the bundle; no dQ/dx panel (no steiner_pc)
388884	2	STM	clean	high	single clean 132 cm track entering the anode plane at (x=-201.4,133,143) with 77 cm of x travel there, textbook Bragg on the muon curve to 170 ke/cm at rr=0 (ks1=0.026), stopping at (-125,177,241) well inside. Agrees with the tagger
388972	2	nu	junk	high	single 1.2 cm blob of 12 points at (-143,-59,270), the only nearby charge is grey context not in the bundle; no dQ/dx panel (no steiner_pc), tagged low-energy - no track to judge
389544	13	nu	clean	med	24 cm stub from (-58,-197,277) to (-61,-187,299); the dQ/dx starts at the MIP line (60 ke/cm at rr=28) and rises MUCH faster than the muon curve - 120 at rr=15 where the muon expects 62, 257 ke/cm at rr=0 vs the 165 muon maximum - i.e. proton-like, not a muon stop. Disagree with the tagger's STM (its ks1=0.026 tests shape only). Entry leg is weak too: the only boundary contact is y=-197.1, 2.2 cm above the bottom face, reached at a shallow 25 deg slope
389962	5	STM	unclear	low	geometry and dQ/dx shape both read STM - reaches the upstream wall at z=-0.5 travelling +z and the charge rises along the muon curve to 330 ke/cm at rr=0 (ks1=0.017) - but the reconstruction is pathological and the owner should look: the object sits at essentially constant drift x=162.5 (dx=2.2 cm, isochronous) with a 20 cm-wide y ambiguity blob, the drawn extent is 33 cm against a claimed 86.8 cm, and the whole dQ/dx curve is inflated a uniform ~2x (MIP plateau at 110 instead of 56), consistent with an underestimated dx
390006	4	STM	clean	high	single 65 cm track entering the upstream wall at (40,88,z=0.1), textbook Bragg following the muon curve to 215 ke/cm at rr=0 with the plateau correctly at 56 ke/cm, stopping at (36,112,65). Agrees with the tagger
390028	5	nu	unclear	low	only 23 cm total: a V with apex at (-188,-135,96), a 2.8 cm arm at 1.41 MIP and a fan of short streaks radiating from the apex, with the far end on the anode plane x=-201.3. The dQ/dx does NOT Bragg at the tip - the two rr<1 points are 39 and 45 ke/cm, below the MIP line, and the 128 ke/cm maximum sits at rr=3. Disagree with the tagger's STM; too short and too structured, most likely an anode-truncated fragment
50787	6	nu	clean	high	real Bragg (175 ke/cm at rr=0) but the wall contact is GRAZING, not an entry: the 49 cm track runs at essentially constant z=497 (total dz 6.4 cm) with only a 3.4 cm stub hooking to z=500.3, and there is a kink at (126,-106,497) - vertex-like
390182	4	nu	unclear	med	no Bragg on either fit pass (flat 50-60 ke/cm to rr=0; the forward pass also sits ~2x high over rr=5-20). The object is a fan of >=4 prongs from one point at (-186,-46,488), two reaching the anode x=-201.4 and two the downstream wall z=501 - so nothing stops - but there is also a planar sheet of charge at constant y=-46 spanning 25 cm in x and 20 cm in z that looks like a reconstruction artifact, not tracks
390864	16	nu	cosmic-like	med	single straight 174 cm track with no vertex, from the anode plane x=-201.4 at (-58,290) down to (-98,-192,251) - which stops 7 cm short of the bottom face, i.e. truncated. The claimed Bragg is one 165 ke/cm point sitting next to a 28 ke/cm point at rr=0 with everything else flat 45-60, so it is not a stop; a 10 cm side arm at constant x=-147 and constant y=-137 is artifact-like. Agrees with the tagger's nu-candidate
391238	8	nu	junk	high	20 drawn points in a 1.2 cm blob at (-176,-102,43); the skeleton's 61 pts over a claimed 51 cm is 1.19 pts/cm in 3 fragments and nothing else is drawn; no dQ/dx panel (no steiner_pc)
391722	4	nu	junk	high	7 points in a 1.0 cm blob at (195,100,383) - the smallest object in the slice - with no other charge anywhere near; no dQ/dx panel (no steiner_pc), tagged low-energy
391766	16	nu	cosmic-like	med	275 cm single smoothly-bending track from the upstream wall at (123,-25,z=-0.5) to the cathode x=3.2 at (3,-61,244), so its other half is in the neighbouring TPC. dQ/dx is flat 45-55 ke/cm from rr=3 out to rr=275 with no muon shoulder at all - only a 2 cm spike to 185 ke/cm at the very last point, sitting exactly on the cathode where charge piles up - so nothing stopped. Agrees with the tagger's rejection
52723	7	nu	clean	high	textbook vertex at (92,29,450): an ~8 cm stub whose last 2 cm reach 213-278 ke/cm (3.8-5x MIP, well ABOVE the 168 ke/cm muon maximum, i.e. proton-like) plus a 60 cm MIP prong running +z (beam) and exiting the downstream wall z=500.3; the prong itself is flat 45-60 ke/cm from rr=3 to rr=60. NOTE the bundle is display row 1, not row 0 (row 0 is the synthetic no-bundle row)
392112	7	STM	clean	high	single 119 cm track entering the upstream wall at (-105,12,z=0.8) with 113 cm of z travel, textbook Bragg following the muon curve to 195 ke/cm at rr=0 with the plateau correctly at 56 ke/cm (ks1=0.018), stopping at (-141,1,114). Unusually horizontal for a cosmic (dy only 11 cm over 119 cm) but entry and Bragg are both unambiguous. Agrees with the tagger
392184	18	nu	clean	med	tagger's STM is wrong on the dQ/dx: at rr=0 (the tip of a 13 cm arm at (-167,68,453)) the charge is 83-101 ke/cm and then DROPS to 37-55 over rr=2-11 - no Bragg - while the 160 ke/cm maximum sits 13-18 cm away at the ~90 deg bend (-180,64,456); the tagger only made it fit by using peak-offset 27. The anode contact x=-201.4 is real but nothing stopped at the end
392200	27	nu	cosmic-like	high	tagger's STM is wrong: dQ/dx is flat 47-62 ke/cm on the MIP line right down to rr=0 with no Bragg (the 125-133 ke/cm points are 17-27 cm from the end, which is why only the peak-20/off-3 variant passed). The object is a perfectly straight 102 cm line, no kink, with the bottom wall y=-199.0 at one end and the cathode x=-0.7 at the other => through-going with its other half in TPC1. Also dz=13.8 cm over 102 cm (prolonged w.r.t. the collection wires)
392338	14	STM	clean	high	enters the top wall at (-89,y=199.8,172) travelling nearly straight down (dy=68 cm over 70 cm), Bragg follows the muon curve from rr=25 up to 182 ke/cm at rr=0 with the plateau correctly at 56, stopping at (-89,132,190) 65 cm below the wall. The wide red wash in Y-Z is the charge spread of a constant-drift-x (dx=5 cm) track, not extra prongs. Agrees with the tagger
