event	main_id	verdict	quality	conf	reason
169890	21	nu	weak	med	smooth 148 cm track running almost purely +z (dz=146, dy=17) from (-60,-90,352) out through the downstream wall z=498; dQ/dx is flat 40-60 ke/cm to rr=0, no Bragg, so nothing stopped. Beam-aligned and no vertex structure at the upstream end - a plausible nu muon but featureless. Points smear +/-5 cm in y because dy is small
170792	10	nu	unclear	low	not one physical object: a 40 cm diagonal track plus a SOLID FILLED block (z=112-125, y=163-192) at essentially constant drift x=-140 that reaches the top wall y=199.7 - the isochronous-degeneracy artifact. dQ/dx sits 90-175 ke/cm over the whole 46 cm and RISES with rr, the opposite of a stopping muon
170808	14	nu	clean	med	3-prong vertex at about (175,44,388): a 20 cm arm to (168,36,373), a 45 cm arm crossing the anode plane at (201,9,374) and a 60 cm arm ending at (190,70,440); dQ/dx at rr=0 is only 55-92 ke/cm so there is no Bragg and no stopping muon. Also note the fit's dQ/dx dives NEGATIVE (-35 ke/cm) over rr=62-72 and two dense filled blobs sit on the prongs
170924	16	nu	clean	med	kink at about (70,-182,74): a 24 cm arm whose dQ/dx falls smoothly from 250 to 125 ke/cm, a factor 2-2.3 ABOVE the muon curve the whole way (proton-like, not a muon Bragg), plus a 19 cm flat-MIP arm reaching the bottom wall y=-199
170984	9	nu	junk	high	13 drawn points in one 0.9 cm dot at (180,-63,61), fully contained, no fit (no steiner_pc); the diagonal track crossing the frame is grey context
50787	6	nu	clean	high	vertex at (126,-106,497) just inside the downstream wall with a 3.4 cm stub toward the wall plus a 47 cm prong ending in a real Bragg (175 ke/cm on the green curve); the wall contact is GRAZING - the track runs along z=497 for its whole length (dz=6.4 cm over 49 cm), it does not travel across the wall
171050	4	STM	clean	high	enters the upstream wall at (-145,113,z=0.8, on the detector face) and stops 134 cm later at (-150,132,102) deep inside; textbook Bragg to 228 ke/cm riding the green curve. Track is at near-constant drift x (dx=6.5 cm over 134 cm) so the y-z point cloud is smeared into a big diamond, but the trajectory and the Bragg are clean
171050	10	nu	junk	high	32 drawn points in a 2 cm blob sitting on the cathode at (2,-115,250), fully contained; no track, no fit (fc says contained so the STM tagger never fit it)
171116	15	STM	weak	low	a 16 cm segment crossing the anode plane at (201.4,100,67) with dQ/dx following the muon curve up to 212 ke/cm at the interior end (189,90,65) - entry plus Bragg, so STM by the criteria, but only 26 fit points and dz=2.4 cm over 16 cm is the prolonged-W geometry, and the drawn extent is 16 cm against the skeleton's 74 cm length. Low confidence, worth a re-look
52723	7	nu	clean	high	vertex at (92,29,450) with a ~7 cm stub whose dQ/dx spikes to 278 ke/cm, 4-5x MIP and well ABOVE the muon curve (proton-like), then drops straight to MIP - plus a 60 cm MIP prong running +z out through the downstream wall z=500. The tagger's extra-tracks rejection lands on the right answer even though its dQ/dx eval PASSed
171892	23	nu	junk	high	19 drawn points in a single 1.2 cm dot at (-13,56,387), fully contained, no fit (no steiner_pc); the skeleton's 13.8 cm / 38 pts is the pre-un-merge blob
172090	10	STM	clean	high	enters the top wall y=200 at (35,200,276) and runs 288 cm down to (33,-73,347), 126 cm clear of the bottom wall; dQ/dx rides the green curve from 170 ke/cm at rr=0 out to MIP at rr=50 - a real Bragg. Near-constant drift x (dx=12 cm over 288 cm) puts an isochronous smear around y=0-110 but the trajectory is clean
172266	16	nu	clean	med	221 cm prong crossing the anode plane at (-201,90,122); at the interior end (-24,132,68) there is a 5 cm stub spiking to 273 ke/cm - 1.6x the muon curve at rr=0 and already BELOW it by rr=5, so proton-like rather than a muon Bragg - plus a 10 cm hook and a charge fan. Reads as a vertex with a proton and an anode-exiting muon, and the tagger's dQ/dx rejection (r1=1.15-1.49, data above expectation) agrees
172552	3	STM	clean	high	enters the upstream wall at (-148,-33,z=0.8, on the detector face) and stops 92 cm later at (-145,-2,88) with a short end hook; textbook Bragg, 215 ke/cm at rr=0 hugging the green curve down to MIP at rr=25. Isochronous smear from dx=5.3 cm over 92 cm, trajectory unaffected
172596	15	nu	unclear	low	dQ/dx is flat MIP 47-60 ke/cm over the last 12 cm down to rr=0, which by the flat-to-rr=0 rule means nothing stopped at the fitted end, and the only peak sits 14 cm inward reaching just 130 ke/cm against the 165 benchmark - so I disagree with the STM accept (its weakest, ks1=0.106 res_L=13.8). Alternative reading the owner should check: the trajectory changes direction at exactly that peak (-29,178,14) and the 12 cm beyond it could be a MIP Michel, which would make it a real STM off the upstream wall z=1.9
172656	10	nu	cosmic-like	low	hard call, please re-check. 264 cm cathode-crossing track entering the top wall at (80,199,79) and ending at (-104,58,201), 141 cm clear of the bottom wall. dQ/dx spikes to 278 ke/cm in the last 1-2 cm but is already BELOW the muon curve by rr=5 and at MIP by rr=15 - a stopping muon has to spend tens of cm in the 70-100 ke/cm regime and this one does not, so I read the end blob as a compact deposit (proton/delta) rather than a muon Bragg and call it not-STM
172788	20	nu	junk	high	11 drawn points in a single 1 cm dot at (-44,171,257), fully contained, no fit (fc says contained so the STM tagger never fit it); the skeleton's 50 cm / 50 pts is the pre-un-merge blob
172788	26	STM	clean	high	crosses the anode plane at (201,100,461) and runs 341 cm down to (161,-147,328), 52 cm clear of the bottom wall and 40 cm off the anode; Bragg to 193 ke/cm riding the green curve, and a dense charge fan sits at the stopping end (Michel/shower candidate)
173146	15	nu	clean	high	kink at (-128,-76,243): a 30 cm arm whose dQ/dx runs 240 ke/cm at its tip and stays about 2x ABOVE the muon curve for the whole 30 cm (proton-like Bragg, not a muon one) plus a 138 cm MIP prong crossing the anode plane at (-201,-106,351). Caveat: the short arm is at near-constant z (243 to 248 over 28 cm), the prolonged-W geometry, so its charge scale is the weakest part of this call
173256	14	nu	junk	high	14 drawn points in one 0.9 cm dot at (-30,-145,165), fully contained with nothing else in the frame, no fit (no steiner_pc)
173498	6	nu	cosmic-like	high	through-going: one arm crosses the anode plane at (-201,151,366), the other exits the downstream wall at (-146,145,501), with a kink at (-175,142,340); dQ/dx is flat 40-60 ke/cm to rr=0, no Bragg. tgm=0, so TGM missed this two-boundary crosser. Near-constant y (dy=12 cm over 182 cm) with a +/-3 cm smear, so y is poorly measured
174224	20	nu	clean	high	vertex at (-101,-2,190) with a 10 cm stub at 3.1 MIP - dQ/dx 262 ke/cm at the tip, above the muon curve and merging into MIP by rr=20 - plus a 324 cm MIP prong running +z straight out through the downstream wall z=501. Same shape as the reference evt51051
174422	13	STM	clean	high	385 cm cathode crosser entering the upstream wall at (-83,-73,z=1.1) and stopping at (75,-130,349), 126 cm off the anode and 69 cm above the bottom wall, with a small end hook; Bragg to 170 ke/cm hugging the green curve down to MIP at rr=30. The slope break at x=0 is the cathode join, not a kink
