# doc pdvd/98 -- m3-200k-w predictions on the real-data Michel crops (d98_predict.py; bf16, CUDA)
# variants: Z = Michel only, muon zeroed; S = overlap cells scaled by (charge-pred_mu)/charge; M = muon left in; Zw = Z with the wider mask.  mu/sig in cm from the response plane.
# tier A = Bragg ratio>=0.8 & q2d_ovl<0.2 & n_stop_gammas==0 & frac_lost<0.2; inrange = 80<=drift_tick<=340
det	key	tier	inrange	drift_tick	drift_fit	mu_Z	sig_Z	mu_S	sig_S	mu_M	sig_M	mu_Zw	sig_Zw	q_keep	q_overlap	frac_overlap	frac_lost	n_pix	ke_best	ke_region	ratio	q2d_ovl	n_stop_gammas	kind	source	conn_type	michel_len	kink_deg	apa	face	d97
pdvd	039349_64/71	B	1	258.1	257.3	182.8	28.65	140.6	26.71	177.3	21.8	182.8	28.65	1.444e+06	3.257e+05	0.2256	0.1739	538	41.63	29.97	0.7594	0.09195	0	both	flat	1	20.1	64.9	6	1	
pdvd	039349_67/75	B	0	20.78	21.19	91.02	11.94	83.2	5.642	92.97	12.13	91.02	11.94	1.013e+06	7.102e+05	0.7011	0.6389	118	13.89	21.14	0.905	0.7669	0	both	flat	1	5.085	44.66	6	0	
pdvd	039349_67/78	B	1	150.5	149.9	158.6	36.22	103.1	23.38	182	26.5	158.6	36.22	1.279e+06	6.219e+05	0.4863	0.409	197	18.09	32.1	1.062	0.5966	0	both	flat	1	8.808	47.59	6	1	
pdvd	039349_7/67	B	0	48.64	48.23	81.64	27.77	88.67	7.021	89.06	7.358	81.64	27.77	6.332e+05	5.819e+05	0.9189	0.8859	28	9.39	11.19	0.8818	1.319	0	attached	flat	1	7.083	68.64	7	0	
pdvd	039349_72/65	B	1	264.1	265.8	164.1	49.31	132	30.5	169.5	35.1	174.2	53.11	6.061e+05	4.545e+05	0.7499	0.6875	128	13.22	12.98	0.7966	0.5175	0	attached	flat	1	13.35	96.43	1	1	
pdvd	039349_73/62	A	1	249	248.5	115.6	25.48	100.8	19.39	100.8	19.09	115.6	25.48	1.016e+06	2.288e+05	0.2252	0.1203	278	33.53	39.06	0.9178	0.06759	0	both	flat	1	12.26	55.71	4	1	
pdvd	039349_77/63	B	1	107.8	108.2	94.14	12.71	82.03	5.468	104.7	16.71	92.97	12.91	1.128e+06	5.267e+05	0.4668	0.3912	264	21.39	34.99	0.9025	0.2288	0	both	flat	1	11.61	70.12	7	1	
pdvd	039349_8/54	B	1	198.1	197.8	125.8	48.74	91.02	17.51	175.8	45.6	125.8	48.74	7.425e+05	4.199e+05	0.5655	0.4108	76	19.3	17.73	0.8189	0.4325	0	both	flat	1	2.897	78.22	6	0	
pdvd	039349_81/41	B	1	97.54	96.68	93.75	21.97	87.5	10.38	156.2	42.51	94.53	18.07	7.797e+05	4.848e+05	0.6218	0.6065	151	5.912	2.323	1.555	0.484	0	attached	flat	1	1.2	28.35	4	0	
pdvd	039349_81/62	A	0	45.4	45.56	91.02	4.751	84.38	4.259	85.16	4.533	93.36	5.554	1.73e+06	2.093e+05	0.121	0.1003	723	40.63	35.67	0.8014	0.05417	0	attached	flat	1	15.04	65.3	6	0	
pdvd	039349_82/48	B	1	216.2	216	168.8	34.02	146.1	30.98	172.7	32.98	157.8	32.21	1.462e+06	2.895e+05	0.1981	0.1598	409	27.65	23.83	0.9179	0.161	2	both	flat	1	2.096	20.43	7	0	
pdvd	039349_83/60	A	1	171.4	171	103.1	14.52	102.3	16.84	118.8	22.31	103.1	14.52	1.424e+06	2.449e+05	0.1719	0.1319	443	49.95	50.7	0.9224	0.1087	0	attached	flat	1	5.728	37.81	5	0	
pdvd	039349_9/47	A	1	221.4	220.5	192.2	23.75	175	24.13	191.4	21.46	192.2	23.75	1.137e+06	2.574e+05	0.2264	0.1479	480	20.98	31.02	0.8611	0.0671	0	both	flat	1	1.971	43.17	5	1	
pdvd	039349_9/55	A	1	220.2	220.6	111.7	16.97	177.3	30.26	197.7	30.26	111.7	16.97	1.119e+06	2.921e+05	0.261	0.1707	381	41.6	39.42	0.8316	0.0894	0	both	flat	1	2.168	29.56	7	1	
