# doc pdvd/98 -- STM+Michel candidates for the drift-regressor validation (d98_michel_crops.py --census)
# PDHD h28prod pop strict, record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdhd/docs/scan/pdhd_stm_michel_smx27_verdicts.json; PDVD p96vprod record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdvd/docs/scan/pdvd_stm_michel_smx1a_smx3_smx4_smx5_smx6_smx7_smx8_smx9_verdicts.json
# selected=1 rows are cropped; `why` names the first failed rule; d97 = doc pdvd/97 showcase class
det	key	kind	source	conn_type	ratio	muon_len	michel_len	ke_best	ke_region	kink_deg	q2d_raw_w	q2d_mu_w	q2d_ovl	n_stop_gammas	n_dots	t0_us	stop_x	stop_y	stop_z	apa	face	n_apaface	d97	selected	why
pdhd	029107_12/108	both	agent	2	0.9715	507.5	0.1084	7.921	11.88	-1	1.632e+05	0	0	1	2	-597.4	22.11	130.4	368.4	3	1	1		1	
pdhd	029107_15/142	attached	agent	1	0.896	106.4	5.97	26.54	49.9	38.77	1.05e+06	2.617e+05	0.2492	0	2	47.81	76.47	498.8	411.5	3	1	1		1	
pdhd	029107_16/106	both	agent	1	1.028	372.8	5.559	30.06	32.81	88.75	7.073e+05	1.682e+05	0.2378	0	2	683.3	73.48	375.5	274.4	3	1	1		1	
pdhd	029107_19/95	both	agent	1	1.057	676.6	10.62	105.6	55.28	121.1	1.244e+06	8.846e+05	0.711	0	1	-885.6	147.6	44.66	261.7	-1	-1	0		0	ke_best 105.6
pdhd	029107_19/120	both	agent	1	0.5053	157.8	0.381	18.32	29.79	55	9.538e+05	9.342e+04	0.09794	0	1	941.2	116.4	147.9	425	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_22/46	both	agent	0	0.7842	55.39	0	0	16.67	-1	0	0	-1	0	0	870.7	-139.3	544.9	269.4	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_23/55	both	agent	1	1.013	31.21	10.07	25.64	33.33	40.6	7.286e+05	2.282e+05	0.3132	0	0	-300.4	-127.7	290.6	441	2	0	1		1	
pdhd	029107_25/89	attached	agent	1	0.9009	514.8	11.64	13.03	23.04	56.06	7.955e+05	1.79e+05	0.2251	0	0	-61.49	159.5	214.7	263.6	3	1	1		1	
pdhd	029107_25/123	both	agent	1	1.269	282.8	3.993	11.54	23.12	31.06	6.795e+05	1.147e+05	0.1687	0	2	321.3	-38.79	12.9	432	2	0	1		1	
pdhd	029107_3/111	both	agent	1	0.821	329.8	8.944	39.8	43.94	58.83	1.13e+06	3.431e+05	0.3037	0	2	751	93.23	177.7	313.9	3	1	1	both	1	
pdhd	029107_9/115	attached	agent	1	0.9311	238.1	9.726	24.32	57.3	50.88	1.305e+06	3.977e+05	0.3048	0	1	310.8	320.6	432.7	207	1	1	1		1	
pdhd	028084_11/130	attached	agent	0	0.3314	71.85	0	0	7.971	-1	0	0	-1	0	0	1863	247.7	532.5	332.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_12/101	both	agent	1	0.6701	449.6	5.4	26.27	35.64	60.89	7.252e+05	4.848e+04	0.06685	0	2	1179	132.7	262.7	359.3	3	1	1		1	
pdhd	028084_12/117	both	agent	1	0.6122	93.5	11.71	26.7	73.12	75.46	1.503e+06	1.023e+06	0.6804	0	0	695.7	66.14	510.7	134.2	1	1	1		1	
pdhd	028084_19/59	both	agent	1	0.7086	282.3	11.6	19.05	37.42	123.4	7.166e+05	2.309e+05	0.3223	0	0	1249	-279	368.4	350.7	2	0	1		1	
pdhd	028084_20/107	both	agent	0	0.8657	112.4	0.3185	8.729	37.4	-1	1.926e+05	0	0	0	1	-1328	101.5	504.7	101.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_20/116	attached	owner_review	1	0.6424	193.4	1.883	22.56	40.16	58.49	6.737e+05	1.089e+05	0.1616	0	3	1163	240.2	234.2	389.7	3	1	1		1	
pdhd	028084_21/132	attached	agent	0	0.2017	206.4	0	0	6.741	-1	0	0	-1	0	0	-325.3	54.58	501.2	192	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_22/57	both	agent	0	0.2028	259.3	0	0	50.42	-1	0	0	-1	0	0	321.9	-252	373.6	365.2	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_23/113	both	agent	0	1.018	88.14	0	0	23.44	-1	0	0	-1	0	0	-1555	19.54	535.4	127.3	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_24/49	attached	agent	1	1.759	267.2	15.21	41.51	71.47	130.7	1.18e+06	2.087e+05	0.1769	0	0	-778.4	-13.66	73.22	355.6	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_25/36	both	agent	2	0.8654	186.4	15.93	43.83	54.7	-1	1.236e+06	1.332e+05	0.1078	0	1	-49.83	-271.6	209.5	389.2	2	0	1		1	
pdhd	028084_25/84	both	agent	0	1.066	180.6	0	0	65.06	-1	0	0	-1	0	0	515.7	175.3	442.1	156.6	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_28/110	both	agent	1	1.834	326.3	18.59	44.43	48.1	88.29	1.899e+06	5.085e+05	0.2678	0	0	315.1	44.15	310.5	51.44	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_29/115	both	agent	0	0.321	96.19	0.2371	1.775	26.9	-1	3.912e+04	0	0	0	2	209.8	123.8	521.5	370.5	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_3/72	attached	owner_review	1	0.2429	230.5	21.6	61.08	106.2	25.19	3.34e+06	1.287e+05	0.03853	0	0	658.5	348.6	350.9	100.3	-1	-1	0		0	retreat/split/near_arm
pdhd	028084_4/119	both	agent	2	0.7764	259.4	7.891	23.98	61.02	-1	1.414e+06	4606	0.003257	0	2	-1498	-42.83	377.1	353.4	2	0	1		1	
pdhd	028084_6/42	attached	agent	1	0.4621	245.6	5.733	36.24	44.88	30.13	8.497e+05	1.43e+05	0.1682	0	1	-1923	-82.26	499.2	267.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_6/97	both	agent	2	0.4287	243	4.284	57.92	59.37	-1	1.666e+06	0	0	0	5	645.2	196.5	434.3	218.6	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_7/61	both	agent	2	0.6622	118.7	0.1546	1.811	10.69	-1	3.637e+04	0	0	1	2	-52.03	-253.4	511.2	383.1	2	0	1		1	
pdhd	028084_8/46	both	agent	0	0.7412	95.35	0	0	51.74	-1	0	0	-1	0	0	649.1	-235.5	65.51	427.5	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	028084_8/110	attached	agent	2	0.7835	67.35	8.618	19.69	70.27	-1	1.13e+06	1.837e+05	0.1625	0	2	1315	164.6	538.5	378.6	3	1	1		1	
pdhd	029107_1/85	attached	owner_review	1	0.3869	136.3	2.4	9.078	64.57	16.28	4.844e+05	3.68e+05	0.7596	0	0	-1908	49.92	500.4	83.16	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_19/106	both	agent	2	0.8058	246.9	7.877	60	62.81	-1	1.688e+06	2.81e+04	0.01665	0	4	-1819	61.73	455.2	217	-1	-1	0		0	ke_best 60.0
pdhd	029107_2/108	attached	agent	2	0.7212	386.3	8.764	38.05	73.33	-1	2.404e+06	9.612e+05	0.3999	0	3	364.4	168.8	252.2	203.4	1	1	1		1	
pdhd	029107_20/57	both	agent	1	0.7904	110.5	10.12	21.73	33.82	97.63	6.517e+05	1.547e+05	0.2374	0	0	-1200	-44.87	530.1	269.8	2	0	1	both	1	
pdhd	029107_20/108	both	agent	1	0.5954	109.6	17.06	35.85	28.79	52.7	2.702e+06	1.002e+05	0.0371	0	0	-561.9	61.18	522	229.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_20/139	attached	agent	1	0.7585	319.4	19.2	16.16	58.94	132.1	1.511e+06	3.042e+05	0.2013	0	0	-434.6	57.88	332.7	258.4	3	1	1		1	
pdhd	029107_22/40	attached	agent	2	0.532	189.5	7.868	24.96	42.73	-1	2.029e+06	1.704e+05	0.08397	0	1	-373.4	-80.52	434.5	366.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_23/128	attached	agent	2	0.717	45.44	9.621	33.93	68.95	-1	1.622e+06	4.109e+04	0.02534	0	2	-1185	72.22	551.4	381.6	3	1	1		1	
pdhd	029107_24/19	attached	agent	1	0.5434	82.78	12.48	27.78	57.52	140.8	1.28e+06	4.371e+05	0.3415	0	0	2027	-302.3	192.4	435.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_25/110	attached	agent	2	0.9224	157.6	16.19	23.76	37.12	-1	8.134e+05	0	0	0	2	955.2	223.6	181.9	385.9	3	1	1		1	
pdhd	029107_29/119	attached	agent	0	0.3055	70.56	0	0	59.68	-1	0	0	-1	0	0	407.7	118.4	215.9	57.03	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_3/99	attached	owner_review	1	0.4515	112.2	3.62	5.372	40.66	109.5	3.131e+05	4.624e+04	0.1477	0	0	1180	133.6	553	69.05	-1	-1	0		0	not Bragg-path accept / michel_found
pdhd	029107_3/107	both	agent	2	0.8967	304.2	8.805	19.05	70.01	-1	1.331e+06	1.257e+06	0.945	0	1	-1463	21.67	307.3	365.4	3	1	1		1	
pdhd	029107_4/69	both	agent	1	0.75	68.88	7.855	26	42.73	76.08	1.329e+06	0	0	0	1	-1533	-42.89	542.9	309.1	2	0	1		1	
pdhd	029107_9/109	both	agent	1	0.3445	242.2	8.787	21.59	63.83	116	1.011e+06	4.155e+05	0.4111	0	0	-254.8	79.55	366	236.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_0/75	attached	flat	2	0.7023	320.4	9	24.84	46.69	-1	1.513e+06	1.683e+04	0.01113	0	3	4450	76.03	-205.3	104.2	-1	-1	0		0	retreat/split/near_arm
pdvd	039252_0/82	both	flat	1	0.9987	107.4	4.966	17.51	22.64	39.11	4.796e+05	8.645e+04	0.1803	1	1	5945	179.1	-302.4	277.4	5	1	1		1	
pdvd	039252_1/30	both	flat	1	0.7333	132.7	15.41	42.6	53.72	58.27	1.168e+06	5.302e+04	0.0454	0	1	1437	-167.5	38.22	116.1	2	0	1		1	
pdvd	039252_10/73	attached	flat	1	0.7747	350.1	7.594	19.83	25.39	48.45	6.013e+05	1.811e+05	0.3012	0	0	3696	34.68	-230.6	160.1	5	1	1		1	
pdvd	039252_12/123	attached	flat	0	0.5926	265.4	0	0	8.017	-1	0	0	-1	0	0	2595	19.45	263	162	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_12/95	both	flat	1	0.6699	155.1	10.8	27.32	48.33	37.95	8.313e+05	1.516e+05	0.1824	0	0	3557	169.3	6.533	76.48	6	0	1		1	
pdvd	039252_14/37	both	flat	2	0.9123	100.6	7.481	10.77	23.55	-1	2.37e+05	0	0	0	1	4338	-248.9	311.9	122.8	2	1	1		1	
pdvd	039252_14/81	both	flat	2	0.8116	105.6	6.013	25.35	34.28	-1	7.676e+05	8.063e+04	0.105	0	3	5280	242.7	-289.5	125.2	4	1	1		1	
pdvd	039252_15/77	attached	flat	2	1.106	113.1	16.08	76.76	31.42	-1	1.177e+06	3.594e+05	0.3053	0	2	6200	176.1	-107	219.4	-1	-1	0		0	ke_best 76.8
pdvd	039252_15/81	both	flat	1	1.021	206.4	9.397	22.03	34.43	81.72	7.038e+05	2.199e+05	0.3124	0	1	2667	302.8	27.92	108.5	6	0	1		1	
pdvd	039252_15/82	attached	flat	1	1.005	34.71	4.932	13.13	42.03	125.9	4.362e+05	1.392e+05	0.319	0	0	4824	332	43.11	19.26	6	0	1		1	
pdvd	039252_15/91	both	flat	1	0.9178	180.5	11.18	38.16	29.8	36.35	9.201e+05	1.4e+05	0.1521	0	1	4513	183.4	175	248.7	7	1	1		1	
pdvd	039252_16/32	attached	flat	1	0.9591	130	6.788	16.09	25.36	73.11	5.909e+05	1.374e+05	0.2325	0	0	1869	-124.1	-77.07	209.1	-1	-1	0		0	retreat/split/near_arm
pdvd	039252_16/88	attached	flat	1	1.176	304.5	8.2	21.44	22.02	61.5	4.673e+05	1.4e+05	0.2996	0	0	4014	232.8	-39.6	94.86	4	0	1	attached	1	
pdvd	039252_17/88	attached	flat	1	1.578	68.46	10.37	24.45	37.95	87.5	6.844e+05	8.597e+04	0.1256	0	0	3784	201.7	291.3	137.9	6	1	1	attached	1	
pdvd	039252_2/103	both	flat	1	1.067	91.52	4.384	28.85	47.76	106.8	6.814e+05	2.947e+05	0.4324	0	2	5700	339.3	87.55	49.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_2/39	both	flat	1	1.076	32.16	4.663	15.76	39.82	34.99	7.017e+05	9.442e+04	0.1346	0	1	2035	-186.2	-325	105.3	-1	-1	0		0	retreat/split/near_arm
pdvd	039252_2/55	both	flat	1	0.8102	30.57	10.71	33.79	37.7	72.11	8.718e+05	9.491e+04	0.1089	0	1	4914	-274.4	52.33	280.6	3	0	1		1	
pdvd	039252_2/79	attached	flat	1	0.6964	140.4	9.26	8.918	0	59.58	1.839e+05	6.699e+04	0.3643	0	0	4056	130.9	-274.2	36.42	-1	-1	0		0	retreat/split/near_arm
pdvd	039252_2/83	both	flat	1	0.8593	30.11	4.641	27.55	33.65	79.8	7.769e+05	3.011e+05	0.3876	0	2	6040	312.9	15.33	115.2	6	0	1		1	
pdvd	039252_2/86	both	flat	1	0.913	65.67	13.78	34.84	31.58	82.73	1.025e+06	9.335e+04	0.09105	0	1	6484	282.3	-231.9	103.4	4	1	1		1	
pdvd	039252_3/40	attached	flat	1	0.9259	264.9	14.33	26.73	37.85	126.2	8.399e+05	5.153e+05	0.6135	0	0	4701	-265.6	-188	224.6	1	1	1		1	
pdvd	039252_3/45	attached	flat	1	0	13.2	8.121	24.78	45.72	22.34	9.503e+05	7.955e+04	0.08371	0	0	3241	-247.4	328.8	226.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_3/68	attached	flat	1	0.8372	222.2	11.5	27.38	31.81	82.45	7.984e+05	1.258e+05	0.1575	0	0	2602	154.8	-91.81	117.3	4	0	1		1	
pdvd	039252_3/74	both	flat	1	0.894	87.75	12.2	17.91	38.47	117.9	9.136e+05	6.368e+05	0.697	0	0	5526	297.7	-265.3	145.9	4	1	2		0	W cells straddle [(4, 1), (5, 1)]
pdvd	039252_5/73	attached	flat	0	0.7916	62.33	0	0	82.66	-1	0	0	-1	0	0	2204	189.7	-94.09	27.13	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_7/98	attached	flat	1	0.4012	113.4	4.113	14.16	37.27	96.69	4.449e+05	1.147e+05	0.2578	0	0	5721	293.5	250.1	85.14	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_7/99	attached	flat	1	0.6104	328.8	5.412	29.45	49.7	96.18	6.98e+05	2.389e+04	0.03422	0	3	3778	64.91	291.3	60.94	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_8/102	attached	flat	0	0.582	106.9	0	0	24.93	-1	0	0	-1	0	0	2094	70.11	309.4	239.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_8/32	both	flat	1	0.8808	177.5	11.56	30.4	38.49	54.48	8.281e+05	1.657e+05	0.2001	0	1	5063	-219.5	-142.7	166.9	1	0	1		1	
pdvd	039252_9/101	attached	flat	0	0.1804	113.4	0	0	16.71	-1	0	0	-1	0	0	2562	234.2	247.8	208.5	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_9/52	attached	flat	1	0.7266	28.39	6.6	24.05	61.47	36.83	1.51e+06	3.371e+05	0.2232	0	2	6308	-330.4	250.1	19	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039252_9/94	attached	flat	1	0.6321	118.2	4.586	25.13	21.94	39.02	1.021e+06	5.338e+04	0.05229	0	1	3922	230.5	206	57.45	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_0/102	attached	flat	2	0.5975	14.4	5.201	17.34	44.86	-1	9.695e+05	0	0	0	3	3841	328.1	57.61	12.66	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_0/110	both	flat	1	0.8857	90.91	1.798	4.347	15.91	71.25	1.778e+05	1.962e+05	1.104	2	0	5388	270.1	-4.125	212.7	5	0	1		1	
pdvd	039253_0/44	attached	flat	2	0.9382	80.3	5.341	4.958	26.14	-1	5.018e+05	3.395e+04	0.06765	0	1	4644	-200.8	-297.8	214.3	1	1	1		1	
pdvd	039253_0/87	both	flat	1	0.8652	100.1	3.429	11.25	21.64	39.51	2.81e+05	3.663e+04	0.1303	0	1	5048	11.59	2.81	55.86	6	0	2		0	W cells straddle [(4, 0), (6, 0)]
pdvd	039253_1/36	attached	flat	2	0.8144	226.7	4.775	4.895	9.59	-1	1.325e+05	0	0	0	1	6017	-233.4	-170.7	96.19	0	1	1		1	
pdvd	039253_10/77	attached	flat	2	0.6462	206.6	1.4	4.607	6.725	-1	1.522e+05	0	0	0	1	3442	20.6	270.3	151	7	1	1		1	
pdvd	039253_11/116	both	flat	1	0.9027	40.03	7.411	20.91	27.14	44.25	5.574e+05	9.236e+04	0.1657	0	0	5031	305.9	259.7	245.4	7	1	1		1	
pdvd	039253_12/35	both	flat	1	0.9174	205.8	7.938	26.76	29.31	66.02	7.095e+05	9.531e+04	0.1343	0	2	1623	-201	-91.13	114.8	0	0	1		1	
pdvd	039253_12/93	attached	flat	1	0.3509	103.8	2.561	4.611	36.31	75.07	3.159e+05	1.05e+05	0.3324	1	0	2010	175.7	315.4	21.15	6	1	1		1	
pdvd	039253_13/39	attached	flat	2	0.6914	50.03	15.68	45.34	57.9	-1	1.267e+06	565	0.0004461	0	1	4639	-233.6	305.2	31.98	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_13/73	both	flat	2	0.6847	131.1	9.803	30.53	52.76	-1	1.25e+06	3.431e+05	0.2745	0	4	5516	229.4	-94.76	144.3	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_14/49	both	flat	1	0.9512	269.2	12.47	29.89	36	94.48	1.118e+06	1.051e+05	0.09402	0	1	3709	-190.7	183.5	104.9	2	1	1		1	
pdvd	039253_15/105	both	flat	1	0.6454	577.7	9.538	23.53	54.77	96.85	1.197e+06	8.439e+04	0.07052	0	0	4071	-180.6	-83.05	192.4	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_15/36	attached	flat	2	0.9666	321.6	8.791	16.09	28.11	-1	5.459e+05	5.153e+05	0.944	0	1	2805	-318.7	-2.581	209.2	1	0	1		1	
pdvd	039253_15/45	both	flat	1	0.8002	106.8	7.505	39.14	43.72	78.51	1.063e+06	1.043e+05	0.09808	0	2	4555	-318.5	252.4	271.8	3	1	1		1	
pdvd	039253_17/115	attached	flat	1	0.824	85.8	2.323	23.15	23.84	102.2	9.071e+05	5.262e+04	0.058	0	2	7420	320.8	301.5	75.25	6	1	1		1	
pdvd	039253_17/77	attached	flat	1	0.6542	73.8	10.06	18.84	40.11	107.3	8.244e+05	7.681e+04	0.09318	0	1	5959	209	302.3	122.8	6	1	1		1	
pdvd	039253_2/117	both	flat	1	0.9218	71.41	2.661	14.26	29.32	51.9	6.691e+05	5.579e+04	0.08338	0	1	4152	165.3	-309.7	20.7	4	1	1		1	
pdvd	039253_2/13	attached	flat	0	1.003	253	0	0	24.04	-1	0	0	-1	0	0	6142	-165.9	-174.8	221.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_2/34	attached	flat	1	0.7189	22.43	7.461	31.52	48.12	42.73	9.861e+05	2.553e+05	0.2589	0	1	2289	-290.3	146.9	11.48	2	0	1		1	
pdvd	039253_2/77	attached	flat	1	0.4854	324.8	13.37	19.81	49.06	33.48	1.198e+06	7.745e+05	0.6462	0	0	4328	244.3	-217.2	186.4	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_2/89	attached	flat	1	0.8384	256.6	7.123	18.54	37.15	119.3	6.425e+05	8.584e+04	0.1336	0	0	3402	104.7	-192.3	119.1	4	1	1		1	
pdvd	039253_3/29	both	flat	2	0.9713	118.7	7.533	20.62	39.46	-1	6.974e+05	2.611e+04	0.03744	0	1	7060	-319.5	14.5	75.89	2	0	1		1	
pdvd	039253_3/61	both	flat	0	0.7455	197.6	7.075	9.254	44.91	-1	3.531e+05	0	0	0	1	3676	155.6	-111.4	94.71	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_3/66	attached	flat	1	1.208	162.1	15.04	36.92	47.46	54.85	8.419e+05	1.235e+05	0.1467	0	0	3088	182.2	-237.7	215.5	5	1	1		1	
pdvd	039253_3/79	both	flat	2	1.227	94.35	5.553	14.92	28.05	-1	4.493e+05	2.461e+05	0.5478	0	2	2371	129.9	178.1	252.5	7	1	1	both	1	
pdvd	039253_4/79	both	flat	1	0.8956	37.32	14.82	45.52	50.58	139.1	1.156e+06	3.231e+05	0.2795	0	0	4707	322.9	-96.94	30.19	4	0	1		1	
pdvd	039253_5/32	both	flat	1	0.8071	134	3.836	21.39	23.86	72.29	4.957e+05	1.081e+05	0.218	1	2	5911	-320.5	-141.2	74.29	0	0	1		1	
pdvd	039253_6/79	attached	flat	1	0.8264	77.23	3.006	5.74	19.2	97.26	3.174e+05	1.361e+05	0.429	0	0	4683	307.2	-287	189.7	5	1	1		1	
pdvd	039253_7/80	attached	flat	1	0.6603	152.1	1.839	3.142	7.508	63.02	1.41e+05	1.025e+05	0.7271	0	0	4436	209.6	106.8	98.33	6	0	1		1	
pdvd	039253_8/28	both	flat	1	0.7652	197.8	3.23	18.31	20.49	51.16	4.704e+05	1.082e+05	0.23	0	1	6245	-326.9	-216.1	45.06	0	1	1		1	
pdvd	039253_8/59	both	flat	1	1.079	280.7	9.79	51.04	29.19	56.09	1.072e+06	4.562e+04	0.04254	0	1	4372	94.85	-231.3	122.9	4	1	1	both	1	
pdvd	039253_8/62	both	flat	1	1.016	274.7	4.219	17.96	53.12	87.97	1.295e+06	1.456e+05	0.1125	0	0	2564	269	16.06	126.6	6	0	1		1	
pdvd	039253_8/64	attached	flat	1	0.7097	22.2	2.457	14.08	27.05	50.26	5.37e+05	1.136e+05	0.2115	0	1	6295	319	-288.9	90.24	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039253_8/65	both	flat	1	0.1744	93.3	10.8	31.7	45.11	59.7	1.223e+06	5.481e+05	0.4483	0	0	5075	226.1	-268.5	33.08	4	1	1		1	
pdvd	039253_9/111	both	flat	1	0.6992	71.78	10.18	42.66	35.57	30.75	1.21e+06	9.681e+04	0.08002	0	1	3433	233.3	307.3	14.72	6	1	1		1	
pdvd	039349_0/28	attached	flat	0	0.1459	35.37	0.01079	0.09451	59.19	-1	5.529e+04	0	0	0	1	407.7	-18.96	72.06	47.05	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_1/52	attached	flat	1	1.052	81	1.798	7.633	10.84	57.53	1.886e+05	1.346e+05	0.7137	0	0	3775	263.2	-300.7	31.44	4	1	1		1	
pdvd	039349_10/58	attached	flat	1	0.6384	161.6	10.95	23.36	30.33	16.8	7.732e+05	5.047e+05	0.6528	0	0	3224	280.8	189.4	165.6	-1	-1	0		0	retreat/split/near_arm
pdvd	039349_11/19	attached	flat	1	0.7092	46.8	9.303	12.58	29.99	84.95	6.702e+05	1.284e+05	0.1916	0	1	2373	-256	63.25	272.4	-1	-1	0		0	retreat/split/near_arm
pdvd	039349_11/46	both	flat	1	0.7951	87.73	3	44.36	49.95	33.23	1.207e+06	2.323e+05	0.1924	0	5	3117	259.7	-163.5	107.9	4	1	2		0	W cells straddle [(4, 0), (4, 1)]
pdvd	039349_18/36	attached	flat	1	0.8292	138.4	8.96	12.82	24.19	89.81	5.651e+05	4.242e+05	0.7507	0	0	3003	224.7	-276.3	140.7	4	1	1		1	
pdvd	039349_18/39	both	flat	1	0.8184	87.84	8.863	22.5	27.61	90.3	5.017e+05	1.097e+05	0.2187	0	0	4305	283.8	-54.69	122.4	4	0	1		1	
pdvd	039349_19/52	attached	flat	1	0.4754	186.7	4.23	5.946	11.09	144.9	2.231e+05	1.408e+05	0.6311	0	0	3276	205.2	-87.28	150.4	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_2/56	attached	flat	2	0.3727	136.5	6.483	13.09	90.91	-1	1.568e+06	4.673e+05	0.2981	0	1	4628	200.6	77.72	225.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_21/51	both	flat	1	0.6259	198.6	12.01	18.64	45.01	52.19	1.397e+06	9.93e+05	0.7111	0	0	1628	133.3	-199.7	260.6	5	1	1		1	
pdvd	039349_22/22	attached	flat	1	0.5582	67	11.19	14.19	61.63	98.78	1.268e+06	4.154e+05	0.3276	0	0	1002	-47.71	-250.4	31.03	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_22/41	attached	flat	1	0.7453	172.1	5.407	10.29	30.69	87.85	6.417e+05	1.791e+05	0.2791	0	0	3493	234.9	43	44.53	-1	-1	0		0	not Bragg-path accept / michel_found
