evt	status	flagged	NEARVTX	NEARVTX_flag	NEARVTX_q	HAD-A5	HAD-A5_flag	HAD-A5_q	HAD-ADJ	HAD-ADJ_flag	HAD-ADJ_q	EM-INT	EM-INT_flag	EM-INT_q	TRK-COR	TRK-COR_flag	TRK-COR_q	OTHER	OTHER_flag	OTHER_q	UNTYPED	UNTYPED_flag	UNTYPED_q
284211	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
284235	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
284255	MISSING_LAYER																						
284323	MISSING_LAYER																						
284349	MISSING_LAYER																						
284365	MISSING_LAYER																						
284367	MISSING_LAYER																						
284563	MISSING_LAYER																						
284587	MISSING_LAYER																						
284596	MISSING_LAYER																						
284637	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
284657	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
284769	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
284791	OK	2	1	1	0.0824	0	0	0.0	0	0	0.0	0	0	0.0	1	1	0.0784	0	0	0.0	0	0	0.0
284794	OK	2	1	1	0.0693	0	0	0.0	0	0	0.0	0	0	0.0	1	1	0.0715	0	0	0.0	0	0	0.0
284835	MISSING_LAYER																						
284937	MISSING_LAYER																						
284989	MISSING_LAYER																						
285025	MISSING_LAYER																						
285049	MISSING_LAYER																						
285069	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285080	MISSING_LAYER																						
285185	MISSING_LAYER																						
285201	MISSING_LAYER																						
285253	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285311	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285333	MISSING_LAYER																						
285366	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285421	MISSING_LAYER																						
285443	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285467	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285531	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285564	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285577	MISSING_LAYER																						
285586	MISSING_LAYER																						
285652	MISSING_LAYER																						
285663	MISSING_LAYER																						
285665	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285674	MISSING_LAYER																						
285753	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285795	MISSING_LAYER																						
285929	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285971	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
285979	MISSING_LAYER																						
285993	MISSING_LAYER																						
285999	MISSING_LAYER																						
286021	MISSING_LAYER																						
286065	MISSING_LAYER																						
286089	MISSING_LAYER																						
286114	MISSING_LAYER																						
286133	MISSING_LAYER																						
286177	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286180	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286191	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286197	MISSING_LAYER																						
286213	MISSING_LAYER																						
286221	MISSING_LAYER																						
286241	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286268	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286325	MISSING_LAYER																						
286329	MISSING_LAYER																						
286353	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286391	MISSING_LAYER																						
286400	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286527	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286532	MISSING_LAYER																						
286551	MISSING_LAYER																						
286587	MISSING_LAYER																						
286617	MISSING_LAYER																						
286631	MISSING_LAYER																						
286655	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286681	FRAME_MISMATCH	1	1	1	0.0446	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286683	MISSING_LAYER																						
286787	MISSING_LAYER																						
286818	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
286884	MISSING_LAYER																						
286906	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
287007	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
287013	MISSING_LAYER																						
287016	MISSING_LAYER																						
287029	MISSING_LAYER																						
287099	MISSING_LAYER																						
287181	MISSING_LAYER																						
287211	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
287249	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
287277	MISSING_LAYER																						
287315	MISSING_LAYER																						
287431	NO_MAIN_VERTEX																						
287434	MISSING_LAYER																						
287517	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
287522	MISSING_LAYER																						
287555	OK	1	1	1	0.0367	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
287599	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
287621	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
287654	OK	2	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	2	2	0.1273	0	0	0.0	0	0	0.0
287717	MISSING_LAYER																						
287759	MISSING_LAYER																						
287783	MISSING_LAYER																						
287825	OK	1	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	1	1	0.0416	0	0	0.0	0	0	0.0
287830	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
287896	MISSING_LAYER																						
288067	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
288287	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
288327	OK	1	1	1	0.0365	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
288358	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
288397	MISSING_LAYER																						
288468	MISSING_LAYER																						
288613	MISSING_LAYER																						
288639	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
288727	MISSING_LAYER																						
288745	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
288776	MISSING_LAYER																						
288859	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
288864	MISSING_LAYER																						
288921	MISSING_LAYER																						
288947	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
288952	MISSING_LAYER																						
288974	MISSING_LAYER																						
289062	MISSING_LAYER																						
289141	MISSING_LAYER																						
289145	MISSING_LAYER																						
289251	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
289295	MISSING_LAYER																						
289343	MISSING_LAYER																						
289475	MISSING_LAYER																						
289493	MISSING_LAYER																						
289559	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
289647	MISSING_LAYER																						
289656	MISSING_LAYER																						
289805	MISSING_LAYER																						
289832	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
289849	MISSING_LAYER																						
290052	OK	1	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	1	1	0.0998	0	0	0.0	0	0	0.0
290069	MISSING_LAYER																						
290135	MISSING_LAYER																						
290201	MISSING_LAYER																						
290223	MISSING_LAYER																						
290294	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
290316	MISSING_LAYER																						
290329	MISSING_LAYER																						
290602	MISSING_LAYER																						
290712	MISSING_LAYER																						
290729	OK	0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0
290800	MISSING_LAYER																						
290844	MISSING_LAYER																						
