setname	event	sample	origin	run	subrun	g1_shower	g2_shower	g1_E	g2_E	g1_E_noMarks	g2_E_noMarks	g1_marks_delta	g2_marks_delta	g1_orphan_delta	g2_orphan_delta	vertex_how	mass_axis	mass_vertex	theta_axis	theta_vertex	backproject_geom	n_reco_groups	reco_pair_same	reco_pio_mass	reco_pio_type	kine_pio_flag	kine_pio_mass	kine_pio_E1	kine_pio_E2	g1_marked	g1_qcomp	g1_qpur	g2_marked	g2_qcomp	g2_qpur	em_verdict	confidence	bucket	bucket_pi0	scan_note	note
98	169626	mcp1k	owner	18259	1	53069	22034	537.0790268382368	107.87364515127247	537.0790268382368	107.87364515127247	23.604	0.0	0	0	backproject	144.57156906285562	145.44846908337985	34.95297272720493	35.171875452561565	reco	0	no-group			2	145.79942321777344	107.87364196777344	537.0790405273438	1	0.7966	1.0	0	1.0	1.0			1 under-clustered	4 pi0, vertex not usable	What is contained in the 567 MeV gamma, (x, y, z) = (-4.5, 157.5, 442.9) ???	
98	173093	mcp2k	ncpi0	18259	1	12007	18017	261.20547399512543	38.48277220895264	221.82947399512543	38.48277220895264	39.376	0.0	0	0	main_vertex	149.85463870065396	148.99379139810804	96.72026994156077	95.9825390268948	handscan	1	exact	137.3050970091763		1	17.056106567382812	221.8294677734375	39.3758659362793	1	0.8186	1.0	1	1.0	1.0			1 under-clustered	3 pi0, vertex usable		
98	269774	nuecc48	nuecc	18255	1	13237	97197	916.1134400359011	250.75948371067702	916.1134400359011	250.75948371067702	-77.91199999999999	90.28699999999999			main_vertex	162.58885764081114	154.31411906030496	19.53056216079798	18.52758567669106		2	partial	124.33491885410479		1	1436.5010986328125	1136.3660888671875	916.1134643554688	1	1.0	0.915	1	0.7022	1.0			1+2 both	3 pi0, vertex usable	multiple pi0	
98	278794	mcp1k	ncpi0	18255	1	49030	44022	200.43530462329034	39.22585756638626	200.43530462329034	39.22585756638626	0.0	0.0	0	0	main_vertex	143.01116149129618	159.07220820649397	107.49714425039342	127.53219763190741	handscan	1	exact	159.07220820649394		1	159.07220458984375	39.22585678100586	200.435302734375	0	1.0	1.0	0	1.0	1.0			scanned, no clustering correction	3 pi0, vertex usable		
98	281165	mcp2k	ncpi0	18255	1	24010	55036	159.55492960510784	81.73166118748765	159.55492960510784	81.73166118748765	0.0	0.0	0	0	manual	137.3890466402442	148.10533784720272	73.96199934056263	80.8528146327328	handscan	1	exact	146.85310462683057		1	146.8531036376953	159.554931640625	80.35540771484375	0	1.0	1.0	0	1.0	1.0			scanned, no clustering correction	4 pi0, vertex not usable		
98	281485	mcp1k	ncpi0	18255	1	84070	89095	73.3815284446563	29.246385233391074							main_vertex	60.612099133634885	67.22058155874241	81.71559637558825	93.02241165286786		1	none			1	208.3808135986328	164.7360076904297	81.96017456054688	0	1.0	1.0	0	1.0	1.0			1 under-clustered	3 pi0, vertex usable		
98	281639	mcp1k	ncpi0	18255	1	23001	91023	149.73264502012057	144.4807426287947							main_vertex	125.08228423087716	128.09304032730137	50.32780227038613	51.627098868677045		1	exact	128.09304032730142		1	128.09303283691406	149.73265075683594	144.48074340820312	0	1.0	1.0	0	1.0	1.0			scanned, no clustering correction	3 pi0, vertex usable		
98	284235	mcp1k	ncpi0	18255	1	6004	74027	133.58755619190876	87.68845357478176	133.58755619190876	87.68845357478176	1.647	16.709			main_vertex	161.0706247178788	146.45053877227502	96.16395309907966	85.1509309362735		1	exact	146.45053877227505		1	146.45054626464844	133.58755493164062	87.6884536743164	1	0.9869	1.0	1	0.8635	1.0			1 under-clustered	3 pi0, vertex usable		
98	285567	ncpi0	ncpi0	18259	1	121096	8107	86.6115558994622	102.07004856910048	86.6115558994622	102.07004856910048	0.0	0.0	0	0	main_vertex	147.9300576732301		103.74970665484416		handscan	0	no-group			1	19.11660385131836	5.254489898681641	86.61155700683594	0	1.0	1.0	0	1.0	1.0			scanned, no clustering correction	3 pi0, vertex usable		
98	342199	nuecc48	nuecc	18255	1	69087	74101	74.69657147354916	126.68346958561867	74.69657147354916	67.38746958561866	0.0	59.29600000000001	0	0	main_vertex	118.89753945653113	152.86601403889549	75.34229644566733	103.57558532709723	handscan	0	no-group			1	266.75537109375	745.13330078125	53.45450973510742	0	1.0	1.0	1	0.504	1.0			1 under-clustered	3 pi0, vertex usable		
98	347129	mcp1k	owner	18255	1	53021	11000	143.17027638427473	64.51259947705763							backproject	130.69122634252085	131.1284602972805	85.67721046882909	86.03321002590879		0	no-group			0	0.0	0.0	0.0	0	1.0	1.0	1	0.7955	1.0			1 under-clustered	4 pi0, vertex not usable	Two EM showers, 4 gammas inside the electron	
98	359980	ncpi0	ncpi0	18259	1	21035	75089	596.3002650006367	163.28597687234114	596.3002650006367	163.28597687234114	0.0	0.0	0	0	main_vertex	184.49214176250865	157.35022974643715	34.39001925478979	29.20758770250544	handscan	1	exact	157.35022974643556		1	157.35023498535156	596.30029296875	163.28598022460938	0	1.0	1.0	0	1.0	1.0			scanned, no clustering correction	3 pi0, vertex usable		
98	399052	mcp1k	ncpi0	18255	1	15032	64067	399.51141240970134	117.679357668607	399.51141240970134	117.679357668607	0.0	0.0	0	0	main_vertex	161.02102551580813	159.03889679896517	43.59298956145467	43.02944437087815	handscan	1	exact	159.03889679896517		1	159.0388946533203	399.51141357421875	117.67935943603516	0	1.0	1.0	0	1.0	1.0			scanned, no clustering correction	3 pi0, vertex usable		
98	409634	mcp1k	ncpi0	18255	1	21002	69032	180.5729575119107	39.058141104419754	180.5729575119107	39.058141104419754	0.0	105.05199999999999	0	0	main_vertex	41.02596081710179	83.43074115696923	28.275831808145732	59.56681646196913	handscan	1	partial	103.91948861897602		1	103.91948699951172	180.5729522705078	105.05118560791016	0	1.0	1.0	1	0.2347	1.0			1 under-clustered	3 pi0, vertex usable		
98	506114	ncpi0	ncpi0	18255	1	19022	89100	1714.9872107307726	44.79252756192	1714.9872107307726	44.79252756192	0.0	0.0	0	0	main_vertex	279.83645890871475	158.9218945128548	60.639506163747654	33.3204180227201	handscan	1	partial	105.95510926591501		1	87.93907165527344	1714.9871826171875	12.809710502624512	0	1.0	1.0	0	1.0	1.0			scanned, no clustering correction	3 pi0, vertex usable	incorrect pi0 pair	
98	506746	ncpi0	ncpi0	18255	1	69124	21056	1038.1855187447975	78.31920806843112	1038.1855187447975	78.31920806843112	0.0	0.0	0	0	main_vertex	142.62121242498984		28.964733743504834		handscan	0	no-group			1	10.135252952575684	17.135181427001953	1038.185546875	0	1.0	1.0	0	1.0	1.0			scanned, no clustering correction	3 pi0, vertex usable		
141	52044	mcp2k	numucc_em	18255	1	18004	24035	103.53320463483087	136.14407359081656	103.53320463483087	40.7342237531377	0.0	95.40984983767886	0	42.44784983767888	main_vertex	195.12728488286686		110.5241825996306		handscan	0	no-group			1	3.034452438354492	52.96215057373047	40.734222412109375	0	1.0	1.0	1	0.3115	1.0	correct	likely	good (no major change)	-		[agent-bulk] LEADING shower 18004 (103.5 MeV, 5 seg, pdg 11, len 16.8): clustering is correct. On shw18004-az-055-el+20 and az+085-el+20 the yellow member set i
141	54341	mcp1k	other_em	18255	1	101041	96031	341.11625238219057	47.62256609827169	242.49089010576444	23.695439241989387	98.62536227642613	23.927126856282303	48.57536227642614	22.644126856282302	main_vertex	135.21072087119535	100.6815746980868	64.06827460977428	46.528012273274065	handscan	0	no-group			1	4.913254261016846	50.05055618286133	242.4908905029297	1	0.7143	1.0	1	0.507	1.0	under-clustered	likely	1 under-clustered	-		[agent-bulk] shw 101041 (242.5 MeV, 12 seg, pdg 11) is under-clustered: its member set has a hole in the middle of its own cone. On shw101041-az+085-el+20 the y
141	56243	mcp1k	numucc_em	18255	1	69032	71044	120.09788212859583	112.2280298118749	120.09788212859583	112.2280298118749	0.0	0.0	0	0	main_vertex	138.85857185327333	165.92634680166552	73.45814586289848	91.22193277495491	handscan	0	no-group			1	165.9263458251953	120.09788513183594	112.22802734375	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] shw 69032 (120.1 MeV, 7 seg, start 10.1 cm from the nu vertex): one trail along the orange axis with a single apex at the X, no second direction an
141	57709	mcp2k	other_em	18255	1	20014	99036	211.59478175870086	98.51761337298032	211.59478175870086	98.51761337298032	0.0	0.0	0	0	main_vertex	178.31262518374822	161.78756024411422	76.26878493210035	68.15043338833985	handscan	1	exact	155.11426924591018		1	155.11427307128906	194.49937438964844	98.51761627197266	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] shw 20014 (211.6 MeV, 7 seg, pdg 11, mcp2k other_em): correct. Vertex is fine and judged from the standard sweep (event half-span 114.6 cm, below t
141	71178	mcp1k	other_em	18259	1	10013	80039	106.71576687049209	63.057916644927275	106.71576687049209	63.057916644927275	0.0	0.0	0	0	main_vertex	149.77823286927205	25.645294226526467	131.8252007815052	17.98584464279623	handscan	0	no-group			0	0.0	0.0	0.0	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] shw 10013 (106.7 MeV, 6 seg, all cluster 10): correct. One contiguous blob about 18 x 7 cm with a single apex at the reco start, detached 25.1 cm f
141	71872	mcp2k	numucc_em	18255	1	79074	64044	200.57042625248351	19.858832626393855	200.57042625248351	19.858832626393855	0.0	0.0	0	0	manual	97.14203623319904	101.14115014379587	100.63655118708935	106.5061757031277	handscan	1	exact	101.14115015272428		1	233.22267150878906	83.32278442382812	200.57041931152344	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	-		[agent-bulk] READ THE MARK, NOT ONLY THE RADIO on this event: the verdict radio is correct because the brief's rule puts it on the LEADING shower and the leadin
141	74123	mcp2k	numucc_em	18255	1	78026	77020	159.57778254239315	63.1313839267117	159.57778254239315	63.1313839267117	0.0	0.0	0	0	main_vertex	177.70337348904488	151.58041331154152	124.56002113057271	98.06814161282672	handscan	1	exact	148.112897559527		1	148.11289978027344	60.276065826416016	159.57778930664062	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] mcp2k numucc_em WITH a reco pi0 group. 23 segments, 9 showers, 2 in scope (78026, 77020); the seven skipped (17029, 55007, 53005, 64016, 59011, 610
141	91917	mcp2k	numucc_em	18255	1	87053	83035	213.36901361294454	54.511005802722806	201.67101361294453	54.511005802722806	11.698	0.0	0	0	main_vertex	152.43618946159137	140.74162841182454	89.93810983621484	81.46168896439983	handscan	1	exact	136.82915262093084		1	136.8291473388672	54.51100540161133	201.6710205078125	1	0.9354	1.0	0	1.0	1.0	under-clustered	unclear	1 under-clustered	3 pi0, vertex usable		[agent-bulk] Vertex judged from a --vtx-span 60 re-capture (event_half_span_cm 335.8 -- correction 5). Vertex is GOOD: the star (157.4,-41.4,61.8) sits at the a
141	99782	mcp2k	numucc_em	18255	1	64035	61032	156.6150625154013	64.77515856692435	156.6150625154013	64.77515856692435	0.0	0.0	0	0	main_vertex	153.87237346672694	158.83697077197914	99.6100718643334	104.09073517573317	handscan	1	exact	158.8369707719791		1	158.83697509765625	64.77516174316406	156.6150665283203	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] mcp2k numucc_em WITH a reco pi0 group. 20 segments, 8 showers, 2 in scope (64035, 61032); the six skipped (26010, 50013, 53016, 24008, 25009, 51014
141	103798	mcp2k	other_em	18255	1	92061	89037	132.99076934992823	97.63757145187115	132.99076934992823	97.63757145187115	0.0	0.0	0	0	main_vertex	137.75028667686092	74.49607670055852	74.37512607055767	38.158645176841716	handscan	0	no-group			1	164.7811737060547	97.6375732421875	132.9907684326172	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] shw 92061 (133.0 MeV, 12 seg, pdg 11, mcp2k other_em): correct. Vertex judged from the native framing (75.4 cm half-span, no re-frame needed): the 
141	168432	mcp1k	numucc_em	18259	1	22006	49028	259.1147802957622	142.95265255334263	259.1147802957622	128.58265255334263	0.0	14.37	0	0	main_vertex	117.01702611882429	61.631744136586256	35.39629901610793	18.427152874598864	handscan	0	no-group			1	56.32224655151367	259.1147766113281	119.38320922851562	0	1.0	1.0	1	0.8977	1.0	correct	likely	good (no major change)	-		[agent-bulk] Verdict is on the leading EM shower 22006 (259.1 MeV, 3 seg, cluster 22): correct. It is detached 25.1 cm from the vertex, its three members span 0
141	171729	mcp2k	numucc_em	18259	1	9005	24018	117.19954439412611	39.755290721050386	117.19954439412611	39.755290721050386	0.0	0.0	0	0	main_vertex	130.73681747607972		146.53187173528445		handscan	1	exact	118.90354822064498		1	118.90354919433594	117.19954681396484	39.75529098510742	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	-		[agent-bulk] mcp2k numucc_em WITH an ACCEPTED reco pi0 group, and the pi0 is the finding here, not the clustering. 18 segments, 10 showers, 2 in scope (9005, 24
141	242726	mcp2k	numucc_em	18259	1	26008	62021	116.13197269097499	67.81091178806349	116.13197269097499	67.81091178806349	0.0	0.0	0	0	main_vertex	161.7599776859509	134.52706080296065	131.40280711683744	98.57172298019024	handscan	1	exact	134.52706080296065		1	134.5270538330078	116.13197326660156	67.8109130859375	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] Vertex judged from a --vtx-span 60 re-capture (event_half_span_cm 186.6 -- correction 5). Vertex is GOOD and unusually clean: at +-60 cm the star (
141	280159	mcp2k	numucc_em	18255	1	24015	95114	78.10917179168834	129.57520232008835	78.10917179168834	129.57520232008835	0.0	0.0	0	0	main_vertex	133.9402018530602	75.6007655793415	83.46984775210574	44.13977140119475	handscan	1	partial	134.84711937339586		1	134.8471221923828	78.10916900634766	451.68646240234375	0	1.0	1.0	0	1.0	1.0	over-clustered	unclear	2 over-clustered	3 pi0, vertex usable		[agent] 35 showers, 5 scanned (kine_best >= 20 MeV or pio_id >= 0); the other 30 are all under 6.2 MeV and were not looked at. nu vertex looks right (the 173 cm
141	283713	mcp1k	numucc_em	18255	1	67051	47021	163.91661916692013	27.131576821667906	163.91661916692013	27.131576821667906	0.0	0.0	0	0	main_vertex	90.83918434820013	94.77528160596205	85.85523238489051	90.56507589007332	handscan	1	exact	107.35243207306463		1	94.77528381347656	27.131576538085938	163.9166259765625	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] shw 67051 (163.9 MeV, 9 seg, len 30.9, gamma1 of reco pi0 group 0) is complete and single-apex: members span 0-51.8 cm at 0-31.4 deg from one X, an
141	285443	mcp1k	numucc_em	18255	1	49035	50036	281.3164247878678	37.10649699897328	281.3164247878678	37.10649699897328	0.0	0.0	0	0	main_vertex	163.85765699155306	161.4970461424005	106.62172596944326	104.43394663843762	handscan	0	no-group			1	161.49703979492188	281.3164367675781	37.10649871826172	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] shw 49035 (281.3 MeV, 17 seg): correct. Unlike the other 17-segment object in my shard (evt278420) this one is genuinely compact: the 17 member pol
141	292027	mcp1k	numucc_em	18255	1	56038	59042	259.12200676943024	65.49651525517169	259.12200676943024	65.49651525517169	0.0	0.0	0	0	main_vertex	154.10119135496205	154.68540489877725	72.51930937194237	72.83828410140114	handscan	1	exact	154.68540489877742		1	154.68540954589844	259.12200927734375	65.49651336669922	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] numucc_em with a reco pi0. Vertex is good: the star sits at the base of the 294 cm muon (12005, pdg 13, 667 MeV) and at the start of both gamma can
141	292524	mcp2k	numucc_em	18255	1	79054	83073	329.79091200655796	38.09013768875123	329.79091200655796	38.09013768875123	0.0	0.0	0	0	main_vertex	88.03659055975979	114.29581876525504	46.25047436760496	61.31273064178658	handscan	1	exact	109.97620835914094		1	109.97621154785156	305.334228515625	38.09013748168945	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] verdict shower 79054 (pdg 11, kine_charge 329.8 MeV, 17 seg, 68.9 cm) -- the highest-kine_charge pdg-11 object. Passed over 9018: pdg 13, 197.9 cm,
141	347824	mcp2k	numucc_em	18255	1	24112	106049	527.9643500764562	137.03028036844978	546.3123500764561	137.03028036844978	-18.348	0.0	0	0	main_vertex	112.98648707335155	114.0077707067417	24.248481705228812	24.471041216741284	handscan	1	partial	104.51595129408057		1	104.51595306396484	137.0302734375	443.7119445800781	1	0.0	nan	0	1.0	1.0	over-clustered	likely	2 over-clustered	3 pi0, vertex usable		[agent-bulk] Verdict shower 24112 (546.3 MeV, pdg 11, 23 seg, 104.6 cm) = highest-kine_charge pdg-11 object; the only higher-kine_charge thing I passed over is 
141	399118	mcp1k	numucc_em	18255	1	15009	60031	130.54865934587238	55.45400772842321	130.54865934587238	55.45400772842321	0.0	0.0	0	0	main_vertex	157.25376922237294	141.93717724610497	135.06569351448252	113.04263268979182	handscan	1	exact	141.937177246105		1	141.9371795654297	130.5486602783203	55.45400619506836	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] numucc_em with a reco pi0. drag_check both true on this capture. shw 15009 (130.5 MeV, 10 seg, conn 2, pio_id 0) is a compact single-apex object: i
141	400504	mcp1k	numucc_em	18255	1	63024	62014	153.5095389447311	63.89119753500841	153.5095389447311	67.65419753500841	0.0	-3.763	0	0	main_vertex	164.8858863027366	141.7750147392416	112.70530916148967	91.41484592808087	handscan	1	exact	145.8903480888374		1	145.89035034179688	67.6541976928711	153.50953674316406	0	1.0	1.0	1	1.0	0.9444	correct	likely	good (no major change)	3 pi0, vertex usable		[agent] nu vertex looks right: the 57 cm muon 6001 and both EM objects converge on it (3 prongs, checked at az -55/+5/+65/+125). shw 63024 (153.5 MeV, 6 seg): g
141	403023	mcp2k	numucc_em	18255	1	59022	60030	130.9582020880548	96.76989152845186	130.9582020880548	96.76989152845186	0.0	0.0	0	0	main_vertex	169.7025259733456	159.6084296205512	97.83087171230719	90.29213313472327	handscan	1	exact	159.60842962055133		1	159.60842895507812	130.9582061767578	96.76988983154297	0	1.0	1.0	0	1.0	1.0	correct	likely	good (no major change)	3 pi0, vertex usable		[agent-bulk] A clean two-gamma pi0 event, and the reco's pairing survives every check I can make. Verdict shower 59022 (131.0 MeV, pdg 11, 7 seg, 30.2 cm) is th
141	489327	mcp1k	numucc_em	18255	1	19005	82027	237.23407065278863	46.35523460369549	362.29507065278864	46.35523460369549	-125.061	0.0	0	0	manual	124.91053951208387	130.75643741067202	73.106231364438	77.13566279251407	handscan	1	exact	126.67011565892746		1	126.67011260986328	362.2950744628906	46.3552360534668	1	1.0	0.6548	0	1.0	1.0	over-clustered	unclear	2 over-clustered	-		[agent-bulk] REDO of the wave-1 skip, judged fresh. First, the skip itself was a FALSE ALARM: with scanbot_capture2.py the new probe sits 214.5 px off the proje
141	499577	mcp2k	numucc_em	18255	1	76044	96066	103.72137519592812	40.81145506318192	103.72137519592812	40.81145506318192	0.0	0.0	0	0	main_vertex	126.53295073705125	119.4652320022505	153.01863738459926	133.29753789331784	handscan	1	exact	119.46523200225046		1	258.72003173828125	299.7622985839844	103.72137451171875	0	1.0	1.0	0	1.0	1.0	over-clustered	unclear	2 over-clustered	3 pi0, vertex usable		[agent-bulk] Busy multi-prong numucc vertex. Verdict shower 13009 (299.8 MeV, pdg 11, 5 seg, 56.5 cm) = highest-kine_charge pdg-11 object; I passed over TWO hig
