evt	arm	nJ	dM	dJ	sM	sJ	degJ	tier	snap	path	rms	verdict
169620	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
169774	work-pr104-bare-mcp1k	0	12.127484116415113	None	None	None	None	None	0	None	None	-
169824	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
169846	work-pr104-bare-mcp1k	1	0.0	0.9415898332480884	0	0	1	None	0	0.9415898332480884	None	OK
169890	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
170792	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
170808	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
170814	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
170880	work-pr104-bare-mcp1k	1	0.0	2.147695970423711	1	0	1	None	0	2.183734127994239	None	OK
170924	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
171358	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
171600	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
171892	work-pr104-bare-mcp1k	1	0.0	0.3936245881201623	0	0	1	None	0	0.3936245881201623	None	OK
172656	work-pr104-bare-mcp1k	0	6.141917790132099	None	None	None	None	None	0	None	None	-
172788	work-pr104-bare-mcp1k	1	280.0233142140644	279.073809379303	2	0	1	None	0	2.6173257429791663	None	MISS
172794	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
173058	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
173146	work-pr104-bare-mcp1k	1	0.0	1.981755370513391	2	0	1	None	0	1.981755370513391	None	OK
173234	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
173498	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
174114	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
174576	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
174752	work-pr104-bare-mcp1k	2	13.28345150583014	9.733411578203043	0	0	1	None	0	3.6598957720209078	None	MISS
174928	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
175016	work-pr104-bare-mcp1k	1	0.0	4.596376750584945	0	0	1	None	0	4.63701036231994	None	OK
175808	work-pr104-bare-mcp1k	1	1.6192502014298087	0.0	2	0	1	None	0	1.6386617133716637	None	MISS
276836	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
278266	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
278420	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
278640	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
278684	work-pr104-bare-mcp1k	0	164.68197314476038	None	None	None	None	None	0	None	None	-
278794	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
279190	work-pr104-bare-mcp1k	1	0.0	2.548379117463165	0	0	1	None	0	2.5894596209731366	None	OK
279256	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
279445	work-pr104-bare-mcp1k	1	0.0	0.9246611382569128	0	0	1	None	0	0.9246611382569128	None	OK
279643	work-pr104-bare-mcp1k	2	0.0	1.5273123204650225	1	0	1	None	0	1.6291946074953765	None	OK
280017	work-pr104-bare-mcp1k	1	0.0	3.2103452537005714	1	0	1	None	0	3.465214917640823	None	OK
280598	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
280752	work-pr104-bare-mcp1k	1	3.4153101088707603	0.0	1	0	1	None	0	3.44813364103272	None	MISS
280774	work-pr104-bare-mcp1k	1	38.293450603307654	39.1016067278258	1	0	1	None	0	2.925401459670965	None	OK
280853	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
280972	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
280994	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
281214	work-pr104-bare-mcp1k	4	0.0	3.7096798906729567	2	1	3	None	0	3.792457618886287	0.16660290619642068	OK
281485	work-pr104-bare-mcp1k	2	37.575029511298666	38.3366485343075	2	0	1	None	0	1.568467836794504	None	OK
281505	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
281507	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
281527	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
281595	work-pr104-bare-mcp1k	2	0.0	0.889520915504456	1	0	1	None	0	1.3308084569243894	None	OK
281639	work-pr104-bare-mcp1k	0	8.303501892175287	None	None	None	None	None	0	None	None	-
281727	work-pr104-bare-mcp1k	1	0.0	0.2511078196285529	0	0	1	None	0	0.25110781962855294	None	OK
281837	work-pr104-bare-mcp1k	2	2.8674419981842765	2.947367603158317	5	0	1	None	0	2.5919589292137855	None	OK
281953	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
282057	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
282072	work-pr104-bare-mcp1k	2	1.9787766096224086	0.0	0	2	3	A	1	3.9772693146311413	None	FIX
282204	work-pr104-bare-mcp1k	1	0.0	3.0957466597662493	2	0	1	None	0	3.2384272293056506	None	OK
282217	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
282231	work-pr104-bare-mcp1k	0	50.73599204611627	None	None	None	None	None	0	None	None	-
282385	work-pr104-bare-mcp1k	0	7.808943909278141	None	None	None	None	None	0	None	None	-
282459	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
282666	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
282737	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
282899	work-pr104-bare-mcp1k	0	128.32465975439237	None	None	None	None	None	0	None	None	-
282979	work-pr104-bare-mcp1k	1	102.03653922264103	99.49645245673665	0	0	1	None	0	2.9895875003015275	None	MISS
283009	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
283229	work-pr104-bare-mcp1k	1	0.0	1.5768530737510058	2	0	1	None	0	1.731051285442701	None	OK
283463	work-pr104-bare-mcp1k	1	2.017716662307298	0.0	1	0	1	None	0	2.0851355085072045	None	MISS
283595	work-pr104-bare-mcp1k	0	4.3240127742985415	None	None	None	None	None	0	None	None	-
283691	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
283713	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
283905	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
283991	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
284013	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
284103	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
284145	work-pr104-bare-mcp1k	1	0.0	4.220664881359111	3	0	1	None	0	4.242379454887562	None	OK
284153	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
284200	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
284211	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
284235	work-pr104-bare-mcp1k	0	40.857333206943196	None	None	None	None	None	0	None	None	-
284657	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
284769	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
284791	work-pr104-bare-mcp1k	0	8.077027491162058	None	None	None	None	None	0	None	None	-
284794	work-pr104-bare-mcp1k	0	0.34071929500223375	None	None	None	None	None	0	None	None	-
285069	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
285311	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
285366	work-pr104-bare-mcp1k	0	66.92152333227607	None	None	None	None	None	0	None	None	-
285443	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
285467	work-pr104-bare-mcp1k	0	99.3717177966766	None	None	None	None	None	0	None	None	-
285531	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
285665	work-pr104-bare-mcp1k	1	89.34578400548811	90.01243043078287	1	0	1	None	0	4.794064550385193	None	OK
285929	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
285971	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
286177	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
286180	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
286191	work-pr104-bare-mcp1k	0	14.167368994935599	None	None	None	None	None	0	None	None	-
286241	work-pr104-bare-mcp1k	1	0.0	3.019007471949343	1	0	1	None	0	3.019007471949343	None	OK
286268	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
286400	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
286527	work-pr104-bare-mcp1k	1	0.0	3.4391493956193595	1	0	1	None	0	3.573304374113975	None	OK
286655	work-pr104-bare-mcp1k	0	27.87902623300685	None	None	None	None	None	0	None	None	-
286681	work-pr104-bare-mcp1k	0	68.60327210857311	None	None	None	None	None	0	None	None	-
286818	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
286906	work-pr104-bare-mcp1k	1	2.788232404480481	0.0	0	1	2	None	0	3.1090546099178553	None	MISS
287211	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
287249	work-pr104-bare-mcp1k	1	0.0	4.509765115883515	1	0	1	None	0	4.552811373863542	None	OK
287517	work-pr104-bare-mcp1k	1	0.3236794625467905	2.3249959716521733	2	0	1	None	0	2.862001898982891	None	OK
287555	work-pr104-bare-mcp1k	1	1.77436466930741	0.0	3	0	1	None	0	1.8321485191835285	None	MISS
287621	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
287825	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
287830	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
288067	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
288358	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
288639	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
288745	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
288859	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
288947	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
289251	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
289559	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
289832	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
290052	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
290294	work-pr104-bare-mcp1k	1	0.0	3.8409878601856624	1	0	1	None	0	3.864447597895899	None	OK
290729	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
291037	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
291064	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
291262	work-pr104-bare-mcp1k	1	0.0	2.811289083696442	1	0	1	None	0	2.8596594335131735	None	OK
291372	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
291499	work-pr104-bare-mcp1k	0	39.20698547421046	None	None	None	None	None	0	None	None	-
291548	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
291961	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
292027	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
292384	work-pr104-bare-mcp1k	0	0.10310303548387985	None	None	None	None	None	0	None	None	-
292406	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
292533	work-pr104-bare-mcp1k	0	0.6042179982573367	None	None	None	None	None	0	None	None	-
292577	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
292643	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
292687	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
293149	work-pr104-bare-mcp1k	1	23.77135798845148	26.289559943978286	1	0	1	None	0	4.298753096736735	None	OK
313781	work-pr104-bare-mcp1k	1	40.935348648376866	43.051139659339945	1	0	1	None	0	4.143745551312598	None	OK
313979	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
314507	work-pr104-bare-mcp1k	0	67.08875636642733	None	None	None	None	None	0	None	None	-
314705	work-pr104-bare-mcp1k	1	0.0	3.3143909470821558	0	0	2	None	0	3.57805763425917	None	OK
315013	work-pr104-bare-mcp1k	0	11.197225755497461	None	None	None	None	None	0	None	None	-
315167	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
315343	work-pr104-bare-mcp1k	0	10.886628246933507	None	None	None	None	None	0	None	None	-
315497	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
315849	work-pr104-bare-mcp1k	0	70.16198618345254	None	None	None	None	None	0	None	None	-
315871	work-pr104-bare-mcp1k	1	0.0	2.1772417716813552	1	0	1	None	0	2.1796245954002544	None	OK
316025	work-pr104-bare-mcp1k	1	0.28888158520154145	2.801644754338886	3	0	1	None	0	2.670960210574557	None	OK
316311	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
316553	work-pr104-bare-mcp1k	1	0.0	3.481018678010703	1	0	1	None	0	3.521707124566272	None	OK
316729	work-pr104-bare-mcp1k	0	0.1571630085203409	None	None	None	None	None	0	None	None	-
317741	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
318731	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
319039	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
319611	work-pr104-bare-mcp1k	1	0.0	4.06730956830433	1	0	1	None	0	4.605354365864901	None	OK
320029	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
320667	work-pr104-bare-mcp1k	0	134.58846248058686	None	None	None	None	None	0	None	None	-
321107	work-pr104-bare-mcp1k	1	0.0	3.5079112845857736	1	0	1	None	0	3.6427108935401997	None	OK
321173	work-pr104-bare-mcp1k	0	22.399765685956257	None	None	None	None	None	0	None	None	-
321371	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
321767	work-pr104-bare-mcp1k	0	30.539424306846804	None	None	None	None	None	0	None	None	-
321789	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
345633	work-pr104-bare-mcp1k	2	3.6912465247231006	0.0	0	2	4	A	1	4.742327412440789	None	FIX
346623	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
347085	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
348471	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
348515	work-pr104-bare-mcp1k	1	54.21435303552642	56.21696642160394	1	0	1	None	0	2.419336120441078	None	OK
348691	work-pr104-bare-mcp1k	2	0.0	1.614655989742415	2	0	1	None	0	1.6146559897424149	None	OK
348713	work-pr104-bare-mcp1k	0	90.21646497739039	None	None	None	None	None	0	None	None	-
348845	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
349087	work-pr104-bare-mcp1k	1	2.703910277930913	0.0	1	0	1	None	0	2.7318306029065873	None	MISS
349241	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
349461	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
349549	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
349835	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
349879	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
350121	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
350297	work-pr104-bare-mcp1k	1	0.0	3.3452126685306496	1	0	1	None	0	3.478129896350871	None	OK
350935	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
351705	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
351749	work-pr104-bare-mcp1k	0	7.035846730869839	None	None	None	None	None	0	None	None	-
352123	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
352233	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
353223	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
386332	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
386948	work-pr104-bare-mcp1k	1	50.14896748525472	52.35463382782032	1	0	1	None	0	3.4541465328135796	None	OK
387850	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
388026	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
388224	work-pr104-bare-mcp1k	2	0.0	1.880052207836522	3	0	1	None	0	1.9496740870285072	None	OK
389588	work-pr104-bare-mcp1k	2	4.4162440726646635	3.3537467962875205	0	1	2	None	0	1.0715270075592929	None	MISS
389874	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
390864	work-pr104-bare-mcp1k	0	173.79918808558975	None	None	None	None	None	0	None	None	-
391260	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
391766	work-pr104-bare-mcp1k	0	115.51738788190625	None	None	None	None	None	0	None	None	-
392552	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
393042	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
393212	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
393608	work-pr104-bare-mcp1k	1	0.0	2.864152458726233	1	0	1	None	0	3.7221313788479806	None	OK
394642	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
394796	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
395610	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
395654	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
395962	work-pr104-bare-mcp1k	1	0.0	3.157074791458528	2	0	1	None	0	3.19771603727457	None	OK
397722	work-pr104-bare-mcp1k	1	0.0	4.949313270560684	1	0	1	None	0	4.966389556493739	None	OK
397920	work-pr104-bare-mcp1k	1	0.0	4.405985981174529	1	0	1	None	0	4.429823656581219	None	OK
398260	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
398414	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
399052	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
399118	work-pr104-bare-mcp1k	0	11.006966464950843	None	None	None	None	None	0	None	None	-
399328	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
399856	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
399998	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
400054	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
400460	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
400504	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
400592	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
400636	work-pr104-bare-mcp1k	1	0.0	1.8688906474208222	1	0	1	None	0	1.8688906474208224	None	OK
400856	work-pr104-bare-mcp1k	0	0.1815074195731376	None	None	None	None	None	0	None	None	-
401054	work-pr104-bare-mcp1k	2	0.0	4.217360881083798	1	0	1	None	0	4.270869506311422	None	OK
401516	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
401626	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
401780	work-pr104-bare-mcp1k	0	63.618170228872614	None	None	None	None	None	0	None	None	-
402880	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
404244	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
404684	work-pr104-bare-mcp1k	0	55.14023458733958	None	None	None	None	None	0	None	None	-
405234	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
405432	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
405674	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
405740	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
407148	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
408534	work-pr104-bare-mcp1k	0	131.71691451395668	None	None	None	None	None	0	None	None	-
409634	work-pr104-bare-mcp1k	1	1.3683156737733617	0.0	0	0	1	None	0	1.3764145650645416	None	MISS
409920	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
409942	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
409964	work-pr104-bare-mcp1k	0	0.0	None	None	None	None	None	0	None	None	-
410008	work-pr104-bare-mcp1k	0	174.23802426189067	None	None	None	None	None	0	None	None	-
