event	sample	origin	bucket	pi0	tags	gain_ratio	in_merge	in_orphan	in_unowned	in_noop	out_mem	out_other	seed_out	n_showers_touched	sel_shower	has_pio	n_cands	vertex_how	vertex_dist	mass_axis	mass_vertex	reco_pio_mass	flags	confidence	verdict	note	manifest_note	why
100222	mcp2k	numucc_em	2 over-clustered	-	pid	0.000	0	0	0	0	1	0		1	113236	False	0							likely	over-clustered	[agent-bulk] numucc_em, 111 segments, 21 showers. VERTEX: event_half_span_cm 206.5, so I judged the vertex off the --vtx-span 60 re-capture (shots-vtx/evt100222) and NOT off the native sweep. At 60 cm the blue star sits on a clean kink where a curving track arrives from one side and a second prong leaves the other way; it is where the charge converges. Not a vertex failure. VERDICT SHOWER 113236 (2498.2 MeV, 69 segments, pdg 11, len 632.1, start ON the main vertex): OVER-CLUSTERED, on three independent grounds. (1) It swallows a straight minimum-ionising stem: 14003 is a SINGLE 110.3 cm segment tagged pdg 13, taken by pass4_proximity at 38.4 cm / 4.3 deg. 110 cm is about 8 radiation lengths - no electron survives that as one straight unbranched segment, and on a numucc event a 110 cm MIP-tagged track is the muon or a charged pion, not shower spray. I marked it OUT, and it is a STRONG mark, not a marginal one. (2) The yellow set spans two directions: on shw113236-az-055-el+65 it forks about 40 cm above the X into a long straight narrow track running one way and a large branching EM fan running the other, and BOTH carry the member halo. (3) The acceptance plot is the corroboration the brief asks for and it is emphatic: the members run out to 153.7 cm at up to 31.7 deg (member_span read back from the saved record; the circles that continue to ~190 cm in the same angular band are NON-members), with about forty of them piled at 100-155 cm and 12-18 deg - the entire cluster-108 fan, pulled in by pass3_cluster_map - while the pass-1 box allows only 5 deg beyond 130 cm. At 150 cm, 18 deg is 46 cm off-axis, four to five Moliere radii, which is not the lateral profile of one EM shower however energetic. What I did NOT resolve, and why the confidence is likely rather than certain: I cannot say whether the cluster-108 fan (85-155 cm) is a separate shower that should be split off or the legitimate far body of a genuinely 2.5 GeV shower, so beyond 14003 I named no further marks. Note also that 113237 (pdg 13, 53.5 cm) sits at dist 0.0 / angle 0.0 on the vertex and is correctly left grey - the reconstruction did keep one vertex track out, it took a different one. Second object worth a line: shw 83070 is a SINGLE 13.2 cm segment tagged pdg 2212 carrying kine_best 135.0 MeV and is listed as a shower; that is a PID question I am not resolving. PI0: the reconstruction accepted group 0 = 113236 + 75062, stored mass 149.3 MeV, from a 2498.2 + 109.5 MeV pair at 18.6 deg (asymmetry 0.92). Since 113236's energy is inflated by exactly the material I am calling over-clustered, that mass is not trustworthy and I dispute the pairing on those grounds without proposing a replacement - 75062 is 160-185 cm out and nearly collinear with 113236, which is what you would expect if the two are pieces of ONE forward EM system rather than two photons from a pi0. Clustering statement, silent on PID except where said. NOT LOOKED AT: the 15 showers the scope rule skipped, all under 20 MeV min_kine_best; of the 6 in scope I opened frames for 113236 only and read 75062, 83070, 67054, 62049, 121231 off the candidate table. This verdict is a claim about 113236. [mark read back from the saved label: marks_detail recomputes 14003 against 113236 as dist 38.41 cm, angle 4.34 deg, length 110.32 cm, pdg 13, tier 1, absorbed_by pass4_proximity - the geometry quoted above is confirmed against the shower the mark sits on, per pr/116 2.4.]		scanner set the verdict radio to 'over-clustered' (likely)
103798	mcp2k	other_em	good (no major change)	3 pi0, vertex usable	pid | no-marks	0.000	0	0	0	0	0	0		0	92061	True	1	main_vertex	0.0	137.8	74.5	164.8		likely	correct	[agent-bulk] shw 92061 (133.0 MeV, 12 seg, pdg 11, mcp2k other_em): correct. Vertex judged from the native framing (75.4 cm half-span, no re-frame needed): the star sits at the bend of the unowned cluster-17 pair 17001 (9.9 cm) + 17002 (19.4 cm), one prong leaving each way, and both are correctly left UNOWNED by every shower. 92061 is detached from it and made almost entirely of small fragments absorbed by pass4_angle (0.3 to 11.8 cm each, clusters 75-92), which looks alarming until you check the non-members: the acceptance plot for this shower carries NO unclaimed circle at all anywhere in 0-88 cm / 0-31 deg, i.e. every candidate inside the plotted window is already a member, and all 12 members sit inside the pass-1 dashed box (max 23.8 deg at 17.5 cm, and the farthest, 79034 at 67.4 cm, is at only 6.5 deg). So nothing contiguous is missing and nothing sits outside the gate. THE EVENT'S REAL QUESTION IS THE PI0, and it is a two-convention trap worth the owner's eye. There is no reco pi0 group (all pio_id -1) although the event has exactly two EM showers over 90 MeV, 92061 (133.0) and 89037 (97.6), both detached, with reco starts 12 cm apart. I assigned the slots by hand and stored the pairing: Epi0 230.6 MeV, asym 0.15, and then the conventions split -- axis convention theta 74.4 deg gives m = 137.8 MeV, which is 2 MeV off the pi0 mass and would be the best hand pi0 candidate in my shard, while the vertex convention theta 38.2 deg gives m = 74.5 MeV. The display flags both as inside the code's accept window; they cannot both be right. WHY I DO NOT TRUST THE 137.8: on pio-az-055-el+020 the direction from the star to gamma2's start and gamma2's own axis visibly disagree -- the start lies almost straight left of the vertex while the axis dives left-and-down -- and 89037 is a 19.6 cm object fitted from nine sub-2 cm fragments, so its axis is the weak measurement in the pair. The 38.2 deg vertex angle is built from the two START points and is the one I would trust more, and it does not give a pi0. Two starts 12 cm apart at 13-20 cm from the vertex ARE geometrically consistent with a pi0 of ~74 deg opening angle whose gammas each converted after about one radiation length, so I am not dismissing it either -- that is why it is stored as a candidate rather than asserted. This is a concrete instance of the pr/114 6.1 convention inconsistency deciding whether an event has a pi0 or not. Second shower, not the verdict: 89037 (97.6 MeV, 9 seg, 19.6 cm) is likewise a pass4_angle assembly of small fragments; its two nearby non-members 73028 (44.1 cm / 37.2 deg) and 77032 (47.7 cm / 33.2 deg) are 0.4-0.7 cm stubs well outside the cone, so it too has nothing obvious missing. Clustering statement, silent on PID. Showers NOT looked at: 56011 is in scope but is a 1.4 cm pdg-2212 stub (24.6 MeV) and I only noted it; the 21 the scope rule skipped top out at 7.4 MeV (50005) and the rest are under 5 MeV.		scanner set the verdict radio to 'correct' (likely) | pi0 anchored on the reco main vertex
105074	mcp2k	numucc_em	vertex-bad (not actionable)	-	pid | no-marks	0.000	0	0	0	0	0	0		0	72009	False	0							likely	vertex-bad (undecidable)	[agent-bulk] SAME GEOMETRY AS evt53658 IN THIS SHARD, and here it is unambiguous. Vertex judged from a --vtx-span 60 re-capture (event_half_span_cm reads 400.0 but that is the clip: r95 is 412.3, so the event is wider than the number admits) plus ov-xz. In ov-xz the star (-133.3,108.4,1.3) sits EXACTLY on the bottom red bounding-box line, i.e. the z=0 TPC upstream face, at the end of segment 23000 -- a 466.8 cm pdg-13 track running from (-106,171,438) down to the star. In the +-60 cm close-in view there is NOTHING at the star except that one track terminating on it: no hadronic prong, no second object, no charge off-axis. The only convergence in the event is a three-way junction 119 cm up the track at (-129,130,119), where 23004 (58.2 cm pdg 13) and 23005 (82.9 cm pdg 13) branch off. A 467 cm track entering the upstream face with the vertex pinned at its entry point is a through-going / entering particle, not a contained neutrino interaction, so the vertex is not usable as a shower reference and the rubric's first test fires. This retroactively STRENGTHENS my evt53658 call: same face, same single-track-on-the-star signature, but there the track was only 72 cm and I left the alternative (a real interaction 1 cm inside the face) open at confidence likely. Two of ten events in this shard have the vertex within ~1.3 cm of z=0 -- that is worth the owner's attention as a pattern, not as two separate events. NO CLUSTERING JUDGEMENT is carried by this verdict. SEPARATE FLAG, not a recorded PID verdict (correction 6): neither in-scope object is an EM shower. 72009 (228.4 MeV, table length 84.4 cm) is two segments -- a 1.4 cm 3-point seed plus 23005, an 82.9 cm pdg-13 segment -- and in the 3-D view at az-055 the yellow member set is one straight, narrow, uniform-width line running parallel to and alongside the big muon, with no cone and no widening anywhere along it; 228.4 MeV over 84.4 cm is 2.7 MeV/cm, i.e. MIP-like, consistent with a track. 23004 (kine_charge 99.6, kine_best 162.0, reco pdg 13, 58.2 cm, conn 4) is the other branch of the same junction and is likewise a track. So both in-scope EM showers here are pieces of one muon-like track complex. NOT looked at: 71008, 28006, 29007, all under 1.6 MeV. No pi0: kine_div says no reco group, both in-scope showers have pio_id -1, and no pio-*.png slots were filled (pio slots None). Only 3 images looked at, which is the right number for a 7-segment event (correction 13). drag_check live: probe_radius_px 236, seg_u 58.03 -> 66.68, cloud_u 14.94 -> 21.93, cloud_redrew true, probe_degenerate false.		scanner set the verdict radio to 'vertex-bad (undecidable)' (likely)
167612	mcp2k	other_em	vertex-bad (not actionable)	-	no-marks	0.000	0	0	0	0	0	0		0	27016	False	0							likely	vertex-bad (undecidable)	[agent-bulk] mcp2k other_em, the busy one: 49 segments, 31 showers, 7 in scope (27016, 100074, 80031, 101086, 88047, 91056, 95062). The other 24 are all under 20 MeV and I did not look at them individually; everything below is a claim about the leading shower and about the event's geometry, NOT about 31 showers. drag_check both true, probe 307.2 px off centroid, not degenerate. r95 222.5 cm so the default vertex sweep framed at +-278 cm was useless for the vertex; I judged the vertex from a --vtx-span 60 re-capture (shots-vtx/evt167612), at two azimuths. WHY THIS IS A VERTEX RESULT. The main vertex is 195-215 cm away from every piece of electromagnetic activity in the event. At +-60 cm the star sits on ONE object and nothing else: it is the kink between 26001 (55.4 cm, pdg 2212, 93 points) and 26002 (6.5 cm, pdg 13) -- a single track that bends, both halves correctly unowned -- and there is no other prong and no shower stem anywhere within 60 cm of it, at either azimuth. Everything the scan cares about is in a separate blob 190-215 cm away: 27016 (200.4 MeV), 100074 (91.8), 101086 (36.2), 88047 (34.9) and a dozen smaller showers. Between the two there is only a sprinkle of isolated 0.3 cm two-point specks out to 116 cm and then a 75 cm hole. A photon travelling 200 cm before converting is an e^-8 proposition on a 25 cm conversion length, and here it would have to happen twice. So the star is not the origin of this EM system. WHAT I CANNOT DECIDE, which is why this bucket says undecidable: either the main vertex is misplaced and the real neutrino vertex is inside the EM blob -- the reconstruction has 82 vertices in this event and at least eight of them sit within 9 cm of the leading shower's start -- or the main vertex is right and the whole EM blob is a separate object (a cosmic-induced shower, say) that the clustering wrongly pulled into the same neutrino candidate. The cloud banner says 5 of 27 clusters carry the reconstruction (ids 14, 24, 25, 26, 27), i.e. both the lone track (cluster 26) and the EM blob (cluster 27) are inside the candidate. I cannot separate those two readings from the display. SECOND, INDEPENDENT FINDING -- start/axis wrong. Shower 27016 (200.4 MeV, 8 seg, 70.7 cm) has a badly fitted axis and a badly placed start, and this would be my verdict if the vertex question were settled. Its own cmp_div says its members span 0.0 to 72.9 deg from its axis: 27018 at 45.1 deg, 27019 at 60.0, 27015 at 60.3, 27010 at 61.0, 27017 at 72.9. At az-055 the orange axis arrow points almost perpendicular to the direction the member set actually extends, and the X sits in the MIDDLE of the member chain rather than at either end -- the chain runs both left and right of it, out to a junction from which two arms leave. The same mid-chain start shows at az+085, 140 deg away. Whether the wide member spread is over-clustering (two arms of a junction being one shower) or an honest shower fan I could not settle, and the wrong axis makes the angle column unusable for deciding it, which is exactly why I am not recording an over-clustering verdict off it. NO UNDER-CLUSTERING that I can see: there is no grey unowned charge anywhere near 27016; the dozen small objects at 8-42 cm from it (96063, 92059, 90055, 97064, 89054, 91056, 88047, 100074's six segments, 101086, 95062, 94089) are every one of them owned by their own sub-showers, and they sit at 44-107 deg where the axis is not to be trusted anyway. I ran the correction-11 reconciliation on 27016 -- owner-grouped count 8, cmp_div says 8 -- so its membership is what the table says. PI0: no reco pi0 group. The display auto-slotted 27016 + 100074 and this is the clearest illustration in my shard of why the two conventions must not be merged: the axis convention gives theta 46.6 deg -> 107.2 MeV and calls it in the accept window, while the vertex convention gives theta 7.0 deg -> 16.5 MeV, a factor of 6.5, purely because the 200 cm lever arm from the misplaced star makes the two lines of sight nearly parallel. Neither number means anything until the vertex question above is answered. kine_pio_* separately reports 13.2 MeV from 27016 + a 16.2 MeV object; that is a BDT feature over all pairs and I did not read it as a pairing.		scanner set the verdict radio to 'vertex-bad (undecidable)' (likely)
168432	mcp1k	numucc_em	good (no major change)	-	multi-shower | pid	0.000	0	0	0	0	2	0		2	22006	False	0							likely	correct	[agent-bulk] Verdict is on the leading EM shower 22006 (259.1 MeV, 3 seg, cluster 22): correct. It is detached 25.1 cm from the vertex, its three members span 0-16.4 cm at 0-4.2 deg, and on both shower azimuths (az-055, az+085) the yellow set runs the full length of the blue cloud from the X back-pointing at the vertex to the far end, one apex, no kink. Every non-member is >=59 deg off its axis (nearest in angle is 48021 at 59.1 deg), so there is nothing contiguous and on-axis to add. Vertex judged first and cleared: on all three vertex cameras the 86.5 cm muon 19031 (correctly left unowned, grey), the apex of shower 49028 (3.5 cm) and the 12.8 cm segment 19032 all converge on the blue star. OVER-CLUSTERING ON A DIFFERENT SHOWER, and it is the finding of this event: shower 19032 (81.3 MeV, 2 seg) owns 40008, a 0.66 cm pdg 2212 stub 113.6 cm away, absorbed by pass3_cone at 20.0 deg tier 2. On shw19032-az-055-el+20 its yellow halo is in two disconnected places -- a 12.8 cm stub on the vertex, and a single point sitting on the far END of the muon track 113 cm away, with nothing of 19032 in between. Marked OUT. Second, smaller: shower 49028 (128.6 MeV, apex on the vertex) owns 46019, a 1.31 cm pdg 2212 stub at 42.6 cm / 23.7 deg absorbed by pass4_angle, which on shw49028-az-055-el+20 is visibly detached from the shower body (same shape as pilot evt400504's 21003). Marked OUT; charge is negligible, it is a PID/association statement not a geometry one. Note also that 19032 shares cluster 19 with the muon and reads dist 0.0 / angle 0.0 against it -- possibly a vertex/muon-stem blob rather than an EM shower, but I did not test that and make no PID claim. Scope: 4 of 6 showers in scope (22006, 49028, 19032, 50029); 47020 (5.1 MeV) and 48021 (1.1 MeV) skipped by the 20 MeV rule and not examined. Pi0: no reco pi0 group. The capture's automatic slot assignment priced 22006+49028 at 221.9 MeV (axis) / 58.5 MeV (vertex), but 49028's apex is 3.5 cm from the star, i.e. vertex-attached, so it cannot be a converted photon and that pairing should not be read as a pi0 -- 22006 is the only detached photon-like object in the event and it has no plausible partner (50029 is 20.4 MeV at 62 deg to it). No pi0 candidate stored.		scanner set the verdict radio to 'correct' (likely)
170098	mcp2k	numucc_em	good (no major change)	-	pid | no-marks	0.000	0	0	0	0	0	0		0	78064	False	0							likely	correct	[agent-bulk] shw 78064 (269.7 MeV, 19 seg, pdg 11, len 71.0) is correct. event_half_span_cm 128.1, no --vtx-span re-capture needed; vertex judged from vtx-az-055-el+20 and vtx-az+065-el+20 at the r95 framing. VERTEX IS GOOD: a clean two-prong V, both prongs touching the star at 0.00 cm - 16001 (pdg 13, 76.0 cm) and 16004 (pdg 2212, 23.9 cm) - and both correctly left UNOWNED. They read 172.8 deg against the shower, i.e. the shower goes out the opposite side, which is the detached-photon topology. The shower's closest member is 18.1 cm from the star. CLUSTERING: shw78064-acc is the clearest evidence - nineteen member squares spread continuously from 0 to 79 cm at 0-18 deg, and NOT ONE non-member circle anywhere in the plotted window (0-100 cm, 0-23 deg). Every candidate inside this shower's own cone is already a member. On shw78064-az-055-el+20 the yellow set is one chain of fragments strung along the orange axis with no second apex and no direction change; sparse in places, but sparse is not under-clustered (pilot section 2.3). The nearest non-members are all wide: 55010 at 29.8 deg, 79065 at 31.2 deg, 60015 at 53.6 deg, and the two vertex prongs at 172.8 deg behind. So: nothing contiguous and unclaimed inside the cone, single apex - correct. Worth noting for the owner because it is unusual: those 19 members come from about twelve different clusters (69, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 53, 54) and most were gathered by pass4_angle. That is a heavily fragmented shower reassembled almost entirely by the late angle pass, and it happens to look right here - but it is the same mechanism I criticised on evt74326, so the owner may want both in view. THE WEAK CASE I DID NOT MARK: 62017 (2.1 cm, 7.7 MeV) at 104.8 cm / 12.8 deg and 51006 (1.6 cm, 7.2 MeV, tier 2) at 109.9 cm / 10.0 deg are on-axis but beyond the members' 79 cm reach, each owned by its own sub-8 MeV node. For a 270 MeV cascade a tail at 105 cm is possible but not compelling, so I left them; they are the ones I would let the owner add. SECOND IN-SCOPE OBJECT, NOT JUDGED IN DEPTH: 70030 (44.2 MeV, 9 seg) carries reco pdg 13, i.e. the reconstruction itself calls it a track, and its cmp_div says its nine members span 0.0-89.6 cm from eight different clusters (61, 63, 64, 65, 66, 67, 70, 83) at 0-24.7 deg. A 90 cm track-PID'd node assembled by pass4_angle across eight clusters is worth someone's eye, but it is not an EM shower and I make no verdict on it. NOT LOOKED AT: 13 of the 15 shower nodes were out of scope at 19.7 MeV and below (82073, 62017, 51006, 79065, 60015, 56011, 52007, 68023, 55010, 59014, 57012, 58013, 20005). No pi0 stored and none proposed - the only other EM object above 10 MeV is 82073 at 19.7 MeV, and it sits 7.2 cm from the vertex at 170.8 deg from 78064, i.e. behind it, which is not a pi0 opening angle worth pricing.		scanner set the verdict radio to 'correct' (likely)
170761	mcp2k	numucc_em	2 over-clustered	-	pid | no-marks	0.000	0	0	0	0	0	0		0	8026	False	0							unclear	over-clustered	[agent-bulk] numucc_em. VERTEX: event_half_span_cm 356.7 - a 315.7 cm muon (8050, pdg 13) blows the native sweep out to a useless scale, so I judged the vertex off the --vtx-span 60 re-capture (shots-vtx/evt170761). At 60 cm the blue star sits cleanly on the apex of a V: the 315.7 cm muon leaves one way (grey, correctly unowned - the reconstruction did NOT put it in a shower) and shower 8026 leaves the other, with the short 8023 (pdg 211) and a green stub also at the apex. Not a vertex failure; the vertex is the best-corroborated thing on this event. VERDICT SHOWER 8026 (206.0 MeV, kine_charge 334.8, 3 segments, pdg 11, len 84.9, start ON the vertex). CONFIDENCE unclear, and here are the two readings I could not separate. Reading A (over-clustered, which is why I set that radio): the member set spans two directions - on shw8026-az+085-el+20 the yellow set is a narrow line with a HARD KINK about 40 cm out, and on az-055-el+65 the two legs project as a hairpin, so this is a real 3-D bend and not one projection's artefact - and it includes 8019, a 9.4 cm segment sitting at 49.0 cm / 53.4 DEG off the axis, admitted by in_main_cluster (walk_add), i.e. by cluster connectivity rather than by any cone gate; 53 deg is outside pass-1's widest step (25 deg) by a factor of two. Reading B: 8026 is a single charged hadron (there IS a pdg 211 shower, 8023, on the same vertex) that hard-scattered at the kink, in which case grouping the two legs is correct and the real error is PID, not clustering. I cannot separate these from the frames: the object is MIP-narrow for essentially its whole 85 cm - the same width as the muon beside it - which argues for a track, but the far end does spray out on az-055-el+20, which argues for a shower. NO MARKS, deliberately: like the pilot's evt280159 I cannot name with confidence which pieces should come out, and 8019 is the only candidate I would even propose. Nothing is MISSING: every unowned segment inside 30 deg is a stub of 0.2-3.2 cm (43046, 30033, 32035, 42045, 31034), so under-clustering is not in play. pi0: showers[].pio_id is -1 and the reconstruction accepted NO group; the capture's auto-slot pairs 8026 + 8049 for a placeholder m = 128.0 MeV on the axis convention, but BOTH start at dist 0.0 from the main vertex so neither can be a converted photon and I store no candidate. Not looked at: the 15 showers the scope rule skipped, all under 20 MeV min_kine_best; of the 3 in scope I opened frames for 8026 only.		scanner set the verdict radio to 'over-clustered' (unclear)
170808	mcp1k	numucc_em	good (no major change)	-	pid | no-marks	0.000	0	0	0	0	0	0		0	60025	False	0							likely	correct	[agent-bulk] numucc_em. Vertex is good: at el+60 the star is a clean two-prong V -- a long straight track running one way (14004, pdg 13, 37.7 cm) and a second prong the other (14028, pdg 2212, 22.4 cm) -- and the same kink is visible at az-055. shw 60025 (298.4 MeV, 10 seg, 67.5 cm, conn 2) starts ~18 cm off the star and is a single forward cone: members run 0-45 cm at 0.2-10.4 deg, and its acceptance plot has NO non-member circle anywhere in the window, so there is nothing contiguous left unclaimed. Every unowned segment in the event is at >=65 deg from its axis (14028 at 112 deg, 14004 at 176 deg, the rest sub-4 MeV stubs at 65-154 deg), so I see no under-clustering; the member set is one apex, one direction, so no over-clustering. Caveat I did not test: the detached start plus the reco calling 60026 (15.6 cm, 2.9 deg, absorbed pass4_prox) pdg 211 and 60024 pdg 2212 are PID statements inside the shower body -- for a 300 MeV EM object a MIP-like stem PID is expected and I make no PID claim. Only 1 shower is in scope; the other 8 are 3.6 MeV and below and I did not look at them. Single gamma with no partner anywhere in the reco, so the absence of a pi0 group is a missing second photon, not a mis-pairing.		scanner set the verdict radio to 'correct' (likely)
171143	mcp2k	numucc_em	1 under-clustered	-	pid | no-marks	0.000	0	0	0	0	0	0		0	8032	False	0							likely	not an EM shower	[agent-bulk] THIS IS A PID VERDICT AND THE EVENT THEREFORE CARRIES NO CLUSTERING JUDGEMENT on shw 8032 -- do not read it downstream as 'nothing wrong with the clustering here'; the member set of 8032 is in fact fine, it is the object that is not a shower. shw 8032 (262.1 MeV, 6 seg, pdg 11, mcp2k numucc_em, half-span 70.9 cm so the native framing was enough). The vertex is good: a clean two-prong V, the unowned 59.7 cm pdg-13 segment 8001 leaving one way and 8032 the other, both starting on the star, plus the unowned 3.6 cm pdg-211 stub 8031 at the vertex. WHY NOT AN EM SHOWER: 8032 is a SINGLE 56.1 cm segment of 95 fitted points that stays a thin uniform-width MIP for its whole length in both the az-055 and az+085 views -- no widening, no fan, no sub-showers -- and then makes a hard ~90 deg kink at 52 cm where 8009 (5.0 cm) and 8010 (4.3 cm) branch off, with two more pdg-2212/13 stubs (51015, 56020) at 48-50 cm. A 262 MeV electron in liquid argon has X0 = 14 cm and must start widening within one or two radiation lengths; it does not run 52 cm at MIP width and it does not turn 90 degrees. A pion that scatters hadronically at the end of its range does exactly this, and the little cluster of proton-tagged stubs at the kink is what that looks like. The display's own arithmetic agrees: the same charge read as a TRACK gives 157.7 MeV, which is right for ~56 cm of minimum-ionising track (2.1 MeV/cm gives ~120 MeV plus the end deposit), whereas 262 MeV read as a shower is not consistent with the shape. Confidence likely and not certain because I have no dQ/dx profile along the track -- that is the measurement that would settle it, and it is the one thing the display does not give me. What the clustering does look like, stated for completeness but NOT the verdict: the member set covers the object and nothing is missing -- the acceptance plot carries five member squares and no unclaimed circle anywhere in 0-68 cm / 0-26 deg -- so if the owner overrules the PID call, the clustering reading of 8032 would be correct. Second shower, checked lightly and NOT the verdict: 69027 (90.6 MeV, 7 seg, 21.4 cm) is a genuinely shower-like detached blob 36-47 cm from the vertex with a diffuse cloud, assembled from cluster 69 plus four pass4_angle fragments out to 53 cm; I saw nothing wrong with it but did not scan it segment by segment. No pi0: the reco made no group, and pairing 8032 with 69027 is meaningless because 8032 is not a photon -- note the vertex convention correctly returns no mass at all (8032 starts ON the vertex, so there is no chord), while the axis convention still prints 77.2 MeV and calls it in-window, which is a good example of that convention accepting a pair the geometry forbids. Nothing stored. Showers NOT looked at: the 2 the scope rule skipped, 49013 (5.8 MeV) and 50014 (3.2 MeV).		"note names missing pieces: ""[agent-bulk] THIS IS A PID VERDICT AND THE EVENT THEREFORE CARRIES NO CLUSTERING JUDGEMENT on shw 8032 -- do not read it downstream as 'nothing wrong with the clustering here'; the member set of 8032 is in fact fine, it is the object that is not a shower. shw 8032 (262.1 MeV, 6 seg, pdg 11, mcp2k numucc_em, half-span 70.9 cm so the native framing was enough). The vertex is good: a clean two-prong V, the unowned 59.7 cm pdg-13 segment 8001 leaving one way and 8032 the other, both starting on the star, plus the unowned 3.6 cm pdg-211 stub 8031 at the vertex. WHY NOT AN EM SHOWER: 8032 is a SINGLE 56.1 cm segment of 95 fitted points that stays a thin uniform-width MIP for its whole length in both the az-055 and az+085 views -- no widening, no fan, no sub-showers -- and then makes a hard ~90 deg kink at 52 cm where 8009 (5.0 cm) and 8010 (4.3 cm) branch off, with two more pdg-2212/13 stubs (51015, 56020) at 48-50 cm. A 262 MeV electron in liquid argon has X0 = 14 cm and must start widening within one or two radiation lengths; it does not run 52 cm at MIP width and it does not turn 90 degrees. A pion that scatters hadronically at the end of its range does exactly this, and the little cluster of proton-tagged stubs at the kink is what that looks like. The display's own arithmetic agrees: the same charge read as a TRACK gives 157.7 MeV, which is right for ~56 cm of minimum-ionising track (2.1 MeV/cm gives ~120 MeV plus the end deposit), whereas 262 MeV read as a shower is not consistent with the shape. Confidence likely and not certain because I have no dQ/dx profile along the track -- that is the measurement that would settle it, and it is the one thing the display does not give me. What the clustering does look like, stated for completeness but NOT the verdict: the member set covers the object and nothing is missing -- the acceptance plot carries five member squares and no unclaimed circle anywhere in 0-68 cm / 0-26 deg -- so if the owner overrules the PID call, the clustering reading of 8032 would be correct. Second shower, checked lightly and NOT the verdict: 69027 (90.6 MeV, 7 seg, 21.4 cm) is a genuinely shower-like detached blob 36-47 cm from the vertex with a diffuse cloud, assembled from cluster 69 plus four pass4_angle fragments out to 53 cm; I saw nothing wrong with it but did not scan it segment by segment. No pi0: the reco made no group, and pairing 8032 with 69027 is meaningless because 8032 is not a photon -- note the vertex convention correctly returns no mass at all (8032 starts ON the vertex, so there is no chord), while the axis convention still prints 77.2 MeV and calls it in-window, which is a good example of that convention accepting a pair the geometry forbids. Nothing stored. Showers NOT looked at: the 2 the scope rule skipped, 49013 (5.8 MeV) and 50014 (3.2 MeV)."""
171572	mcp2k	other_em	2 over-clustered	-		0.000	0	0	0	0	2	0		1	85025	False	0							certain	over-clustered	[agent-bulk] This is the rubric's literal over-clustering case -- the shower swallows a straight minimum-ionising stem, and the stem is 125 cm long. Vertex judged from a --vtx-span 60 re-capture (event_half_span_cm 173.8 -- correction 5) and it is FINE: two pdg-2212 segments, 83021 (30.2 cm) and 83023 (9.0 cm), both have dvtx 0.0 and in the close-in view they converge on the star with the shower's line leaving the same point -- a hadronic vertex, no complaint. VERDICT on 85025 (412.4 MeV, 6 segments, table length 140.1 cm, the ONLY shower in scope): over-clustered, certain. In the 3-D view at az-055-el+20 AND again at az-055-el+65 the yellow member set is ONE long, thin, perfectly straight line of uniform width running about 140 cm from the X to a small hook at the far end -- no cone, no widening, no branching anywhere along it. An EM shower cannot be 140 cm long at constant width. The member list says the same thing: the seed 85025 is a 1.31 cm 3-point stub 5.5 cm from the vertex, and the 412.4 MeV comes from 10008 -- a 125.09 cm, 208-point, pdg-13 segment absorbed by pass4_angle at 14.8 cm / 3.2 deg -- plus 10005 (9.95 cm, at the muon's FAR end, dvtx 138.3, absorbed by pass4_proximity at 132.8 cm / 9.8 deg; that is the hook, most likely the decay electron). 412.4 MeV over 140.1 cm is 2.9 MeV/cm, MIP-like. MARKS: 10008 OUT and 10005 OUT of 85025. Per correction 7 these are not equal but both are strong: 10008 is the whole muon and carries essentially all the energy; 10005 is its far-end hook and only makes sense to keep if 10008 is kept. I did NOT mark the three small bridge members -- 84024 (pdg 2212, 0.46 cm, 8.1 cm / 2.9 deg), 10004 (2.96 cm, 12.3 cm / 2.8 deg) and 76015 (pdg 13, 0.37 cm, 20.8 cm / 18.9 deg) -- because with the muon removed what is left is a 1.3 cm seed and three specks and the object arguably should not be a shower at all; those three are the ones I would let the owner move either way. AN EQUALLY DEFENSIBLE ALTERNATIVE VERDICT would have been 'not an EM shower', since the whole object is a muon; I chose the clustering bucket because the rubric names this exact case under over-clustered and because a clustering verdict is the more actionable one. UNDER-CLUSTERING: none. Every non-member is at 31.8 deg or more from the axis except nothing -- the nearest in angle is 75014 at 29.7 cm / 34.5 deg (0.3 cm, 2 points), and the two vertex protons sit at 177.6 deg, i.e. directly behind the start. NOT looked at: the 9 showers the scope rule skipped; 85025 is the only one above 20 MeV in the whole event. No pi0: no reco group, pio slots None, and the kine_pio_* block names an 8.3 + 412.4 MeV pair that no reconstruction accepted (correction 3 / the block's own warning). drag_check live: probe_radius_px 134, seg_u -51.01 -> -66.65, cloud_u -18.09 -> 18.46, cloud_redrew true.		scanner set the verdict radio to 'over-clustered' (certain)
