# doc pdvd/98 -- STM+Michel candidates for the drift-regressor validation (d98_michel_crops.py --census)
# PDHD h28prod pop strict, record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdhd/docs/scan/pdhd_stm_michel_smx27_verdicts.json; PDVD p96vprod record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdvd/docs/scan/pdvd_stm_michel_smx1a_smx3_smx4_smx5_smx6_smx7_smx8_smx9_verdicts.json
# selected=1 rows are cropped; `why` names the first failed rule; d97 = doc pdvd/97 showcase class
det	key	kind	source	conn_type	ratio	muon_len	michel_len	ke_best	ke_region	kink_deg	q2d_raw_w	q2d_mu_w	q2d_ovl	n_stop_gammas	n_dots	t0_us	stop_x	stop_y	stop_z	apa	face	n_apaface	d97	selected	why
pdvd	039349_51/44	attached	flat	0	0.5675	148.8	0	0	0	-1	0	0	-1	0	0	3076	216.1	94.47	75.23	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_52/36	both	flat	1	0.8068	194.4	2.711	15.89	27.77	44.72	6.287e+05	1.38e+05	0.2196	0	1	2718	155.3	-100.9	52.03	4	0	1		0	frames missing
pdvd	039349_53/45	both	flat	1	1.154	277.3	4.192	34.06	39.06	49.09	1.116e+06	1.577e+05	0.1413	0	2	2395	143.5	-258.4	169.3	5	1	1		0	frames missing
pdvd	039349_54/30	both	flat	1	0.6603	130	6.352	24.1	29.55	47.95	6.953e+05	2.054e+05	0.2954	0	1	2646	-283.3	252	228.6	3	1	1		0	frames missing
pdvd	039349_54/54	attached	flat	1	0.8075	181.4	12.75	29.63	39.5	95.96	8.672e+05	1.044e+05	0.1204	0	0	2669	210	-302.6	210.6	5	1	1		0	frames missing
pdvd	039349_56/36	attached	flat	1	0.8379	218.4	10.23	32.7	49.14	49.16	7.706e+05	2.572e+04	0.03338	0	0	3416	183	-20.27	211.5	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_58/72	both	flat	2	0.8328	129.9	8.204	29.26	45.96	-1	7.694e+05	0	0	0	3	2343	239.4	-168.7	252.6	5	1	1		0	frames missing
pdvd	039349_59/61	attached	flat	1	0.7991	266.6	14.67	39.17	36.12	68.36	1.126e+06	1.024e+05	0.091	0	0	1700	104.2	218.6	65.68	6	1	1		0	frames missing
pdvd	039349_60/40	attached	flat	0	0.6063	328.9	0	0	6.06	-1	0	0	-1	0	0	2407	71.28	-93.45	142	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_61/18	attached	flat	1	0.9448	99.29	11.32	20.42	41.32	85.32	9.431e+05	1.931e+05	0.2048	0	0	4043	-203.3	290.7	60.61	2	1	1		0	frames missing
pdvd	039349_61/21	attached	flat	1	0	115.1	6.328	11.97	43.75	131.8	8.469e+05	5.51e+04	0.06506	0	0	2698	-332.8	-324.2	145.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_61/50	both	flat	1	0.8489	224.6	5.554	15.97	23.91	74.89	6.739e+05	1.152e+05	0.1709	0	1	3824	129	-120.9	82.98	4	0	1		0	frames missing
pdvd	039349_61/51	both	flat	1	0.8116	89.34	13.05	31.6	41.87	80.25	1.128e+06	1.014e+05	0.0899	0	0	2164	108.6	-177.3	43.74	4	1	1		0	frames missing
pdvd	039349_63/55	attached	flat	1	0.6862	182.6	3.845	3.251	40.8	141.9	4.05e+05	2.083e+05	0.5143	0	0	3405	137.8	75.61	102.8	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_63/67	attached	flat	1	1.102	696.6	13.95	40.01	28.69	143.5	9.715e+05	5.3e+05	0.5455	0	0	3033	-292.6	236.5	147.7	2	1	1		0	frames missing
pdvd	039349_64/24	both	flat	1	0.6924	188.3	14.45	38.92	23.94	133.4	8.903e+05	1.417e+05	0.1591	0	0	2186	-179.2	-49.53	253	-1	-1	0		0	retreat/split/near_arm
pdvd	039349_64/52	attached	flat	0	0.521	51.61	0	0	44.06	-1	0	0	-1	0	0	4770	309	-31.13	179.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_64/65	attached	flat	0	0.9101	42.35	0	0	5.488	-1	0	0	-1	0	0	5539	332.2	49.79	54.94	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_64/71	both	flat	1	0.7594	257.4	20.1	41.63	29.97	64.9	1.154e+06	1.061e+05	0.09195	0	0	2506	89.81	246.4	53.54	6	1	1		0	frames missing
pdvd	039349_67/75	both	flat	1	0.905	154.1	5.085	13.89	21.14	44.66	4.747e+05	3.641e+05	0.7669	0	0	3119	319	91.99	112.5	6	0	1		0	frames missing
pdvd	039349_67/78	both	flat	1	1.062	75.61	8.808	18.09	32.1	47.59	6.963e+05	4.154e+05	0.5966	0	1	1662	190.4	282.1	62.52	6	1	1		0	frames missing
pdvd	039349_68/63	attached	flat	1	0.3933	102	1.296	6.918	11.65	18.46	1.304e+05	3.545e+04	0.2718	0	1	3659	258.9	-222.2	213.3	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_69/56	both	flat	0	1.074	113.8	0	0	1.803	-1	0	0	-1	0	0	2495	233.9	82.47	157.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_7/4	attached	flat	2	1.003	201	8.505	15.49	48.88	-1	1.064e+06	1.019e+05	0.09576	0	3	2500	-203.7	-182.3	88.53	-1	-1	0		0	retreat/split/near_arm
pdvd	039349_7/67	attached	flat	1	0.8818	57.95	7.083	9.39	11.19	68.64	1.908e+05	2.516e+05	1.319	0	1	4650	293.3	15.42	282.7	7	0	1		0	frames missing
pdvd	039349_70/61	attached	flat	1	0.4428	279.5	4.122	5.922	6.539	40.87	1.119e+05	3.092e+04	0.2764	0	0	3733	77.19	273.2	260.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_72/11	attached	flat	0	0.8134	342.3	0	0	3.005	-1	0	0	-1	0	0	3814	-75	-96.16	129.3	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_72/65	attached	flat	1	0.7966	267	13.35	13.22	12.98	96.43	2.899e+05	1.5e+05	0.5175	0	1	2458	-72.72	-188.4	244.3	1	1	1		0	frames missing
pdvd	039349_73/62	both	flat	1	0.9178	115.9	12.26	33.53	39.06	55.71	8.378e+05	5.663e+04	0.06759	0	0	2175	95.31	-290.5	68.76	4	1	1		0	frames missing
pdvd	039349_76/23	attached	flat	2	0.466	282.4	1.252	0.6743	13.86	-1	3.403e+05	1402	0.004119	0	1	3792	-96.24	-214.2	104.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_77/63	both	flat	1	0.9025	154.5	11.61	21.39	34.99	70.12	8.042e+05	1.84e+05	0.2288	0	0	4726	232.8	185	274	7	1	1		0	frames missing
pdvd	039349_78/22	attached	flat	2	0.6647	163.5	2.293	21.59	58.32	-1	1.081e+06	1.493e+05	0.1381	0	4	1336	-125.5	-333.6	293.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_8/54	both	flat	1	0.8189	105.6	2.897	19.3	17.73	78.22	3.712e+05	1.605e+05	0.4325	0	0	1945	144.7	149.9	79.48	6	0	1		0	frames missing
pdvd	039349_81/41	attached	flat	1	1.555	37.65	1.2	5.912	2.323	28.35	1.861e+05	9.009e+04	0.484	0	0	4872	245.2	-14.6	23.47	4	0	1		1	
pdvd	039349_81/44	attached	flat	0	0.5385	153.9	0	0	47.09	-1	0	0	-1	0	0	5122	280.8	4.288	143	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_81/62	attached	flat	1	0.8014	46.61	15.04	40.63	35.67	65.3	1.334e+06	7.227e+04	0.05417	0	1	4542	297.6	107.5	116.2	6	0	1		1	
pdvd	039349_82/48	both	flat	1	0.9179	255.5	2.096	27.65	23.83	20.43	1.099e+06	1.769e+05	0.161	2	1	3176	127.7	31.51	169.9	7	0	1		0	frames missing
pdvd	039349_82/54	both	flat	2	0	11.25	22.12	27.06	31.22	-1	5.536e+05	0	0	0	1	2458	331.3	315.4	225.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_83/60	attached	flat	1	0.9224	172.9	5.728	49.95	50.7	37.81	1.188e+06	1.291e+05	0.1087	0	3	3542	175	-69.12	227	5	0	1		0	frames missing
pdvd	039349_9/19	both	flat	1	0.3296	39.62	8.012	16.82	42.3	93.22	5.39e+05	7.3e+04	0.1355	0	0	2304	-162	-311.7	51.86	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_9/47	both	flat	1	0.8611	231	1.971	20.98	31.02	43.17	9.05e+05	6.072e+04	0.0671	0	3	2427	119.4	-291.1	240.1	5	1	1		0	frames missing
pdvd	039349_9/55	both	flat	1	0.8316	130.7	2.168	41.6	39.42	29.56	9.114e+05	8.148e+04	0.0894	0	3	2130	124.5	228.6	220	7	1	1		0	frames missing
