# doc pdvd/98 -- per-candidate crop diagnostics and the two drift labels (d98_michel_crops.py)
# drift_tick = (tick*0.5 - cluster_t0_us - trigger_offset_us)*drift_speed/10, charge-weighted over the Z pixels;
# drift_fit = x_anode(W) - |x| over the role-3 fit points (353.10 PDHD / 341.55 PDVD)
det	key	apa	face	trigger_offset_us	drift_speed_mmus	cluster_t0_us	drift_tick	drift_fit	drift_fit_rms	drift_tick_sd	q_keep	q_overlap	frac_overlap	frac_lost	n_pix	n_cells3	n_pts3	n_pts1	c_center	t_center	c0	t0	inrange
pdvd	039349_9/50	5	1	-2214	1.481	2427	221.4	221.1	1.468	1.735	1.279e+06	2.896e+05	0.2264	0.1479	480	150	22	379	8799	3417	8671	2905	1
pdvd	039252_0/98	0	0	-2504	1.481	2925	311.8	311.7	0.2845	0.4474	1.158e+06	3.758e+05	0.3245	0.2675	533	170	21	669	2442	5053	2314	4541	1
pdvd	039252_12/96	5	1	-2512	1.481	2101	168.2	166.4	2.437	0.5762	1.541e+06	8.158e+05	0.5293	0.3888	211	91	9	222	8678	1450	8550	938	1
pdvd	039252_13/69	6	0	-2469	1.481	4557	289.9	289.6	1.719	1.788	1.656e+06	8.436e+05	0.5094	0.3738	363	121	17	918	1.125e+04	8091	11118	7579	1
pdvd	039252_5/101	6	0	-2470	1.481	3327	234.5	233.7	1.364	1.91	1.867e+06	2.178e+05	0.1166	0.07946	799	198	74	335	1.131e+04	4881	11181	4369	1
pdvd	039252_5/129	3	0	-2496	1.481	3954	259.6	259.1	2.995	2.004	1.321e+06	3.333e+05	0.2523	0.1932	544	168	27	757	5604	6424	5476	5912	1
pdvd	039252_9/79	4	0	-2481	1.481	3732	329.1	329	0.5807	0.649	9.274e+05	3.053e+05	0.3292	0.2596	283	92	15	339	8526	6948	8398	6436	1
pdvd	039253_9/120	3	0	-2504	1.481	3522	177.8	177.9	0.448	0.5155	1.073e+06	4.609e+05	0.4297	0.3706	277	104	12	975	5589	4437	5461	3925	1
pdvd	039349_43/43	7	1	-2183	1.481	2218	24.98	24.86	0.6675	1.109	5.61e+05	5.118e+05	0.9122	0.8902	48	47	10	49	1.213e+04	407.9	12000	-104	0
pdvd	039349_5/54	5	0	-2334	1.481	3110	235.2	236.8	1.944	1.765	8.152e+05	3.311e+05	0.4062	0.03906	237	126	15	237	9117	4730	8989	4218	1
pdvd	039349_68/65	6	1	-2420	1.481	5038	30.33	29.9	0.9121	0.5824	7.748e+05	4.887e+05	0.6308	0.5358	128	58	9	57	1.149e+04	5645	11358	5133	0
pdvd	039349_70/54	6	1	-2370	1.481	2368	299	298.7	0.3254	0.4282	1.608e+06	6.334e+05	0.394	0.3329	417	137	34	136	1.167e+04	4036	11547	3524	1
pdvd	039349_72/39	5	0	-2415	1.481	4453	48.87	49.54	3.333	3.757	1.445e+06	5.383e+05	0.3724	0.2605	433	133	22	595	9025	4736	8897	4224	0
pdvd	039349_72/40	4	1	-2415	1.481	4416	43.53	41.5	4.369	4.431	1.881e+06	4.398e+05	0.2338	0.1611	444	136	29	54	8096	4589	7968	4077	0
pdvd	039349_78/22	1	1	-2412	1.481	2255	166.9	166	0.9336	1.494	3.269e+06	5.873e+05	0.1797	0.2069	828	171	24	292	2760	1940	2632	1428	1
