sample	event	cls	kind	gid	cluster	cl_class	cl_gid	npts	cl_npts	Q	Qfrac	ext	rms	dvtx	dheld	dcand	cx	cy	cz	n_cand_pts	Qcand	f_absorbed	dfit	dfit_max	dfit_p90	f_far12
mcp1k	283969	NEARBY-OTHER	NEARBY	-1	19	OTHER	7	4564.0	4564.0	84683225.9	24.7907	240.4	1.26	24.3	nan	3.2	-61.8	-17.5	254.2	184.0	3415933.8	nan	nan	nan	nan	nan
mcp1k	284200	NEARBY-UNMATCHED	NEARBY	-1	4	UNMATCHED	1000001	107.0	107.0	945234.6	0.0585	12.4	2.14	5.1	nan	0.3	201.7	-128.6	482.9	1523.0	16171477.8	nan	nan	nan	nan	nan
mcp1k	284657	NEARBY-OTHER	NEARBY	-1	25	OTHER	10	2621.0	2621.0	16755829.0	1.5281	168.5	0.91	14.2	nan	3.2	-71.0	108.1	399.6	1568.0	10965412.0	nan	nan	nan	nan	nan
mcp1k	284791	UNHELD-WIDE	UNHELD	2	-1	OWN	0	111.0	0.0	792423.2	0.0858	7.7	1.3	3.9	3.0	0.0	-122.3	186.8	210.1	1219.0	9234958.7	1.0	3.0	7.8	6.6	0.0
mcp1k	284794	UNHELD-WIDE	UNHELD	2	-1	OWN	0	1778.0	0.0	8370774.4	0.1843	81.7	1.52	7.2	3.0	0.0	-48.6	27.6	350.7	7368.0	45409133.2	1.0	3.0	7.7	6.6	0.0
mcp1k	286681	UNHELD-WIDE	UNHELD	7	-1	OWN	0	2729.0	0.0	30784706.3	0.2554	20.5	9.18	3.1	3.0	0.0	-136.1	5.2	448.2	12663.0	120535529.1	0.984	3.0	14.5	10.3	0.036
mcp1k	286681	UNHELD-WIDE	UNHELD	24	-1	OWN	0	733.0	0.0	7461651.6	0.0619	23.3	3.22	3.1	3.0	0.0	-136.0	30.7	439.7	12663.0	120535529.1	0.985	3.0	16.1	12.7	0.143
mcp1k	287211	UNHELD-WIDE	UNHELD	0	-1	OWN	0	113.0	0.0	672857.7	0.0362	9.3	1.43	7.0	3.0	0.0	100.6	-35.9	289.5	2165.0	18603801.3	1.0	3.0	8.9	7.2	0.0
mcp1k	287431	NEARBY-COMPANION	NEARBY	-1	18	COMPANION	0	1007.0	1007.0	30262194.5	1.5881	25.7	4.2	nan	nan	0.3	-201.0	-180.5	42.2	1076.0	19055781.8	nan	nan	nan	nan	nan
mcp1k	287431	UNHELD-WIDE	UNHELD	0	-1	OWN	0	977.0	0.0	18640382.1	0.9782	27.9	3.87	nan	317.6	0.0	-201.8	-164.9	44.7	1076.0	19055781.8	0.0	317.6	345.5	341.0	1.0
mcp1k	287517	NEARBY-OTHER	NEARBY	-1	24	OTHER	5	2589.0	2589.0	17946287.8	0.9525	143.8	10.37	7.1	nan	1.8	72.2	151.0	380.5	2171.0	18840851.0	nan	nan	nan	nan	nan
mcp1k	287654	UNHELD-WIDE	UNHELD	3	-1	OWN	0	142.0	0.0	782736.4	0.0477	12.7	1.2	6.3	3.0	0.0	-5.8	82.0	488.7	2042.0	16412573.4	1.0	3.0	8.2	6.2	0.0
mcp1k	287654	UNHELD-WIDE	UNHELD	2	-1	OWN	0	91.0	0.0	592824.0	0.0361	11.7	1.15	12.7	3.0	0.0	-5.8	83.2	477.5	2042.0	16412573.4	1.0	3.0	7.4	5.9	0.0
mcp1k	290052	NEARBY-UNMATCHED	NEARBY	-1	4	UNMATCHED	1000002	5317.0	5317.0	40508898.1	3.4493	256.1	1.74	16.8	nan	4.5	97.0	5.9	428.4	1825.0	11744112.5	nan	nan	nan	nan	nan
mcp1k	290052	UNHELD-WIDE	UNHELD	2	-1	OWN	0	67.0	0.0	434208.0	0.037	8.7	1.52	3.4	3.1	0.0	107.1	-36.5	451.1	1825.0	11744112.5	1.0	3.1	8.3	7.1	0.0
mcp1k	291548	NEARBY-OTHER	NEARBY	-1	5	OTHER	4	6473.0	6473.0	70816579.3	5.7964	240.2	1.32	18.6	nan	4.5	-140.7	0.2	412.2	965.0	12217403.0	nan	nan	nan	nan	nan
mcp1k	292533	UNHELD-WIDE	UNHELD	2	-1	OWN	0	158.0	0.0	1560289.0	0.0417	9.3	1.35	10.9	3.1	0.0	-118.7	135.6	143.3	3793.0	37418300.7	1.0	3.1	10.0	7.5	0.0
mcp1k	317741	NEARBY-UNMATCHED	NEARBY	-1	12	UNMATCHED	1000006	12049.0	12049.0	131384198.0	51.8637	168.4	6.36	7.0	nan	0.7	39.0	-55.8	54.3	342.0	2533259.0	nan	nan	nan	nan	nan
mcp1k	317939	UNHELD-WIDE	UNHELD	11	-1	OWN	0	426.0	0.0	2598342.0	0.0542	14.6	2.46	11.6	3.0	0.0	-131.8	104.9	146.1	6021.0	47981030.6	1.0	3.0	12.6	9.5	0.007
mcp1k	317939	UNHELD-WIDE	UNHELD	13	-1	OWN	0	325.0	0.0	2151012.3	0.0448	12.4	1.55	14.0	3.0	0.0	-132.1	102.6	158.6	6021.0	47981030.6	1.0	3.0	9.1	7.2	0.0
mcp1k	319611	UNHELD-WIDE	UNHELD	1	-1	OWN	0	240.0	0.0	1329529.5	0.1301	24.7	2.07	3.1	3.0	0.0	-196.0	-157.8	434.1	1844.0	10217103.1	1.0	3.0	11.5	9.1	0.0
mcp1k	320865	UNHELD-WIDE	UNHELD	2	-1	OWN	0	564.0	0.0	11423249.7	0.27	19.3	2.68	6.6	3.0	0.0	43.1	-2.0	93.9	3109.0	42300970.4	1.0	3.0	14.8	10.5	0.041
mcp1k	320865	UNHELD-WIDE	UNHELD	0	-1	OWN	0	413.0	0.0	4203542.7	0.0994	17.3	2.61	7.0	3.0	0.0	42.9	-6.4	81.3	3109.0	42300970.4	1.0	3.0	13.4	10.4	0.027
mcp1k	321107	UNHELD-WIDE	UNHELD	0	-1	OWN	0	2984.0	0.0	14086799.2	0.3588	99.6	4.77	4.8	3.0	0.0	-130.3	161.2	120.2	8217.0	39262450.5	1.0	3.0	23.9	16.4	0.211
mcp1k	321107	UNHELD-WIDE	UNHELD	1	-1	OWN	0	319.0	0.0	2109890.1	0.0537	22.9	2.44	6.5	3.0	0.0	-131.4	167.7	63.3	8217.0	39262450.5	1.0	3.0	14.9	10.4	0.047
mcp1k	345633	UNHELD-WIDE	UNHELD	5	-1	OWN	0	197.0	0.0	1587619.0	0.0403	21.8	1.25	5.4	3.0	0.0	83.9	-120.0	203.7	4353.0	39366143.7	1.0	3.0	6.8	5.7	0.0
mcp1k	349461	UNHELD-WIDE	UNHELD	0	-1	OWN	0	704.0	0.0	5869583.1	0.2092	26.1	2.86	5.9	3.0	0.0	-142.3	15.7	237.8	3510.0	28059332.2	1.0	3.0	14.4	12.1	0.111
mcp1k	351639	NEARBY-UNMATCHED	NEARBY	-1	14	UNMATCHED	1000000	5747.0	5747.0	55935167.7	19.9535	133.5	2.55	nan	nan	0.3	192.0	-96.4	381.9	356.0	2803277.9	nan	nan	nan	nan	nan
mcp1k	351639	UNHELD-WIDE	UNHELD	0	-1	OWN	0	306.0	0.0	2467208.9	0.8801	8.4	2.23	nan	6.3	0.0	201.7	5.3	329.1	356.0	2803277.9	0.0	6.3	21.3	17.0	0.5
mcp1k	352123	NEARBY-UNMATCHED	NEARBY	-1	19	UNMATCHED	1000005	3823.0	3823.0	53804340.9	8.3184	221.8	3.13	19.6	nan	1.0	159.2	20.1	420.5	606.0	6468078.0	nan	nan	nan	nan	nan
mcp1k	386332	NEARBY-OTHER	NEARBY	-1	6	OTHER	3	798.0	798.0	15474689.3	3.6022	55.8	0.42	10.2	nan	4.0	-171.5	-46.1	429.0	393.0	4295911.2	nan	nan	nan	nan	nan
mcp1k	394532	NEARBY-UNMATCHED	NEARBY	-1	7	UNMATCHED	1000000	37.0	37.0	341637.9	0.0652	15.2	2.18	2.3	nan	0.3	207.0	-190.8	19.0	672.0	5236944.3	nan	nan	nan	nan	nan
mcp1k	394642	UNHELD-WIDE	UNHELD	0	-1	OWN	0	1146.0	0.0	6665488.6	0.1752	101.1	3.19	6.0	3.0	0.0	13.4	133.6	108.6	7735.0	38040797.4	1.0	3.0	18.1	10.6	0.083
mcp1k	394642	UNHELD-WIDE	UNHELD	1	-1	OWN	0	1212.0	0.0	6236799.3	0.164	129.9	1.49	10.3	3.0	0.0	12.2	149.4	137.6	7735.0	38040797.4	1.0	3.0	10.3	6.8	0.0
mcp1k	401252	NEARBY-UNMATCHED	NEARBY	-1	14	UNMATCHED	1000009	4147.0	4147.0	73569025.6	7.1097	31.4	4.91	24.6	nan	2.7	107.1	162.1	492.4	1180.0	10347627.9	nan	nan	nan	nan	nan
mcp1k	401516	NEARBY-UNMATCHED	NEARBY	-1	6	UNMATCHED	1000002	11332.0	11332.0	66006224.3	3.381	206.2	6.58	12.8	nan	2.2	56.9	18.2	244.5	1769.0	19522744.2	nan	nan	nan	nan	nan
mcp1k	402880	UNHELD-WIDE	UNHELD	1	-1	OWN	0	617.0	0.0	3440913.6	0.2675	24.7	2.82	11.0	3.0	0.0	166.8	20.4	112.4	2233.0	12864474.4	1.0	3.0	15.6	10.9	0.044
mcp1k	402880	UNHELD-WIDE	UNHELD	0	-1	OWN	0	360.0	0.0	2175267.5	0.1691	19.5	3.52	5.1	3.0	0.0	167.0	39.5	93.1	2233.0	12864474.4	1.0	3.0	15.1	12.3	0.117
mcp1k	407918	UNHELD-WIDE	UNHELD	1	-1	OWN	0	605.0	0.0	4616937.2	0.2164	46.2	3.17	4.4	3.0	0.0	-105.0	-138.0	158.4	2793.0	21339256.3	1.0	3.0	8.6	6.7	0.0
mcp1k	409634	NEARBY-OTHER	NEARBY	-1	9	OTHER	10	136.0	136.0	709638.0	0.0823	10.4	1.6	0.9	nan	0.3	-0.3	177.2	226.4	1219.0	8624289.2	nan	nan	nan	nan	nan
mcp1k	409942	UNHELD-WIDE	UNHELD	0	-1	OWN	0	70.0	0.0	1308125.1	0.0802	6.7	1.04	5.3	3.0	0.0	106.0	-1.8	12.1	1179.0	16309322.3	1.0	3.0	6.5	5.4	0.0
mcp1k	409942	UNHELD-WIDE	UNHELD	1	-1	OWN	0	42.0	0.0	541414.0	0.0332	5.4	0.9	5.2	3.1	0.0	105.8	-5.0	3.9	1179.0	16309322.3	1.0	3.1	6.6	5.5	0.0
mcp1k	486687	UNHELD-WIDE	UNHELD	1	-1	OWN	0	316.0	0.0	1321336.4	0.0358	22.7	1.2	4.3	3.0	0.0	-138.5	145.3	165.8	5361.0	36881734.7	0.759	3.0	7.1	6.3	0.0
mcp1k	490361	UNHELD-WIDE	UNHELD	0	-1	OWN	0	116.0	0.0	1729206.3	0.0982	6.7	1.15	4.6	3.0	0.0	-176.7	-119.8	453.9	1287.0	17604340.9	1.0	3.0	6.7	5.7	0.0
mcp1k	490361	UNHELD-WIDE	UNHELD	1	-1	OWN	0	47.0	0.0	900441.0	0.0511	6.8	0.83	3.5	3.0	0.0	-176.5	-115.2	446.3	1287.0	17604340.9	1.0	3.0	5.8	4.8	0.0
mcp1k	491483	NEARBY-UNMATCHED	NEARBY	-1	11	UNMATCHED	1000004	4382.0	4382.0	30377577.5	5.2745	282.3	2.61	3.8	nan	2.4	71.6	9.8	305.3	587.0	5759356.6	nan	nan	nan	nan	nan
mcp2k	48488	NEARBY-OTHER	NEARBY	-1	18	OTHER	1	13208.0	13208.0	203606476.8	14.0379	225.4	7.89	28.8	nan	2.6	-154.1	16.7	261.9	2302.0	14504045.5	nan	nan	nan	nan	nan
mcp2k	49742	NEARBY-UNMATCHED	NEARBY	-1	19	UNMATCHED	1000000	4155.0	4155.0	42718866.1	5.279	168.6	1.68	5.9	nan	4.4	145.5	-61.3	72.2	981.0	8092172.1	nan	nan	nan	nan	nan
mcp2k	51260	NEARBY-COMPANION	NEARBY	-1	6	COMPANION	1	59.0	59.0	327742.0	0.127	2.3	0.94	0.2	nan	0.3	-201.7	97.5	28.5	375.0	2579805.9	nan	nan	nan	nan	nan
mcp2k	51546	UNHELD-WIDE	UNHELD	0	-1	OWN	0	257.0	0.0	2752544.0	0.1244	16.3	1.26	5.3	3.0	0.0	-159.0	173.6	434.8	2628.0	22133871.6	1.0	3.0	7.4	6.6	0.0
mcp2k	52121	UNHELD-TRACK	UNHELD	2	-1	OWN	0	135.0	0.0	897773.8	0.0576	26.5	0.67	12.1	3.0	0.0	-26.9	-182.2	106.2	1690.0	15581790.1	1.0	3.0	5.0	4.7	0.0
mcp2k	52121	UNHELD-WIDE	UNHELD	1	-1	OWN	0	339.0	0.0	3156098.0	0.2026	16.3	1.54	4.3	3.0	0.0	-28.8	-157.1	71.7	1690.0	15581790.1	1.0	3.0	9.2	7.2	0.0
mcp2k	54332	UNHELD-WIDE	UNHELD	1	-1	OWN	0	467.0	0.0	3294927.1	0.0586	26.6	2.41	9.1	3.0	0.0	60.3	-29.6	100.7	6992.0	56220128.9	1.0	3.0	14.2	9.8	0.015
mcp2k	54475	UNHELD-TRACK	UNHELD	2	-1	OWN	0	79.0	0.0	323970.0	0.0465	14.5	0.43	9.3	3.0	0.0	-92.0	-88.1	454.9	1112.0	6963028.0	1.0	3.0	4.2	4.2	0.0
mcp2k	58072	UNHELD-WIDE	UNHELD	0	-1	OWN	0	124.0	0.0	2239274.9	0.0965	5.5	1.11	3.5	3.0	0.0	-85.9	-102.5	159.0	1668.0	23214121.3	1.0	3.0	6.9	6.2	0.0
mcp2k	66652	UNHELD-WIDE	UNHELD	0	-1	OWN	0	219.0	0.0	1067446.1	0.0439	15.7	1.1	5.7	3.0	0.0	-49.8	168.2	130.6	4503.0	24305661.3	1.0	3.0	6.6	5.6	0.0
mcp2k	68308	NEARBY-OTHER	NEARBY	-1	14	OTHER	2	4205.0	4205.0	87599350.6	5.5633	249.7	4.46	25.2	nan	4.9	-141.8	20.1	95.9	2225.0	15745879.5	nan	nan	nan	nan	nan
mcp2k	68748	UNHELD-WIDE	UNHELD	3	-1	OWN	0	936.0	0.0	5922032.5	0.1072	88.3	2.12	7.9	3.0	0.0	-26.3	-5.8	197.6	10388.0	55247128.2	1.0	3.0	14.2	8.5	0.019
mcp2k	68748	UNHELD-WIDE	UNHELD	4	-1	OWN	0	918.0	0.0	5294223.8	0.0958	90.7	1.75	3.2	3.0	0.0	-26.1	-15.6	200.2	10388.0	55247128.2	1.0	3.0	14.0	7.5	0.008
mcp2k	69556	NEARBY-COMPANION	NEARBY	-1	5	COMPANION	6	26.0	26.0	179697.6	0.0595	12.5	0.7	14.1	nan	0.4	-201.7	116.5	146.2	281.0	3022615.7	nan	nan	nan	nan	nan
mcp2k	70222	UNHELD-TRACK	UNHELD	0	-1	OWN	0	88.0	0.0	715095.0	0.0411	8.9	0.7	5.4	3.0	0.0	-179.9	-143.8	471.3	1616.0	17391142.2	1.0	3.0	5.7	5.2	0.0
mcp2k	70472	UNHELD-WIDE	UNHELD	3	-1	OWN	0	3905.0	0.0	70887116.6	0.2198	126.2	6.49	4.1	3.0	0.0	-84.5	-34.0	426.5	16741.0	322546437.4	0.993	3.0	27.6	17.7	0.252
mcp2k	72759	UNHELD-WIDE	UNHELD	0	-1	OWN	0	187.0	0.0	821951.4	0.0455	11.9	2.26	7.9	3.0	0.0	-6.6	-186.8	265.0	3130.0	18072384.3	1.0	3.0	13.7	8.5	0.027
mcp2k	74326	UNHELD-WIDE	UNHELD	0	-1	OWN	0	543.0	0.0	3268327.2	0.0774	60.3	1.5	4.7	3.0	0.0	62.3	98.4	431.1	5885.0	42253201.0	1.0	3.0	8.6	6.4	0.0
mcp2k	74326	UNHELD-WIDE	UNHELD	1	-1	OWN	0	409.0	0.0	2617160.1	0.0619	51.4	1.12	12.5	3.0	0.0	61.7	106.0	441.2	5885.0	42253201.0	1.0	3.0	6.7	5.3	0.0
mcp2k	75052	UNHELD-WIDE	UNHELD	0	-1	OWN	0	1148.0	0.0	9866916.3	0.3583	22.9	3.11	3.4	3.0	0.0	-173.4	118.4	249.9	3302.0	27538786.7	1.0	3.0	16.2	12.3	0.111
mcp2k	75052	UNHELD-WIDE	UNHELD	1	-1	OWN	0	860.0	0.0	7832887.0	0.2844	20.2	2.6	3.2	3.0	0.0	-173.3	102.4	245.2	3302.0	27538786.7	1.0	3.0	13.7	10.1	0.03
mcp2k	75206	UNHELD-WIDE	UNHELD	8	-1	OWN	0	4315.0	0.0	16783751.8	0.2959	120.8	12.0	6.5	3.0	0.0	-121.4	46.3	330.2	14677.0	56718681.3	1.0	3.0	54.5	40.9	0.559
mcp2k	75206	UNHELD-WIDE	UNHELD	9	-1	OWN	0	2647.0	0.0	12250355.4	0.216	92.0	5.82	6.2	3.0	0.0	-121.8	69.2	284.4	14677.0	56718681.3	1.0	3.0	29.7	18.5	0.24
mcp2k	75795	UNHELD-WIDE	UNHELD	0	-1	OWN	0	3097.0	0.0	21989832.6	0.414	36.0	5.81	3.3	3.0	0.0	-195.7	153.9	194.6	7071.0	53115986.9	1.0	3.0	28.9	20.6	0.406
mcp2k	75795	UNHELD-WIDE	UNHELD	1	-1	OWN	0	1583.0	0.0	12027433.6	0.2264	42.2	5.58	11.8	3.0	0.0	-195.6	153.1	220.4	7071.0	53115986.9	1.0	3.0	23.6	18.1	0.268
mcp2k	77328	UNHELD-WIDE	UNHELD	1	-1	OWN	0	696.0	0.0	3534601.5	0.0603	48.9	1.79	6.7	3.0	0.0	-46.6	-130.0	270.9	9792.0	58636287.3	0.999	3.0	9.8	8.1	0.0
mcp2k	77328	UNHELD-WIDE	UNHELD	0	-1	OWN	0	483.0	0.0	3159367.5	0.0539	32.7	1.36	4.6	3.0	0.0	-46.0	-123.1	258.6	9792.0	58636287.3	1.0	3.0	9.9	6.7	0.0
mcp2k	93105	UNHELD-TRACK	UNHELD	4	-1	OWN	0	137.0	0.0	1478163.0	0.0451	11.4	0.77	14.1	3.0	0.0	112.9	97.8	321.2	3427.0	32769014.9	1.0	3.0	6.1	5.2	0.0
mcp2k	93696	UNHELD-WIDE	UNHELD	0	-1	OWN	0	173.0	0.0	1067997.2	0.0931	10.9	1.72	4.6	3.0	0.0	15.5	111.4	344.0	1745.0	11473925.8	1.0	3.0	10.5	7.9	0.0
mcp2k	93696	UNHELD-WIDE	UNHELD	1	-1	OWN	0	71.0	0.0	443976.6	0.0387	7.6	1.13	10.5	3.0	0.0	15.5	121.6	344.4	1745.0	11473925.8	1.0	3.0	7.3	6.0	0.0
mcp2k	93919	UNHELD-WIDE	UNHELD	2	-1	OWN	0	94.0	0.0	841906.5	0.0489	6.3	1.13	6.3	3.0	0.0	-87.2	168.0	145.6	1613.0	17215877.6	1.0	3.0	6.1	5.4	0.0
mcp2k	94392	UNHELD-WIDE	UNHELD	1	-1	OWN	0	329.0	0.0	2088932.5	0.0463	17.8	2.48	5.9	3.0	0.0	-98.5	7.7	266.8	3710.0	45096051.7	1.0	3.0	11.9	10.0	0.0
mcp2k	94678	UNHELD-WIDE	UNHELD	1	-1	OWN	0	1089.0	0.0	4819192.1	0.3281	44.6	3.06	5.5	3.0	0.0	57.4	86.6	448.2	3531.0	14689053.9	1.0	3.0	18.0	12.2	0.107
mcp2k	94678	UNHELD-WIDE	UNHELD	0	-1	OWN	0	768.0	0.0	3059162.2	0.2083	44.6	3.06	10.7	3.0	0.0	57.6	101.5	459.8	3531.0	14689053.9	1.0	3.0	18.8	12.2	0.108
mcp2k	94942	NEARBY-UNMATCHED	NEARBY	-1	8	UNMATCHED	1000003	1456.0	1456.0	16287377.6	1.6418	87.6	0.5	2.8	nan	0.6	157.0	68.0	406.1	1362.0	9920331.1	nan	nan	nan	nan	nan
mcp2k	95184	UNHELD-WIDE	UNHELD	0	-1	OWN	0	132.0	0.0	1741831.0	0.1422	10.0	1.32	3.2	3.0	0.0	-116.4	-43.2	234.0	829.0	12253187.8	1.0	3.0	8.6	6.2	0.0
mcp2k	95184	UNHELD-WIDE	UNHELD	1	-1	OWN	0	97.0	0.0	1428154.3	0.1166	9.9	1.19	3.3	3.0	0.0	-116.6	-46.2	243.0	829.0	12253187.8	1.0	3.0	7.9	5.9	0.0
mcp2k	97033	NEARBY-COMPANION	NEARBY	-1	4	COMPANION	7	43.0	43.0	676545.0	0.0891	4.7	0.84	17.9	nan	0.3	-0.3	176.9	87.1	559.0	7590517.3	nan	nan	nan	nan	nan
mcp2k	98338	UNHELD-WIDE	UNHELD	0	-1	OWN	0	123.0	0.0	1680844.1	0.1267	10.2	1.48	3.7	3.0	0.0	106.7	0.7	450.1	1080.0	13267607.9	1.0	3.0	8.8	7.4	0.0
mcp2k	98452	UNHELD-WIDE	UNHELD	2	-1	OWN	0	307.0	0.0	2092823.0	0.0626	30.9	1.27	8.1	3.0	0.0	64.6	53.0	361.8	5743.0	33430171.4	1.0	3.0	7.9	6.3	0.0
mcp2k	98452	UNHELD-WIDE	UNHELD	1	-1	OWN	0	212.0	0.0	1307034.0	0.0391	18.5	1.27	4.4	3.0	0.0	66.2	45.1	338.6	5743.0	33430171.4	1.0	3.0	8.4	6.5	0.0
