sample	event	nflash	nclus	n_noflash	n_correct	n_wrong	n_oob	note
mcp1k	291785	12	70	0	17	52	1	
mcp1k	291961	20	46	0	25	21	0	
mcp1k	292005	15	53	0	9	44	0	
mcp1k	292027	16	63	0	17	46	0	
mcp1k	292115	13	34	0	12	22	0	
mcp1k	292384	14	58	1	45	12	0	
mcp1k	292406	13	60	0	31	29	0	
mcp1k	292423	14	38	0	22	16	0	
mcp1k	292450	16	58	0	38	20	0	
mcp1k	292533	15	74	0	13	61	0	
mcp1k	292577	13	34	0	18	16	0	
mcp1k	292643	21	119	0	50	69	0	
mcp1k	292687	9	54	0	22	32	0	
mcp1k	292797	23	69	0	37	32	0	
mcp1k	293127	15	34	0	8	26	0	
mcp1k	293149	11	52	0	31	21	0	
mcp1k	293391	21	75	0	52	23	0	
mcp1k	313781	12	50	0	25	18	7	
mcp1k	313847	20	58	0	39	19	0	
mcp1k	313979	24	45	0	27	18	0	
mcp1k	314199	14	66	0	49	17	0	
mcp1k	314309	13	44	0	10	32	2	
mcp1k	314507	15	51	0	22	29	0	
mcp1k	314705	18	73	0	37	35	1	
mcp1k	314881	14	36	0	22	14	0	
mcp1k	314925	15	50	1	25	24	0	
mcp1k	315013	13	63	0	41	22	0	
mcp1k	315079	14	35	1	7	25	2	
mcp1k	315167	13	69	0	31	38	0	
mcp1k	315343	14	52	0	29	23	0	
mcp1k	315409	18	56	0	11	45	0	
mcp1k	315497	20	54	0	8	44	2	
mcp1k	315629	13	58	0	41	17	0	
mcp1k	315849	14	65	0	44	21	0	
mcp1k	315871	16	48	0	19	29	0	
mcp1k	315959	11	28	0	12	14	2	
mcp1k	316003	18	96	0	56	40	0	
mcp1k	316025	16	55	0	21	34	0	
mcp1k	316311	9	26	0	9	17	0	
mcp1k	316487	14	36	0	18	18	0	
mcp1k	316553	16	56	0	37	19	0	
mcp1k	316729	10	31	0	16	15	0	
mcp1k	316971	16	48	0	38	10	0	
mcp1k	317191	18	55	0	32	23	0	
mcp1k	317323	16	56	0	14	41	1	
mcp1k	317543	11	50	0	32	18	0	
mcp1k	317741	14	94	0	39	55	0	
mcp1k	317939	19	112	0	62	50	0	
mcp1k	318049	18	68	1	44	23	0	
mcp1k	318335	8	58	0	46	12	0	
mcp1k	318379	11	44	0	27	13	4	
mcp1k	318731	11	64	0	37	27	0	
mcp1k	319039	22	68	0	32	35	1	
mcp1k	319611	16	71	0	29	42	0	
mcp1k	319809	17	44	0	10	33	1	
mcp1k	320029	18	110	0	80	30	0	
mcp1k	320095	6	32	0	16	15	1	
mcp1k	320491	19	80	0	24	56	0	
mcp1k	320623	10	51	0	25	25	1	
mcp1k	320667	19	92	1	48	43	0	
mcp1k	320865	22	52	0	19	33	0	
mcp1k	321107	13	40	0	17	22	1	
mcp1k	321173	17	53	0	21	32	0	
mcp1k	321371	15	50	0	25	25	0	
mcp1k	321525	16	64	0	40	24	0	
mcp1k	321767	15	56	0	27	29	0	
mcp1k	321789	15	47	1	21	25	0	
mcp1k	345523	20	67	0	10	57	0	
mcp1k	345633	16	51	0	21	30	0	
mcp1k	345655	11	34	0	20	14	0	
mcp1k	346293	9	23	0	9	14	0	
mcp1k	346315	17	55	0	24	30	1	
mcp1k	346491	7	37	0	12	25	0	
mcp1k	346623	16	56	0	33	23	0	
mcp1k	347085	15	74	0	57	15	2	
mcp1k	347129	9	56	0	40	16	0	
mcp1k	347371	16	62	0	35	27	0	
mcp1k	347833	21	53	0	32	21	0	
mcp1k	348075	12	57	0	21	36	0	
mcp1k	348471	14	63	0	36	27	0	
mcp1k	348515	10	48	0	31	15	2	
mcp1k	348691	9	61	0	8	46	7	
mcp1k	348713	9	61	0	35	26	0	
mcp1k	348845	14	28	0	13	13	2	
mcp1k	348889	19	71	0	24	47	0	
mcp1k	349087	16	58	0	11	47	0	
mcp1k	349241	23	76	0	68	8	0	
mcp1k	349373	14	69	0	45	24	0	
mcp1k	349461	13	72	0	26	46	0	
mcp1k	349527	14	89	0	26	62	1	
mcp1k	349549	10	72	0	17	55	0	
mcp1k	349835	10	50	0	29	18	3	
mcp1k	349879	16	44	0	23	16	5	
mcp1k	349945	15	81	0	47	34	0	
mcp1k	350099	17	37	0	27	10	0	
mcp1k	350121	14	62	0	38	24	0	
mcp1k	350297	21	47	0	22	25	0	
mcp1k	350781	14	44	0	12	32	0	
mcp1k	350935	13	52	0	31	21	0	
mcp1k	351507	10	80	0	22	58	0	
mcp1k	351551	11	45	0	25	19	1	
mcp1k	351617	14	50	0	9	41	0	
mcp1k	351639	12	72	0	32	40	0	
mcp1k	351705	10	34	0	6	28	0	
mcp1k	351749	14	81	0	50	31	0	
mcp1k	351815	19	80	0	35	45	0	
mcp1k	352123	15	61	0	34	27	0	
mcp1k	352211	14	29	0	14	15	0	
mcp1k	352233	10	52	0	29	23	0	
mcp1k	352365	11	55	0	44	11	0	
mcp1k	352915	17	50	0	17	33	0	
mcp1k	352937	17	59	0	34	25	0	
mcp1k	353179	12	112	1	4	107	0	
mcp1k	353223	12	60	0	12	48	0	
mcp1k	353487	14	50	0	36	14	0	
mcp1k	353729	15	126	0	57	69	0	
mcp1k	353751	13	50	0	11	38	1	
mcp1k	386332	12	60	0	27	32	1	
mcp1k	386354	4	21	0	2	19	0	
mcp1k	386442	12	67	0	30	37	0	
mcp1k	386794	16	50	1	25	23	1	
mcp1k	386816	12	36	0	16	20	0	
mcp1k	386838	13	27	1	16	8	2	
mcp1k	386948	12	94	0	60	34	0	
mcp1k	387102	16	56	0	29	26	1	
mcp1k	387168	10	40	0	24	14	2	
mcp1k	387674	18	58	0	29	29	0	
mcp1k	387696	12	34	0	16	18	0	
mcp1k	387850	15	42	0	11	31	0	
mcp1k	388026	10	57	0	13	39	5	
mcp1k	388224	16	80	0	30	50	0	
mcp1k	388510	21	66	0	42	24	0	
mcp1k	388642	13	67	0	44	16	7	
mcp1k	388752	15	36	1	18	17	0	
mcp1k	388884	16	37	0	18	19	0	
mcp1k	388972	12	46	0	32	14	0	
mcp1k	389214	15	42	0	20	20	2	
mcp1k	389302	10	43	0	10	28	5	
mcp1k	389544	9	40	0	24	16	0	
mcp1k	389588	14	61	0	38	23	0	
mcp1k	389830	10	34	0	15	19	0	
mcp1k	389874	18	82	0	45	37	0	
mcp1k	389962	15	39	0	19	20	0	
mcp1k	390006	10	66	0	39	25	2	
mcp1k	390028	12	51	0	29	22	0	
mcp1k	390182	17	78	0	33	45	0	
mcp1k	390270	19	64	0	32	32	0	
mcp1k	390534	10	40	0	22	18	0	
mcp1k	390600	13	29	0	13	16	0	
mcp1k	390644	15	37	0	32	5	0	
mcp1k	390842	13	67	0	46	20	1	
mcp1k	390864	14	56	0	22	34	0	
mcp1k	390996	14	55	0	30	25	0	
mcp1k	391172	4	20	0	1	19	0	
mcp1k	391238	10	51	0	18	33	0	
mcp1k	391260	13	35	0	26	9	0	
mcp1k	391722	16	78	0	7	69	2	
mcp1k	391766	14	68	0	33	32	3	
mcp1k	391826	7	34	1	1	29	3	
mcp1k	391854	11	68	0	19	46	3	
mcp1k	392112	21	55	0	27	28	0	
mcp1k	392178	11	28	0	25	3	0	
mcp1k	392184	16	56	0	45	10	1	
mcp1k	392200	19	83	0	28	55	0	
mcp1k	392272	17	55	0	33	22	0	
mcp1k	392316	7	59	0	25	33	1	
mcp1k	392338	13	60	0	11	49	0	
mcp1k	392354	14	46	0	14	32	0	
mcp1k	392376	11	37	0	15	22	0	
mcp1k	392552	14	31	0	13	17	1	
mcp1k	392558	9	34	0	29	5	0	
mcp1k	392684	12	27	0	25	2	0	
mcp1k	392800	14	62	0	18	44	0	
mcp1k	393042	17	41	0	28	10	3	
mcp1k	393086	18	50	0	36	14	0	
mcp1k	393124	17	64	0	33	31	0	
mcp1k	393212	17	84	0	15	69	0	
mcp1k	393256	14	33	0	22	11	0	
mcp1k	393322	17	38	0	27	11	0	
mcp1k	393410	10	55	0	5	50	0	
mcp1k	393542	19	57	0	33	23	1	
mcp1k	393608	16	32	0	15	16	1	
mcp1k	394268	19	58	0	45	13	0	
mcp1k	394488	7	32	0	7	24	1	
mcp1k	394532	15	42	0	13	28	1	
mcp1k	394642	12	50	0	13	37	0	
mcp1k	394796	12	55	0	32	23	0	
mcp1k	394906	19	68	0	32	36	0	
mcp1k	395060	21	68	0	49	19	0	
mcp1k	395148	5	49	0	29	7	13	
mcp1k	395258	11	49	0	23	26	0	
mcp1k	395390	9	52	0	8	44	0	
mcp1k	395610	20	55	0	39	16	0	
mcp1k	395654	14	48	0	18	30	0	
mcp1k	395720	12	83	0	56	27	0	
mcp1k	395764	15	47	0	34	12	1	
mcp1k	395852	11	51	0	37	14	0	
mcp1k	395962	13	53	0	42	11	0	
mcp1k	396776	12	43	0	10	33	0	
mcp1k	397194	12	55	0	13	42	0	
mcp1k	397238	16	79	0	22	57	0	
mcp1k	397392	13	46	0	31	15	0	
mcp1k	397480	16	52	0	28	24	0	
mcp1k	397568	19	98	0	62	36	0	
mcp1k	397722	18	68	0	34	34	0	
mcp1k	397920	10	40	0	11	29	0	
mcp1k	398084	11	54	0	24	30	0	
mcp1k	398238	18	56	0	20	36	0	
mcp1k	398260	12	62	0	38	24	0	
mcp1k	398414	17	53	0	18	35	0	
mcp1k	398436	14	50	0	36	14	0	
mcp1k	398480	17	46	0	26	20	0	
mcp1k	398514	14	52	0	15	36	1	
mcp1k	398656	15	51	0	40	11	0	
mcp1k	398690	16	51	1	22	28	0	
mcp1k	398722	12	67	0	15	52	0	
mcp1k	398810	15	36	0	14	22	0	
mcp1k	398932	16	55	0	21	31	3	
mcp1k	399042	16	56	0	34	22	0	
mcp1k	399052	11	66	0	48	13	5	
mcp1k	399118	11	61	0	32	29	0	
mcp1k	399240	15	57	0	26	31	0	
mcp1k	399284	14	53	0	26	27	0	
mcp1k	399328	14	47	0	26	14	7	
mcp1k	399382	14	62	0	38	24	0	
mcp1k	399426	19	43	0	17	26	0	
mcp1k	399702	19	174	0	136	38	0	
mcp1k	399856	16	28	0	10	18	0	
mcp1k	399910	14	42	0	23	19	0	
mcp1k	399998	19	58	0	44	14	0	
mcp1k	400054	17	80	0	38	42	0	
mcp1k	400174	9	36	0	13	23	0	
mcp1k	400262	14	29	0	14	15	0	
mcp1k	400274	13	59	0	14	45	0	
mcp1k	400460	17	55	1	30	24	0	
mcp1k	400504	14	65	0	30	35	0	
mcp1k	400592	18	52	1	20	31	0	
mcp1k	400636	12	54	0	19	34	1	
mcp1k	400724	10	69	0	36	33	0	
mcp1k	400768	15	44	0	33	11	0	
mcp1k	400856	13	42	0	28	14	0	
mcp1k	400900	10	48	0	25	23	0	
mcp1k	400922	17	39	0	13	26	0	
mcp1k	401054	10	32	0	17	15	0	
mcp1k	401208	16	68	0	50	18	0	
mcp1k	401252	12	52	0	12	40	0	
mcp1k	401450	20	93	0	61	32	0	
mcp1k	401516	15	37	0	17	20	0	
mcp1k	401626	12	26	0	22	4	0	
mcp1k	401758	12	27	0	19	8	0	
mcp1k	401780	14	41	0	11	30	0	
mcp1k	401824	15	130	0	121	9	0	
mcp1k	401846	10	33	0	21	11	1	
mcp1k	401912	17	49	0	23	26	0	
mcp1k	401934	18	57	0	40	17	0	
mcp1k	402330	14	41	0	17	24	0	
mcp1k	402484	11	46	0	12	34	0	
mcp1k	402506	13	46	0	19	27	0	
mcp1k	402528	14	47	0	26	21	0	
mcp1k	402880	12	57	0	21	36	0	
mcp1k	402902	17	98	0	48	50	0	
mcp1k	402968	18	79	0	53	25	1	
mcp1k	403518	13	69	0	10	56	3	
mcp1k	403716	10	42	0	29	13	0	
mcp1k	403958	16	55	1	36	18	0	
mcp1k	404244	18	72	0	17	52	3	
mcp1k	404464	14	45	0	24	21	0	
mcp1k	404684	11	26	0	11	14	1	
mcp1k	404772	16	44	0	25	19	0	
mcp1k	404816	13	43	0	16	27	0	
mcp1k	404860	13	97	0	32	65	0	
mcp1k	405190	18	54	0	23	31	0	
mcp1k	405212	18	57	0	21	36	0	
mcp1k	405234	21	48	0	21	27	0	
mcp1k	405432	18	131	0	105	26	0	
mcp1k	405454	9	88	0	43	43	2	
mcp1k	405586	16	67	0	22	45	0	
mcp1k	405674	17	95	0	64	30	1	
mcp1k	405740	14	61	0	38	23	0	
mcp1k	405938	15	50	0	13	37	0	
mcp1k	406444	12	54	0	39	15	0	
mcp1k	406642	8	40	0	28	12	0	
mcp1k	406752	19	76	0	55	21	0	
mcp1k	406796	8	61	0	33	25	3	
mcp1k	407148	15	41	0	10	31	0	
mcp1k	407170	14	40	0	25	15	0	
mcp1k	407258	12	48	0	17	31	0	
mcp1k	407280	17	52	0	36	16	0	
mcp1k	407918	16	54	0	42	12	0	
mcp1k	408028	10	30	0	21	9	0	
mcp1k	408094	20	59	0	30	29	0	
mcp1k	408534	10	23	0	11	10	2	
mcp1k	408556	15	34	0	9	25	0	
mcp1k	408776	15	62	0	30	32	0	
mcp1k	409084	10	63	0	40	20	3	
mcp1k	409282	8	29	0	14	15	0	
mcp1k	409458	11	57	0	4	53	0	
mcp1k	409480	13	53	0	15	35	3	
mcp1k	409546	6	41	0	17	24	0	
mcp1k	409590	13	75	0	37	38	0	
mcp1k	409634	18	75	0	47	28	0	
mcp1k	409920	17	59	0	41	18	0	
mcp1k	409942	15	100	0	36	64	0	
mcp1k	409964	13	61	0	19	42	0	
mcp1k	410008	15	104	0	56	48	0	
mcp1k	410426	17	32	0	19	13	0	
mcp1k	410558	15	44	1	26	17	0	
mcp1k	411152	14	56	0	19	37	0	
mcp1k	411262	18	71	0	35	36	0	
mcp1k	411306	11	36	0	18	18	0	
mcp1k	411460	15	47	0	16	31	0	
mcp1k	411790	14	49	0	19	29	1	
mcp1k	411834	19	60	0	23	37	0	
mcp1k	412208	12	54	0	40	14	0	
mcp1k	412626	16	54	0	23	31	0	
mcp1k	412692	10	40	0	36	4	0	
mcp1k	412846	11	37	0	11	25	1	
mcp1k	486049	13	40	0	33	7	0	
mcp1k	486093	17	48	0	12	36	0	
mcp1k	486225	11	27	0	13	14	0	
mcp1k	486247	9	36	0	26	7	3	
mcp1k	486511	15	57	1	31	25	0	
mcp1k	486577	15	55	0	22	33	0	
mcp1k	486621	16	39	1	15	23	0	
mcp1k	486687	17	106	0	58	48	0	
mcp1k	486753	13	58	0	45	13	0	
mcp1k	486907	17	98	0	61	37	0	
mcp1k	487237	13	38	0	24	14	0	
mcp1k	487259	17	44	0	20	24	0	
mcp1k	487303	17	68	0	36	32	0	
mcp1k	487545	11	28	0	15	13	0	
mcp1k	487633	13	45	0	10	35	0	
mcp1k	487853	12	47	0	16	31	0	
mcp1k	488139	17	47	0	26	21	0	
mcp1k	488689	17	35	0	20	13	2	
mcp1k	488755	10	48	0	19	28	1	
mcp1k	488799	12	60	0	11	46	3	
mcp1k	488953	16	44	0	22	22	0	
mcp1k	489327	18	87	0	43	44	0	
mcp1k	489459	16	49	0	19	30	0	
mcp1k	489503	17	70	0	36	34	0	
mcp1k	489679	13	55	0	19	35	1	
mcp1k	489789	16	35	0	15	20	0	
mcp1k	489811	12	61	0	34	27	0	
mcp1k	490339	10	33	0	15	18	0	
mcp1k	490361	22	52	0	29	23	0	
mcp1k	490559	14	56	0	32	22	2	
mcp1k	490581	17	51	0	39	12	0	
mcp1k	490779	13	46	0	31	15	0	
mcp1k	490889	19	68	0	45	23	0	
mcp1k	490977	14	57	0	20	37	0	
mcp1k	491021	11	32	1	27	4	0	
mcp1k	491197	15	50	0	17	33	0	
mcp1k	491241	19	43	0	33	10	0	
mcp1k	491285	21	51	0	29	22	0	
mcp1k	491417	12	68	0	50	18	0	
mcp1k	491483	13	33	0	13	20	0	
mcp1k	491857	9	38	0	25	13	0	
mcp1k	492649	14	73	0	22	51	0	
mcp1k	492803	15	90	0	59	31	0	
mcp1k	492891	18	54	0	36	17	1	
mcp1k	492913	12	32	0	7	25	0	
mcp1k	493199	11	42	1	12	29	0	
mcp1k	493243	10	49	0	13	32	4	
mcp1k	493397	9	29	0	11	18	0	
mcp1k	493419	12	27	0	11	16	0	
mcp1k	493485	20	59	1	29	29	0	
mcp2k	47036	11	35	0	14	21	0	
mcp2k	47058	12	46	0	32	14	0	
mcp2k	47212	18	110	0	88	22	0	
mcp2k	47278	18	67	0	45	22	0	
mcp2k	47608	13	38	0	10	27	1	
mcp2k	47696	13	47	0	20	27	0	
mcp2k	47784	13	50	0	23	25	2	
mcp2k	47894	17	57	0	17	40	0	
mcp2k	47916	16	29	0	8	21	0	
mcp2k	47982	10	43	0	17	26	0	
mcp2k	48246	17	54	0	20	34	0	
mcp2k	48444	11	44	0	28	16	0	
mcp2k	48488	16	65	0	23	42	0	
mcp2k	48774	8	35	0	12	23	0	
mcp2k	48840	15	50	0	17	33	0	
mcp2k	49016	18	105	0	56	49	0	
mcp2k	49346	14	43	0	20	22	1	
mcp2k	49415	14	56	0	39	17	0	
mcp2k	49657	12	41	0	16	22	3	
mcp2k	49698	19	54	0	17	37	0	
mcp2k	49742	17	61	0	9	52	0	
mcp2k	49745	10	44	0	18	24	2	
mcp2k	49767	23	58	0	26	32	0	
mcp2k	49789	17	49	0	27	20	2	
mcp2k	49877	18	78	0	36	42	0	
mcp2k	49984	19	66	0	24	42	0	
mcp2k	49987	14	36	0	18	18	0	
mcp2k	50182	9	68	0	31	37	0	
mcp2k	50226	11	33	0	10	23	0	
mcp2k	50270	11	84	0	25	43	16	
mcp2k	50273	12	29	0	10	19	0	
mcp2k	50336	11	25	1	11	13	0	
mcp2k	50446	16	68	0	19	49	0	
mcp2k	50680	20	55	0	43	11	1	
mcp2k	50688	8	32	0	11	20	1	
mcp2k	50732	15	27	0	6	21	0	
mcp2k	50801	17	65	0	42	23	0	
mcp2k	50812	15	37	0	12	25	0	
mcp2k	50842	18	83	0	43	40	0	
mcp2k	51065	20	76	0	46	30	0	
mcp2k	51109	13	31	0	22	9	0	
mcp2k	51128	16	58	1	18	39	0	
mcp2k	51153	16	51	0	20	29	2	
mcp2k	51208	12	43	0	35	8	0	
mcp2k	51219	10	44	0	20	22	2	
mcp2k	51260	25	72	0	36	36	0	
mcp2k	51348	12	39	0	20	19	0	
mcp2k	51417	17	37	0	22	15	0	
mcp2k	51428	12	63	0	19	44	0	
mcp2k	51546	17	67	0	40	27	0	
mcp2k	51590	14	41	0	19	22	0	
mcp2k	51692	17	81	0	23	58	0	
mcp2k	51722	18	66	0	50	16	0	
mcp2k	51736	10	42	0	5	35	2	
mcp2k	51846	11	29	0	16	8	5	
mcp2k	51868	7	76	0	25	51	0	
mcp2k	51890	13	63	0	45	17	1	
mcp2k	51934	20	73	0	24	49	0	
mcp2k	51964	13	26	0	12	14	0	
mcp2k	52044	16	61	0	49	12	0	
mcp2k	52121	11	46	0	34	12	0	
mcp2k	52220	14	50	0	44	6	0	
mcp2k	52286	21	80	0	21	59	0	
mcp2k	52297	18	42	0	14	28	0	
mcp2k	52338	16	35	0	19	16	0	
mcp2k	52352	16	59	0	24	35	0	
mcp2k	52404	14	63	1	24	38	0	
mcp2k	52558	11	27	0	24	3	0	
mcp2k	52572	25	90	0	47	43	0	
mcp2k	52605	11	52	0	25	27	0	
mcp2k	52638	19	64	0	46	14	4	
mcp2k	52693	15	58	0	32	26	0	
mcp2k	52715	14	65	0	50	15	0	
mcp2k	52759	11	48	0	17	31	0	
mcp2k	52880	7	45	0	4	41	0	
mcp2k	53001	10	29	1	21	7	0	
mcp2k	53111	16	58	0	33	25	0	
mcp2k	53130	14	47	0	32	15	0	
mcp2k	53196	15	107	0	61	46	0	
mcp2k	53342	15	44	0	18	26	0	
mcp2k	53474	10	41	0	21	20	0	
mcp2k	53584	18	58	0	34	23	1	
mcp2k	53658	22	54	0	35	19	0	
mcp2k	53749	9	52	0	21	29	2	
mcp2k	53790	14	63	0	30	33	0	
mcp2k	53793	15	37	0	13	22	2	
mcp2k	53848	21	106	0	80	26	0	
mcp2k	53881	13	70	0	37	33	0	
mcp2k	53944	6	26	0	10	16	0	
mcp2k	53980	12	46	0	29	17	0	
mcp2k	54068	12	58	0	36	18	4	
mcp2k	54156	14	44	1	28	15	0	
mcp2k	54255	19	52	0	23	28	1	
mcp2k	54332	10	129	0	47	73	9	
mcp2k	54450	12	50	0	33	17	0	
mcp2k	54453	10	74	1	52	20	1	
mcp2k	54464	14	31	0	13	18	0	
mcp2k	54475	13	45	0	23	22	0	
mcp2k	54508	15	47	0	21	26	0	
mcp2k	54629	15	55	0	13	42	0	
mcp2k	54640	10	41	0	13	28	0	
mcp2k	54692	8	34	0	12	22	0	
mcp2k	54706	9	35	0	14	21	0	
mcp2k	54717	14	66	0	33	33	0	
mcp2k	54882	19	88	0	36	52	0	
mcp2k	55154	11	32	0	18	14	0	
mcp2k	55220	15	42	0	19	23	0	
mcp2k	55278	11	49	0	21	27	1	
mcp2k	55286	17	60	0	18	42	0	
mcp2k	55322	18	65	0	44	21	0	
mcp2k	55377	17	45	0	31	14	0	
mcp2k	55443	9	53	0	16	37	0	
mcp2k	55542	14	52	0	35	17	0	
mcp2k	55740	18	70	0	22	48	0	
mcp2k	55770	17	63	0	48	15	0	
mcp2k	55773	14	43	0	13	30	0	
mcp2k	55806	9	62	0	51	11	0	
mcp2k	56136	14	55	0	27	28	0	
mcp2k	56144	14	62	0	48	14	0	
mcp2k	56180	9	62	0	41	21	0	
mcp2k	56257	15	54	0	27	24	3	
mcp2k	56290	14	52	0	16	35	1	
mcp2k	56334	17	62	0	21	41	0	
mcp2k	56466	12	39	0	26	13	0	
mcp2k	56521	13	61	0	52	9	0	
mcp2k	56763	12	36	0	23	13	0	
mcp2k	56829	15	47	0	27	20	0	
mcp2k	56862	10	18	1	7	10	0	
mcp2k	56906	8	48	0	26	22	0	
mcp2k	56939	14	49	0	15	34	0	
mcp2k	56961	20	82	0	53	29	0	
mcp2k	56972	16	49	0	30	19	0	
mcp2k	57148	16	64	0	36	28	0	
mcp2k	57280	17	55	0	19	34	2	
mcp2k	57291	8	29	1	9	19	0	
mcp2k	57346	19	166	0	160	5	1	
mcp2k	57577	9	40	0	23	17	0	
mcp2k	57665	10	55	0	43	9	3	
mcp2k	57709	14	100	0	57	41	2	
mcp2k	57731	14	43	0	22	13	8	
mcp2k	57742	11	42	0	33	9	0	
mcp2k	57753	15	77	0	36	39	2	
mcp2k	57764	4	22	4	12	6	0	
mcp2k	58006	10	59	0	20	39	0	
mcp2k	58072	15	69	0	52	17	0	
mcp2k	58237	20	103	0	70	33	0	
mcp2k	58325	13	63	0	36	27	0	
mcp2k	58523	9	27	0	13	14	0	
mcp2k	58787	13	40	0	22	17	1	
mcp2k	58919	14	46	0	30	16	0	
mcp2k	65266	14	38	0	34	4	0	
mcp2k	65376	7	19	0	7	12	0	
mcp2k	65508	10	46	0	19	26	1	
mcp2k	65948	15	46	0	24	22	0	
mcp2k	66124	17	61	0	17	44	0	
mcp2k	66278	15	54	0	27	26	1	
mcp2k	66366	27	88	0	44	44	0	
mcp2k	66526	17	52	0	18	33	1	
mcp2k	66636	10	37	0	24	13	0	
mcp2k	66652	21	100	0	55	45	0	
mcp2k	66718	13	34	1	17	16	0	
mcp2k	66856	10	28	0	18	9	1	
mcp2k	66872	11	50	0	19	30	1	
mcp2k	66900	11	108	0	59	49	0	
mcp2k	66944	21	62	0	25	37	0	
mcp2k	66966	23	36	1	17	18	0	
mcp2k	67026	15	35	0	23	11	1	
mcp2k	67164	17	37	0	17	20	0	
mcp2k	67296	11	31	0	25	6	0	
mcp2k	67356	14	61	0	46	14	1	
mcp2k	67620	22	69	0	27	42	0	
mcp2k	67802	15	67	0	41	26	0	
mcp2k	67824	11	55	0	18	36	1	
mcp2k	67840	13	52	0	27	25	0	
mcp2k	67868	14	69	0	23	46	0	
mcp2k	67898	14	38	0	32	5	1	
mcp2k	67928	7	38	0	14	24	0	
mcp2k	67942	20	55	0	32	23	0	
mcp2k	68038	23	44	1	29	14	0	
mcp2k	68280	17	74	0	54	20	0	
mcp2k	68308	14	38	0	19	19	0	
mcp2k	68316	13	64	1	23	40	0	
mcp2k	68346	13	45	0	7	38	0	
mcp2k	68456	16	46	0	15	31	0	
mcp2k	68654	16	89	0	23	66	0	
mcp2k	68726	14	68	0	26	42	0	
mcp2k	68748	19	82	0	40	42	0	
mcp2k	68830	14	41	0	35	6	0	
mcp2k	69006	10	101	0	30	71	0	
mcp2k	69072	16	40	0	22	18	0	
mcp2k	69144	12	51	0	14	37	0	
mcp2k	69152	16	51	0	25	26	0	
mcp2k	69232	17	63	0	44	19	0	
mcp2k	69254	18	71	0	30	41	0	
mcp2k	69306	11	65	0	12	47	6	
mcp2k	69314	16	73	0	52	21	0	
mcp2k	69380	20	52	0	29	23	0	
mcp2k	69386	16	66	1	21	43	1	
mcp2k	69394	14	71	0	29	41	1	
mcp2k	69408	8	25	0	7	18	0	
mcp2k	69518	14	64	0	17	47	0	
mcp2k	69556	20	65	0	35	29	1	
mcp2k	69570	10	35	0	17	18	0	
mcp2k	69600	21	44	0	26	18	0	
mcp2k	69618	16	32	0	20	12	0	
mcp2k	69636	11	34	0	5	28	1	
mcp2k	69666	12	62	0	15	47	0	
mcp2k	69772	20	62	0	27	35	0	
mcp2k	69848	11	36	2	18	13	3	
mcp2k	69922	11	48	0	21	27	0	
mcp2k	69926	19	82	0	42	40	0	
mcp2k	69936	10	38	0	20	17	1	
mcp2k	69952	21	47	0	36	11	0	
mcp2k	70010	15	50	0	42	8	0	
mcp2k	70084	20	59	0	38	21	0	
mcp2k	70112	21	46	0	31	15	0	
mcp2k	70124	26	98	0	69	29	0	
mcp2k	70128	18	70	0	33	35	2	
mcp2k	70178	10	91	0	28	54	9	
mcp2k	70186	12	43	0	19	20	4	
mcp2k	70222	8	41	0	31	10	0	
mcp2k	70288	10	43	0	41	2	0	
mcp2k	70442	15	42	0	36	6	0	
mcp2k	70472	16	74	0	37	37	0	
mcp2k	70486	13	25	0	16	9	0	
mcp2k	70538	16	72	0	23	48	1	
mcp2k	70574	8	33	0	6	23	4	
mcp2k	70612	9	41	0	25	16	0	
mcp2k	70640	9	55	0	39	16	0	
mcp2k	70652	27	146	0	66	80	0	
mcp2k	70670	16	92	0	26	66	0	
mcp2k	70692	19	49	0	26	21	2	
mcp2k	70696	17	70	0	35	35	0	
mcp2k	70713	17	62	0	36	26	0	
mcp2k	70735	12	47	0	27	20	0	
mcp2k	70744	23	56	0	37	19	0	
mcp2k	70750	11	49	0	20	20	9	
mcp2k	70757	17	71	0	40	31	0	
mcp2k	70766	17	56	0	23	33	0	
mcp2k	70779	9	58	0	23	35	0	
mcp2k	70788	22	93	0	53	38	2	
mcp2k	70810	6	23	0	10	13	0	
mcp2k	70816	15	33	0	22	11	0	
mcp2k	70882	12	57	0	22	35	0	
mcp2k	70912	16	37	0	26	11	0	
mcp2k	71022	12	62	0	22	40	0	
mcp2k	71088	19	48	0	26	22	0	
mcp2k	71092	9	35	0	25	10	0	
mcp2k	71102	14	34	0	17	17	0	
mcp2k	71140	16	51	0	21	30	0	
mcp2k	71286	16	58	0	43	15	0	
mcp2k	71290	18	66	0	16	50	0	
mcp2k	71466	11	43	0	30	13	0	
mcp2k	71558	19	102	0	65	37	0	
mcp2k	71638	15	35	0	16	17	2	
mcp2k	71642	9	87	0	3	82	2	
mcp2k	71646	20	59	0	41	18	0	
mcp2k	71681	12	36	0	27	9	0	
mcp2k	71704	8	41	0	30	11	0	
mcp2k	71748	18	72	0	24	48	0	
mcp2k	71778	19	104	0	28	76	0	
mcp2k	71806	12	36	0	5	28	3	
mcp2k	71872	12	85	0	26	59	0	
mcp2k	71902	14	45	0	32	13	0	
mcp2k	71945	15	43	0	26	17	0	
mcp2k	71976	15	78	0	53	22	3	
mcp2k	72055	18	42	0	24	18	0	
