sample	event	kind	gid	npts	Q	Qfrac	ext	rms	dvtx	dheld	cx	cy	cz	cluster	cl_class	cl_npts	cl_gid	dcand	n_cand_pts	Qcand	f_absorbed	dfit	dfit_max	dfit_p90	f_far12
mcp2k	51219	UNHELD	1	40	268778.0	0.0104	4.7	0.68	119.7	3.0	-107.2	-16.0	93.0	-1	OWN	0	0	0.0	3499	25723054.2	1.0	3.0	5.5	5.0	0.0
mcp2k	51219	UNHELD	3	11	77381.0	0.003	4.0	0.23	8.7	3.1	-87.1	-99.1	18.9	-1	OWN	0	0	0.0	3499	25723054.2	1.0	3.1	3.9	3.6	0.0
mcp2k	51219	UNHELD	4	13	51461.2	0.002	1.6	0.44	7.0	3.0	-85.6	-106.4	22.0	-1	OWN	0	0	0.0	3499	25723054.2	1.0	3.0	4.1	4.0	0.0
mcp2k	51219	UNHELD	5	11	99117.0	0.0039	1.0	0.32	8.8	3.1	-82.2	-111.9	23.4	-1	OWN	0	0	0.0	3499	25723054.2	1.0	3.9	4.9	4.7	0.0
mcp2k	51219	NEARBY	-1	21	145954.3	0.0057	1.3	0.48	159.4	nan	-108.3	0.0	129.2	42	COMPANION	21	1	2.6	3499	25723054.2					
mcp2k	51260	NEARBY	-1	59	327742.0	0.127	2.3	0.94	0.2	nan	-201.7	97.5	28.5	6	COMPANION	59	1	0.3	375	2579805.9					
mcp2k	51546	UNHELD	0	257	2752544.0	0.1244	16.3	1.26	5.3	3.0	-159.0	173.6	434.8	-1	OWN	0	0	0.0	2628	22133871.6	1.0	3.0	7.4	6.6	0.0
mcp2k	51546	UNHELD	1	51	333961.7	0.0151	6.9	0.89	48.0	3.0	-159.8	197.5	469.7	-1	OWN	0	0	0.0	2628	22133871.6	1.0	3.0	6.9	4.6	0.0
mcp2k	51546	UNHELD	3	53	304265.0	0.0137	6.8	1.1	33.4	3.0	-159.0	191.9	455.1	-1	OWN	0	0	0.0	2628	22133871.6	1.0	3.0	6.7	6.1	0.0
mcp2k	51546	UNHELD	4	18	98966.0	0.0045	5.8	0.6	23.8	3.1	-158.8	187.7	445.2	-1	OWN	0	0	0.0	2628	22133871.6	1.0	3.1	5.0	4.6	0.0
mcp2k	51546	NEARBY	-1	3	13408.0	0.0006	0.5	0.0	399.5	nan	0.1	62.9	71.1	2	COMPANION	3	2	0.3	2628	22133871.6					
mcp2k	51722	NEARBY	-1	13	95993.3	0.0166	1.1	0.39	116.7	nan	-201.9	27.4	102.3	7	COMPANION	13	10	0.3	596	5778228.0					
mcp2k	51868	UNHELD	0	15	145526.0	0.0024	3.9	0.9	81.1	3.0	16.9	-106.8	222.7	-1	OWN	0	0	0.0	2995	59506413.8	1.0	3.0	5.4	4.7	0.0
mcp2k	51868	UNHELD	1	215	4305388.6	0.0724	16.4	1.17	89.7	3.0	16.1	-132.0	222.1	-1	OWN	0	0	0.0	2995	59506413.8	1.0	3.0	9.3	7.4	0.0
mcp2k	51868	UNHELD	2	8	246296.0	0.0041	1.1	0.27	78.2	3.2	16.8	-99.6	228.1	-1	OWN	0	0	0.0	2995	59506413.8	1.0	3.2	4.6	4.4	0.0
mcp2k	51868	UNHELD	3	319	9421352.7	0.1583	20.6	1.52	37.6	3.0	16.1	-74.9	227.6	-1	OWN	0	0	0.0	2995	59506413.8	1.0	3.0	11.6	9.6	0.0
mcp2k	51868	UNHELD	4	7	26030.0	0.0004	1.8	0.16	26.6	3.0	14.3	-48.7	221.1	-1	OWN	0	0	0.0	2995	59506413.8	1.0	3.0	3.6	3.5	0.0
mcp2k	51868	UNHELD	7	51	496791.1	0.0083	8.1	0.53	4.8	3.0	13.1	-29.9	217.2	-1	OWN	0	0	0.0	2995	59506413.8	1.0	3.0	5.0	4.3	0.0
mcp2k	51890	UNHELD	0	11	81474.2	0.0045	0.9	0.41	168.2	21.1	19.2	65.1	185.4	-1	OWN	0	0	0.0	2957	17941583.4	1.0	21.1	22.2	22.0	1.0
mcp2k	51890	UNHELD	1	22	109877.6	0.0061	1.2	0.56	160.9	25.1	26.9	78.1	184.5	-1	OWN	0	0	0.0	2957	17941583.4	1.0	25.1	26.5	26.4	1.0
mcp2k	51964	NEARBY	-1	5	14093.0	0.0012	1.0	0.25	194.6	nan	-201.8	-9.8	462.4	1	COMPANION	5	0	0.4	2095	12141029.4					
mcp2k	52044	NEARBY	-1	18	73537.5	0.005	0.9	0.45	69.3	nan	-38.3	-100.3	288.7	59	COMPANION	18	3	0.7	2104	14727385.2					
mcp2k	52121	UNHELD	0	7	156573.5	0.01	1.0	0.44	18.6	3.1	-29.1	-157.4	58.2	-1	OWN	0	0	0.0	1690	15581790.1	1.0	3.1	3.9	3.7	0.0
mcp2k	52121	UNHELD	1	339	3156098.0	0.2026	16.3	1.54	4.3	3.0	-28.8	-157.1	71.7	-1	OWN	0	0	0.0	1690	15581790.1	1.0	3.0	9.2	7.2	0.0
mcp2k	52121	UNHELD	2	135	897773.8	0.0576	26.5	0.67	12.1	3.0	-26.9	-182.2	106.2	-1	OWN	0	0	0.0	1690	15581790.1	1.0	3.0	5.0	4.7	0.0
mcp2k	52220	NEARBY	-1	7	22505.0	0.0024	1.2	0.24	170.7	nan	-201.8	-1.2	256.4	5	COMPANION	7	3	0.4	1564	9377201.7					
mcp2k	52220	NEARBY	-1	4	14132.3	0.0015	0.6	0.15	165.5	nan	-198.6	-3.9	251.9	50	COMPANION	4	3	1.4	1564	9377201.7					
mcp2k	52693	NEARBY	-1	1229	9767088.8	0.3276	70.5	0.79	63.5	nan	152.8	-15.5	29.4	15	UNMATCHED	1229	1000003	2.1	2833	29811866.6					
mcp2k	53130	UNHELD	0	6	16183.0	0.0027	0.6	0.29	9.9	3.2	-107.4	-45.6	483.5	-1	OWN	0	0	0.0	829	6092729.1	0.0	4.2	4.8	4.8	0.0
mcp2k	53658	UNHELD	1	21	164800.4	0.0157	2.5	0.45	71.4	3.0	-125.6	-95.3	61.8	-1	OWN	0	0	0.0	1173	10463994.8	1.0	3.0	4.5	4.4	0.0
mcp2k	53793	UNHELD	1	13	69344.0	0.0015	2.2	0.37	399.3	3.2	-137.7	34.0	447.3	-1	OWN	0	0	0.0	4585	46056227.8	1.0	3.2	4.4	4.1	0.0
mcp2k	53793	UNHELD	2	15	104090.6	0.0023	1.6	0.62	4.5	3.1	84.4	-25.6	121.5	-1	OWN	0	0	0.0	4585	46056227.8	1.0	3.1	4.7	4.2	0.0
mcp2k	53881	UNHELD	0	46	476421.0	0.0208	10.2	0.52	6.1	3.0	89.8	58.2	422.2	-1	OWN	0	0	0.0	2281	22907953.2	1.0	3.0	5.0	4.4	0.0
mcp2k	53881	UNHELD	7	381	3967289.5	0.1732	14.5	1.59	25.6	3.0	87.0	63.5	460.4	-1	OWN	0	0	0.0	2281	22907953.2	1.0	3.0	9.2	7.1	0.0
mcp2k	53881	UNHELD	9	136	1763842.8	0.077	16.7	0.97	29.6	3.0	86.9	54.3	458.0	-1	OWN	0	0	0.0	2281	22907953.2	1.0	3.0	7.1	5.6	0.0
mcp2k	54332	UNHELD	0	6	34238.0	0.0006	2.3	0.19	3.6	3.1	63.4	-47.0	113.6	-1	OWN	0	0	0.0	6992	56220128.9	1.0	3.1	3.5	3.5	0.0
mcp2k	54332	UNHELD	1	467	3294927.1	0.0586	26.6	2.41	9.1	3.0	60.3	-29.6	100.7	-1	OWN	0	0	0.0	6992	56220128.9	1.0	3.0	14.2	9.8	0.015
mcp2k	54332	UNHELD	4	112	1095954.5	0.0195	6.3	1.68	52.7	3.0	59.2	-8.4	68.9	-1	OWN	0	0	0.0	6992	56220128.9	1.0	3.0	6.2	5.2	0.0
mcp2k	54332	UNHELD	5	5	35103.0	0.0006	1.0	0.42	67.9	3.0	58.1	4.3	74.0	-1	OWN	0	0	0.0	6992	56220128.9	1.0	3.0	4.1	4.1	0.0
mcp2k	54332	UNHELD	6	23	207819.0	0.0037	3.2	0.84	42.9	4.6	59.5	-12.4	90.5	-1	OWN	0	0	0.0	6992	56220128.9	0.957	4.6	7.3	7.1	0.0
mcp2k	54332	NEARBY	-1	8	54238.0	0.001	1.0	0.25	255.8	nan	201.8	147.8	198.3	6	UNMATCHED	8	1000000	0.3	6992	56220128.9					
mcp2k	54332	NEARBY	-1	15	57568.1	0.001	1.0	0.4	49.3	nan	38.4	-12.1	131.8	127	UNMATCHED	15	1000000	1.1	6992	56220128.9					
mcp2k	54475	UNHELD	0	5	61482.6	0.0088	0.6	0.13	3.1	3.1	-90.3	-101.4	438.2	-1	OWN	0	0	0.0	1112	6963028.0	1.0	3.1	3.4	3.3	0.0
mcp2k	54475	UNHELD	1	29	208517.0	0.0299	4.5	0.3	61.2	3.0	-102.3	-65.2	491.8	-1	OWN	0	0	0.0	1112	6963028.0	1.0	3.0	3.7	3.7	0.0
mcp2k	54475	UNHELD	2	79	323970.0	0.0465	14.5	0.43	9.3	3.0	-92.0	-88.1	454.9	-1	OWN	0	0	0.0	1112	6963028.0	1.0	3.0	4.2	4.2	0.0
mcp2k	54508	NEARBY	-1	11	76142.2	0.0146	0.7	0.36	4.7	nan	20.5	-107.2	195.6	47	UNMATCHED	11	1000005	1.2	355	5220334.4					
mcp2k	54629	UNHELD	0	10	51812.0	0.0025	1.5	0.41	93.6	3.1	12.1	94.9	60.1	-1	OWN	0	0	0.0	2495	20869007.7	1.0	3.1	5.0	4.7	0.0
mcp2k	54629	UNHELD	1	5	7171.0	0.0003	1.1	0.47	83.1	3.6	8.1	97.2	45.1	-1	OWN	0	0	0.0	2495	20869007.7	1.0	3.6	4.9	4.9	0.0
mcp2k	54629	UNHELD	2	16	218935.0	0.0105	2.0	0.39	215.6	3.0	75.5	-105.3	0.5	-1	OWN	0	0	0.0	2495	20869007.7	1.0	3.0	6.2	5.4	0.0
mcp2k	54629	NEARBY	-1	63	1508614.7	0.0723	10.2	0.35	216.5	nan	77.7	-111.0	0.3	9	UNMATCHED	63	1000007	0.5	2495	20869007.7					
mcp2k	55278	UNHELD	0	6	44649.0	0.0025	1.8	0.29	8.7	3.0	-65.9	89.3	470.6	-1	OWN	0	0	0.0	1976	17745524.3	1.0	3.0	3.9	3.7	0.0
mcp2k	55278	NEARBY	-1	2	29278.0	0.0016	0.0	0.0	135.3	nan	-201.5	81.7	482.8	1	COMPANION	2	3	0.3	1976	17745524.3					
mcp2k	55322	UNHELD	0	28	94352.0	0.005	2.0	0.84	42.8	3.0	-56.5	108.8	223.0	-1	OWN	0	0	0.0	2836	18980933.4	0.857	3.0	5.8	5.3	0.0
mcp2k	55542	UNHELD	1	5	5020.0	0.0003	1.9	0.25	140.8	3.1	-90.9	9.3	241.6	-1	OWN	0	0	0.0	2726	17518908.7	1.0	3.1	3.7	3.6	0.0
mcp2k	55740	UNHELD	1	13	139478.6	0.0061	1.8	0.46	61.9	3.3	-95.1	115.0	206.3	-1	OWN	0	0	0.0	3484	23020703.6	1.0	3.3	4.6	4.5	0.0
mcp2k	56180	UNHELD	0	19	119761.0	0.0042	3.6	0.39	35.4	3.1	-158.8	39.1	265.0	-1	OWN	0	0	0.0	2720	28288470.2	1.0	3.1	4.8	4.4	0.0
mcp2k	56180	UNHELD	2	138	1184270.7	0.0419	6.9	1.39	199.4	3.0	-37.4	176.0	293.2	-1	OWN	0	0	0.0	2720	28288470.2	1.0	3.0	7.7	6.6	0.0
mcp2k	56180	UNHELD	3	117	1017304.7	0.036	7.3	1.13	203.0	3.0	-37.3	181.2	302.0	-1	OWN	0	0	0.0	2720	28288470.2	1.0	3.0	7.8	6.2	0.0
mcp2k	56180	NEARBY	-1	4	149566.0	0.0053	0.6	0.15	86.5	nan	-201.7	121.1	215.9	5	COMPANION	4	1	0.3	2720	28288470.2					
mcp2k	56763	NEARBY	-1	6	104308.4	0.0169	0.7	0.21	22.4	nan	201.9	138.2	115.3	8	UNMATCHED	6	1000002	0.4	612	6166641.6					
mcp2k	56972	NEARBY	-1	13	77409.6	0.01	3.8	0.51	39.6	nan	201.8	45.8	109.6	8	UNMATCHED	13	1000004	0.3	973	7775713.7					
mcp2k	57709	UNHELD	5	62	458324.0	0.0209	12.3	0.51	3.1	3.0	82.1	-10.4	76.3	-1	OWN	0	0	0.0	2548	21899550.1	1.0	3.0	5.0	4.6	0.0
mcp2k	57709	UNHELD	6	6	41985.0	0.0019	3.0	0.19	24.4	3.1	81.9	-22.8	88.1	-1	OWN	0	0	0.0	2548	21899550.1	1.0	3.1	3.6	3.5	0.0
mcp2k	57709	NEARBY	-1	21	183603.2	0.0084	1.0	0.49	56.9	nan	79.1	17.4	116.1	97	UNMATCHED	21	1000001	1.5	2548	21899550.1					
mcp2k	57742	UNHELD	0	339	1381789.2	0.0811	14.2	2.49	72.3	3.1	-46.8	-103.7	418.4	-1	OWN	0	0	0.0	3241	17045351.3	1.0	3.1	13.7	10.2	0.027
mcp2k	57742	UNHELD	1	102	426386.4	0.025	11.2	1.56	74.1	3.0	-46.6	-91.1	414.7	-1	OWN	0	0	0.0	3241	17045351.3	1.0	3.0	9.6	7.5	0.0
mcp2k	57742	UNHELD	5	364	2028183.5	0.119	16.1	1.65	30.0	3.0	-44.8	-97.8	381.4	-1	OWN	0	0	0.0	3241	17045351.3	1.0	3.0	10.0	7.7	0.0
mcp2k	57742	UNHELD	7	122	699343.4	0.041	12.9	1.1	34.6	3.0	-44.8	-88.0	380.6	-1	OWN	0	0	0.0	3241	17045351.3	1.0	3.0	6.5	5.4	0.0
mcp2k	58006	UNHELD	0	16	43178.1	0.0024	4.8	0.57	11.9	3.1	159.4	-5.1	139.9	-1	OWN	0	0	0.0	1380	17813032.3	1.0	3.1	4.7	4.4	0.0
mcp2k	58072	UNHELD	0	124	2239274.9	0.0965	5.5	1.11	3.5	3.0	-85.9	-102.5	159.0	-1	OWN	0	0	0.0	1668	23214121.3	1.0	3.0	6.9	6.2	0.0
mcp2k	58072	UNHELD	2	5	125258.0	0.0054	1.0	0.14	10.7	3.0	-86.5	-109.8	164.8	-1	OWN	0	0	0.0	1668	23214121.3	1.0	3.0	3.8	3.8	0.0
mcp2k	58072	UNHELD	3	7	22945.6	0.001	2.3	0.36	4.3	3.0	-86.4	-104.2	167.1	-1	OWN	0	0	0.0	1668	23214121.3	1.0	3.0	4.1	3.9	0.0
mcp2k	65948	UNHELD	0	5	29402.0	0.002	1.2	0.13	5.4	3.2	-166.5	48.7	102.9	-1	OWN	0	0	0.0	1078	14488409.7	1.0	3.2	3.5	3.4	0.0
mcp2k	66366	NEARBY	-1	8	19401.9	0.0011	0.6	0.24	287.7	nan	-66.4	-189.4	500.6	3	COMPANION	8	12	0.3	3032	17003212.2					
mcp2k	66366	NEARBY	-1	8	51311.6	0.003	0.7	0.17	35.2	nan	30.8	-82.4	249.1	32	OTHER	8	4	1.8	3032	17003212.2					
mcp2k	66652	UNHELD	0	219	1067446.1	0.0439	15.7	1.1	5.7	3.0	-49.8	168.2	130.6	-1	OWN	0	0	0.0	4503	24305661.3	1.0	3.0	6.6	5.6	0.0
mcp2k	66652	UNHELD	1	122	722888.0	0.0297	9.6	1.19	9.6	3.0	-49.2	158.0	133.9	-1	OWN	0	0	0.0	4503	24305661.3	0.926	3.0	8.1	6.5	0.0
mcp2k	66652	UNHELD	3	21	90420.0	0.0037	2.8	0.54	46.3	3.1	-47.0	162.3	164.7	-1	OWN	0	0	0.0	4503	24305661.3	1.0	3.1	5.7	5.3	0.0
mcp2k	66652	UNHELD	4	26	64658.0	0.0027	4.1	0.5	64.4	3.2	-43.8	149.2	182.2	-1	OWN	0	0	0.0	4503	24305661.3	1.0	3.2	6.3	6.0	0.0
mcp2k	66652	NEARBY	-1	4632	34657151.2	1.4259	230.2	1.69	51.0	nan	45.2	76.7	135.0	17	UNMATCHED	4632	1000001	1.9	4503	24305661.3					
mcp2k	66652	NEARBY	-1	4	1636.0	0.0001	1.9	0.0	45.0	nan	-46.8	151.5	158.6	100	COMPANION	4	6	2.4	4503	24305661.3					
mcp2k	67026	NEARBY	-1	12	51739.2	0.0023	1.0	0.35	253.2	nan	-0.1	181.6	287.1	8	COMPANION	12	5	0.4	3484	22213885.9					
mcp2k	67898	UNHELD	0	37	168358.0	0.0098	3.1	0.83	135.4	3.1	-18.5	12.4	444.9	-1	OWN	0	0	0.0	2491	17102624.1	1.0	3.1	6.5	5.2	0.0
mcp2k	67898	UNHELD	1	5	7643.4	0.0004	1.4	0.24	141.0	3.0	-17.0	10.6	452.9	-1	OWN	0	0	0.0	2491	17102624.1	1.0	3.0	4.0	3.9	0.0
mcp2k	67898	NEARBY	-1	8	25054.0	0.0015	1.3	0.35	202.2	nan	0.0	55.8	491.5	1	COMPANION	8	6	0.5	2491	17102624.1					
mcp2k	67928	UNHELD	0	9	24427.1	0.0017	4.6	0.17	32.9	3.0	56.2	158.2	193.0	-1	OWN	0	0	0.0	1910	14679741.9	1.0	3.0	3.5	3.4	0.0
mcp2k	67928	UNHELD	4	25	117903.8	0.008	6.2	0.5	51.1	3.0	54.2	173.6	205.5	-1	OWN	0	0	0.0	1910	14679741.9	1.0	3.0	5.0	4.5	0.0
mcp2k	67928	UNHELD	5	27	190732.0	0.013	6.7	0.52	52.7	3.0	53.9	180.4	201.3	-1	OWN	0	0	0.0	1910	14679741.9	1.0	3.0	4.7	4.3	0.0
mcp2k	68280	UNHELD	1	10	21284.7	0.0016	1.6	0.23	56.0	3.0	-125.8	111.4	378.2	-1	OWN	0	0	0.0	2168	13640784.5	1.0	3.0	3.8	3.7	0.0
mcp2k	68280	UNHELD	2	8	16931.9	0.0012	2.1	0.51	50.1	3.0	-124.2	119.4	374.9	-1	OWN	0	0	0.0	2168	13640784.5	1.0	3.0	4.7	4.6	0.0
mcp2k	68308	NEARBY	-1	4	10282.0	0.0007	0.6	0.15	102.8	nan	-201.9	135.7	158.8	5	COMPANION	4	1	0.4	2225	15745879.5					
mcp2k	68308	NEARBY	-1	4205	87599350.6	5.5633	249.7	4.46	25.2	nan	-141.8	20.1	95.9	14	OTHER	4205	2	4.9	2225	15745879.5					
mcp2k	68308	NEARBY	-1	14	114568.8	0.0073	0.8	0.27	61.7	nan	-177.4	123.1	128.4	38	COMPANION	14	1	1.1	2225	15745879.5					
mcp2k	68748	UNHELD	0	60	265993.1	0.0048	7.0	0.76	182.9	3.0	-17.9	10.3	317.3	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	8.4	7.8	0.0
mcp2k	68748	UNHELD	1	52	340814.1	0.0062	5.0	0.89	354.5	3.0	-2.5	22.1	490.0	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	6.2	5.7	0.0
mcp2k	68748	UNHELD	2	154	718046.0	0.013	10.0	1.49	189.1	3.1	-17.3	0.8	328.5	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.1	11.8	8.7	0.0
mcp2k	68748	UNHELD	3	936	5922032.5	0.1072	88.3	2.12	7.9	3.0	-26.3	-5.8	197.6	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	14.2	8.5	0.019
mcp2k	68748	UNHELD	4	918	5294223.8	0.0958	90.7	1.75	3.2	3.0	-26.1	-15.6	200.2	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	14.0	7.5	0.008
mcp2k	68748	UNHELD	9	5	19471.5	0.0004	0.7	0.12	177.2	3.6	-19.6	8.7	307.7	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.6	4.4	4.3	0.0
mcp2k	68748	UNHELD	10	37	181981.0	0.0033	4.4	0.58	180.4	3.0	-18.1	0.9	316.2	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	5.2	4.4	0.0
mcp2k	68748	UNHELD	11	287	1651509.5	0.0299	28.8	1.15	190.6	3.0	-15.8	12.1	341.5	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	8.8	5.6	0.0
mcp2k	68748	UNHELD	14	19	117300.5	0.0021	3.1	0.35	218.5	3.0	-15.0	5.2	352.5	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	5.0	4.3	0.0
mcp2k	68748	UNHELD	16	34	249730.0	0.0045	11.6	0.38	230.9	3.0	-13.2	7.8	371.9	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	4.5	4.0	0.0
mcp2k	68748	UNHELD	17	73	276789.7	0.005	7.7	1.06	251.2	3.0	-12.0	17.3	388.7	-1	OWN	0	0	0.0	10388	55247128.2	0.973	3.0	7.6	5.7	0.0
mcp2k	68748	UNHELD	18	32	114792.0	0.0021	6.0	0.75	256.5	3.0	-10.9	9.2	392.5	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	5.0	4.5	0.0
mcp2k	68748	UNHELD	19	5	35992.0	0.0007	2.6	0.25	270.7	3.1	-10.4	18.1	401.9	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.1	3.8	3.7	0.0
mcp2k	68748	UNHELD	20	13	93811.0	0.0017	5.3	0.28	273.5	3.0	-9.8	12.2	407.8	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	3.9	3.8	0.0
mcp2k	68748	UNHELD	23	72	486985.0	0.0088	17.9	0.52	284.1	3.0	-8.1	21.9	428.4	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	5.0	4.4	0.0
mcp2k	68748	UNHELD	24	5	42053.0	0.0008	1.3	0.28	284.6	3.2	-9.0	12.9	415.5	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.2	4.2	4.0	0.0
mcp2k	68748	UNHELD	26	7	59777.0	0.0011	3.5	0.19	293.1	3.1	-8.2	14.1	425.6	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.1	4.0	3.9	0.0
mcp2k	68748	UNHELD	29	24	168814.0	0.0031	9.6	0.48	308.3	3.0	-6.4	17.0	446.7	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	4.8	4.3	0.0
mcp2k	68748	UNHELD	31	22	138542.0	0.0025	6.1	0.49	320.5	3.1	-5.8	25.1	455.8	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.1	4.6	4.4	0.0
mcp2k	68748	UNHELD	32	13	72454.0	0.0013	2.7	0.26	325.1	3.0	-5.7	17.6	456.8	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	4.8	4.6	0.0
mcp2k	68748	UNHELD	33	31	219288.0	0.004	9.3	0.52	335.4	3.0	-3.9	27.3	472.5	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.0	4.7	4.2	0.0
mcp2k	68748	UNHELD	34	12	85661.0	0.0016	4.5	0.4	334.8	3.1	-4.3	19.3	466.6	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.1	4.5	4.3	0.0
mcp2k	68748	UNHELD	35	11	74706.0	0.0014	2.1	0.39	353.9	3.2	-2.9	28.9	484.3	-1	OWN	0	0	0.0	10388	55247128.2	1.0	3.2	4.3	4.1	0.0
mcp2k	68830	UNHELD	0	5	23541.0	0.0027	1.6	0.31	5.1	3.0	-95.9	-148.1	291.0	-1	OWN	0	0	0.0	1081	8624045.2	1.0	3.0	4.0	3.9	0.0
mcp2k	68830	NEARBY	-1	20	203129.2	0.0236	1.5	0.36	2.2	nan	-96.8	-148.7	283.0	41	COMPANION	20	6	0.9	1081	8624045.2					
mcp2k	69144	NEARBY	-1	596	3989621.6	0.4332	38.0	0.66	106.0	nan	-45.7	98.1	482.6	3	OTHER	596	1	0.5	1542	9208819.5					
mcp2k	69144	NEARBY	-1	6	17974.0	0.002	0.7	0.3	30.3	nan	-0.2	79.7	424.0	5	COMPANION	6	7	0.4	1542	9208819.5					
mcp2k	69232	UNHELD	0	31	256051.1	0.0097	1.8	0.76	3.2	3.0	10.1	87.3	302.1	-1	OWN	0	0	0.0	4100	26501515.2	1.0	3.1	4.2	4.0	0.0
mcp2k	69254	UNHELD	0	9	30446.6	0.0043	1.1	0.52	4.5	3.1	-172.5	55.2	351.9	-1	OWN	0	0	0.0	729	7042723.3	1.0	3.1	3.5	3.4	0.0
mcp2k	69306	NEARBY	-1	6	35242.7	0.0046	0.6	0.21	93.3	nan	201.7	-69.7	17.8	8	UNMATCHED	6	1000004	0.5	979	7648959.0					
mcp2k	69314	UNHELD	0	34	166903.2	0.0032	6.8	0.24	71.4	3.0	-119.7	-1.6	239.8	-1	OWN	0	0	0.0	6776	52794586.5	1.0	3.0	5.0	4.7	0.0
