sample	event	stratum	what
mcp2k	93105	ISO	vertex ADVERSE 0.28->5.09cm
mcp2k	94224	ISO	numu09 0->1
mcp2k	97062	ISO	numu09 1->0; vertex toward 35.15->0.71cm
mcp2k	98704	control	vertex toward 1.26->0.07cm
mcp2k	99716	ISO	vertex ADVERSE 0.20->3.68cm
mcp2k	103952	ISO	vertex ADVERSE 0.51->33.50cm
mcp2k	104216	ISO	vertex ADVERSE 0.41->1.50cm
mcp2k	104260	control	numu09 0->1
mcp2k	105316	ISO	numu09 1->0; vertex ADVERSE 0.75->94.79cm
mcp2k	105426	ISO	vertex ADVERSE 0.21->2.01cm
mcp2k	105492	control	vertex toward 12.50->0.04cm
mcp2k	157281	ISO	vertex ADVERSE 0.09->13.50cm
mcp2k	172617	ISO	vertex ADVERSE 0.33->2.21cm
mcp2k	173620	ISO	vertex ADVERSE 15.09->102.20cm
mcp2k	177366	ISO	numu09 1->0; vertex ADVERSE 0.72->4.93cm
mcp2k	177939	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 11:7 0->1; vertex ADVERSE 3.50->infcm
mcp2k	177961	control	numu09 0->1; vertex ADVERSE 0.26->1.31cm
mcp2k	178350	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 15:7 0->1; vertex ADVERSE 0.00->infcm
mcp2k	179752	ISO	numu09 1->0
mcp2k	179897	ISO	numu09 0->1
mcp2k	180403	ISO	numu09 1->0
mcp2k	180544	ISO	vertex ADVERSE 0.81->8.11cm
mcp2k	236610	ISO	vertex ADVERSE 0.63->9.85cm
mcp2k	237380	control	numu09 0->1
mcp2k	237446	ISO	numu09 1->0; vertex ADVERSE 0.05->6.53cm
mcp2k	281567	ISO	vertex ADVERSE 10.72->13.74cm
mcp2k	282491	control	vertex ADVERSE 0.59->3.81cm
mcp2k	283299	ISO	vertex ADVERSE 0.00->1.88cm
mcp2k	283849	ISO	vertex toward 6.42->3.04cm
mcp2k	284047	ISO	vertex toward 2.05->0.20cm
mcp2k	285680	ISO	vertex ADVERSE 0.13->1.47cm
mcp2k	286296	ISO	numu09 0->1; vertex ADVERSE 3.18->17.91cm
mcp2k	287770	ISO	vertex ADVERSE 0.02->1.07cm
mcp2k	292788	ISO	numu09 1->0; vertex ADVERSE 0.60->87.47cm
mcp2k	315955	ISO	numu09 1->0; vertex ADVERSE 0.13->4.67cm
mcp2k	318021	ISO	vertex toward 6.56->0.12cm
mcp2k	321015	ISO	vertex toward 28.95->0.38cm
mcp2k	323171	ISO	vertex ADVERSE 0.22->3.47cm
mcp2k	323369	ISO	vertex toward 235.09->224.54cm
mcp2k	347824	control	vertex ADVERSE 1.00->3.91cm
mcp2k	348594	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 16:3 0->1; vertex ADVERSE 1.83->infcm
mcp2k	350354	ISO	vertex ADVERSE 5.22->13.11cm
mcp2k	354248	ISO	numu09 0->1
mcp2k	390391	ISO	vertex ADVERSE 1.03->5.21cm
mcp2k	390634	ISO	numu09 1->0; vertex ADVERSE 0.49->27.62cm
mcp2k	391415	ISO	vertex ADVERSE 0.09->70.64cm
mcp2k	391899	ISO	vertex ADVERSE 0.47->2.29cm
mcp2k	395443	ISO	numu09 1->0
mcp2k	395597	ISO	vertex ADVERSE 1.22->110.82cm
mcp2k	395717	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 21:9 0->1
mcp2k	396551	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 13:3 0->1
mcp2k	396927	ISO	numu09 1->0
mcp2k	397542	ISO	vertex toward 2.35->0.05cm
mcp2k	400779	control	vertex toward 6.72->5.59cm
mcp2k	406125	ISO	vertex ADVERSE 0.75->80.65cm
mcp2k	407534	ISO	vertex ADVERSE 0.30->1.58cm
mcp2k	407886	ISO	vertex toward 104.15->42.07cm
mcp2k	409140	ISO	numu09 0->1
mcp2k	410680	ISO	vertex toward 3.56->0.16cm
mcp2k	414240	ISO	vertex ADVERSE 21.23->22.88cm
mcp2k	414306	ISO	numu09 0->1
mcp2k	478088	ISO	vertex ADVERSE 0.06->6.03cm
mcp2k	497311	ISO	numu09 0->1; vertex toward 191.78->79.20cm
