sample	event	stratum	what
mcp1k	285929	control	vertex toward 1.31->0.14cm
mcp1k	285971	control	vertex ADVERSE 0.00->1.35cm
mcp1k	286177	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 10:1000003 0->1; vertex ADVERSE 0.00->infcm
mcp1k	286180	control	vertex toward 1.88->0.51cm
mcp1k	286353	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 9:4 0->1; vertex ADVERSE 262.56->infcm
mcp1k	286527	control	numu09 1->0; vertex ADVERSE 0.58->3.06cm
mcp1k	286681	ISO	numu09 0->1
mcp1k	286906	control	numu09 1->0
mcp1k	287007	ISO	numu09 0->1
mcp1k	287517	ISO	vertex ADVERSE 0.09->1.60cm
mcp1k	287555	ISO	vertex ADVERSE 1.86->3.17cm
mcp1k	287599	ISO	numu09 0->1
mcp1k	288358	ISO	numu09 1->0; stm bundle 7:1000007 1->0; vertex ADVERSE 0.18->520.06cm
mcp1k	289295	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 15:8 1->0
mcp1k	290729	control	vertex ADVERSE 0.20->2.11cm
mcp1k	291499	control	vertex toward 39.21->0.01cm
mcp1k	291570	ISO	vertex ADVERSE 0.00->201.18cm
mcp1k	292406	control	numu09 0->1
mcp1k	292533	ISO	numu09 1->0
mcp1k	313781	control	vertex ADVERSE 40.53->43.41cm
mcp1k	314507	control	vertex ADVERSE 67.09->98.51cm
mcp1k	315343	ISO	vertex toward 10.91->0.72cm
mcp1k	315497	ISO	vertex ADVERSE 0.00->56.49cm
mcp1k	316553	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 11:1000002 0->1; vertex ADVERSE 0.35->infcm
mcp1k	316729	ISO	vertex toward 5.05->3.76cm
mcp1k	317191	control	numu09 1->0
mcp1k	318731	control	vertex ADVERSE 0.32->14.10cm
mcp1k	319611	ISO	vertex ADVERSE 0.95->3.48cm
mcp1k	320667	ISO	numu09 1->0
mcp1k	320865	ISO	numu09 1->0
mcp1k	321107	ISO	label nu-candidate->cosmic-tagged; numu09 1->0; stm bundle 13:3 0->1; vertex ADVERSE 0.02->infcm
mcp1k	321173	ISO	vertex toward 22.10->8.63cm
mcp1k	321525	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 5:0 1->0
mcp1k	321767	control	numu09 1->0; vertex toward 30.54->28.87cm
mcp1k	347085	control	numu09 1->0
mcp1k	347129	control	vertex ADVERSE 1.22->65.93cm
mcp1k	348515	control	vertex toward 56.17->18.47cm
mcp1k	348713	ISO	numu09 0->1; vertex ADVERSE 0.00->89.27cm
mcp1k	349087	control	vertex toward 2.69->0.08cm
mcp1k	349549	control	vertex ADVERSE 0.12->1.35cm
mcp1k	389588	control	vertex toward 4.36->0.30cm
mcp1k	389874	control	vertex ADVERSE 0.00->12.11cm
mcp1k	390864	ISO	vertex toward 93.19->0.05cm
mcp1k	393608	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 9:1000007 0->1; vertex ADVERSE 0.14->infcm
mcp1k	394642	ISO	vertex ADVERSE 0.17->3.41cm
mcp1k	395962	control	vertex ADVERSE 1.18->15.27cm
mcp1k	399052	ISO	vertex toward 21.87->0.05cm
mcp1k	400460	ISO	vertex ADVERSE 0.00->157.78cm
mcp1k	400504	ISO	vertex ADVERSE 0.00->1.98cm
mcp1k	400856	control	vertex toward 6.08->0.48cm
mcp1k	401054	control	vertex toward 1.69->0.06cm
mcp1k	401626	control	numu09 1->0; vertex ADVERSE 0.00->3.97cm
mcp1k	402880	ISO	vertex ADVERSE 0.00->5.05cm
mcp1k	404244	control	numu09 0->1; vertex ADVERSE 0.26->1.98cm
mcp1k	404684	control	numu09 0->1; vertex toward 54.96->0.71cm
mcp1k	405234	control	vertex ADVERSE 0.13->1.28cm
mcp1k	407918	ISO	numu09 1->0
mcp1k	409546	control	vertex ADVERSE 1.86->18.22cm
mcp1k	409634	control	vertex ADVERSE 1.37->26.51cm
mcp1k	411460	control	vertex ADVERSE 2.71->12.05cm
mcp1k	412692	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; numu09 0->1; stm bundle 13:1 1->0
mcp1k	486907	control	numu09 1->0
mcp1k	487303	control	vertex ADVERSE 0.08->115.67cm
mcp1k	487633	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 3:3 1->0
mcp1k	490361	ISO	numu09 1->0
mcp2k	47784	ISO	vertex ADVERSE 0.12->6.61cm
mcp2k	51128	control	numu09 0->1
mcp2k	51546	ISO	numu09 0->1; vertex ADVERSE 0.00->1.57cm
mcp2k	51868	ISO	numu09 1->0; vertex ADVERSE 0.00->156.14cm
mcp2k	52121	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 11:4 0->1
mcp2k	52605	control	vertex toward 24.69->2.26cm
mcp2k	52693	control	numu09 0->1; vertex ADVERSE 0.01->7.12cm
mcp2k	53881	ISO	vertex ADVERSE 0.00->4.32cm
mcp2k	54332	ISO	numu09 0->1
mcp2k	54692	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 7:0 1->0
mcp2k	55542	ISO	vertex ADVERSE 0.43->1.83cm
mcp2k	56180	ISO	numu09 1->0
mcp2k	56763	control	vertex toward 13.86->0.23cm
mcp2k	56972	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 17:1000004 0->1; vertex ADVERSE 0.36->infcm
mcp2k	57742	ISO	vertex ADVERSE 0.31->2.38cm
mcp2k	58006	ISO	numu09 1->0
mcp2k	65266	control	numu09 0->1; vertex toward 45.47->0.75cm
mcp2k	66652	ISO	vertex ADVERSE 0.00->1.23cm
mcp2k	66718	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; numu09 0->1; stm bundle 11:0 1->0
mcp2k	66872	ISO	numu09 1->0
mcp2k	67868	control	numu09 0->1
mcp2k	69922	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 9:2 1->0
mcp2k	69936	control	numu09 0->1
mcp2k	70124	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 18:1000008 1->0
mcp2k	70186	control	vertex ADVERSE 0.02->53.27cm
mcp2k	70472	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 16:4 0->1; vertex ADVERSE 3.82->infcm
mcp2k	70538	control	vertex ADVERSE 0.59->83.00cm
mcp2k	70612	control	vertex toward 44.95->35.38cm
mcp2k	70713	control	numu09 1->0
mcp2k	71092	control	vertex toward 54.14->7.84cm
mcp2k	71872	ISO	numu09 1->0
mcp2k	72099	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 12:1000007 0->1; vertex ADVERSE 0.00->infcm
mcp2k	72298	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 15:7 1->0
mcp2k	72742	control	numu09 1->0
mcp2k	72759	control	numu09 0->1
mcp2k	73538	ISO	numu09 0->1
mcp2k	74146	control	vertex toward 95.97->0.44cm
mcp2k	74270	control	vertex toward 17.14->0.13cm
mcp2k	75040	control	vertex ADVERSE 0.10->1.54cm
mcp2k	75316	control	vertex ADVERSE 9.63->10.95cm
mcp2k	75729	control	numu09 1->0
mcp2k	76147	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 5:1000001 1->0
mcp2k	76346	control	vertex toward 37.04->29.70cm
mcp2k	77328	ISO	vertex ADVERSE 0.37->2.12cm
mcp2k	77978	control	numu09 0->1
mcp2k	78120	control	numu09 1->0
mcp2k	81420	ISO	vertex ADVERSE 0.40->1.43cm
mcp2k	92225	ISO	vertex ADVERSE 1.49->2.55cm
mcp2k	92992	control	vertex ADVERSE 0.16->56.86cm
mcp2k	93105	ISO	vertex ADVERSE 0.28->5.09cm
mcp2k	93655	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; numu09 0->1; stm bundle 6:7 1->0
mcp2k	94029	control	numu09 0->1
mcp2k	94224	ISO	numu09 0->1
mcp2k	95170	control	vertex ADVERSE 68.71->70.13cm
mcp2k	97062	ISO	numu09 1->0; vertex toward 35.15->0.71cm
mcp2k	98338	ISO	numu09 1->0
mcp2k	98353	control	vertex ADVERSE 1.52->6.70cm
mcp2k	98382	control	numu09 0->1
mcp2k	98704	control	vertex toward 1.26->0.07cm
mcp2k	98844	ISO	numu09 0->1
mcp2k	99716	ISO	vertex ADVERSE 0.20->3.68cm
mcp2k	100190	control	label cosmic-tagged->nu-candidate; stm bundle 22:1000000 1->0
mcp2k	100564	control	vertex ADVERSE 0.09->1.22cm
mcp2k	103952	ISO	vertex ADVERSE 0.51->33.50cm
mcp2k	104216	ISO	vertex ADVERSE 0.41->1.50cm
mcp2k	104260	control	numu09 0->1
mcp2k	105316	ISO	numu09 1->0; vertex ADVERSE 0.75->94.79cm
mcp2k	105404	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 4:5 1->0
mcp2k	105426	ISO	vertex ADVERSE 0.21->2.01cm
mcp2k	105492	control	vertex toward 12.50->0.04cm
mcp2k	157215	control	numu09 0->1
mcp2k	157281	ISO	vertex ADVERSE 0.09->13.50cm
mcp2k	158689	control	label cosmic-tagged->nu-candidate; numu09 0->1; stm bundle 8:5 1->0
mcp2k	162363	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 12:3 1->0
mcp2k	165544	ISO	vertex ADVERSE 0.04->20.64cm
mcp2k	167744	control	label nu-candidate->cosmic-tagged; numu09 0->1; stm bundle 13:4 0->1; vertex ADVERSE 0.00->203.62cm
mcp2k	168869	control	vertex ADVERSE 0.00->6.03cm
mcp2k	169724	control	vertex ADVERSE 28.40->32.76cm
mcp2k	170274	control	numu09 0->1
mcp2k	170326	control	numu09 0->1
mcp2k	172498	ISO	numu09 1->0
mcp2k	172617	ISO	vertex ADVERSE 0.33->2.21cm
mcp2k	173093	control	vertex ADVERSE 0.00->1.13cm
mcp2k	173450	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 13:6 0->1
mcp2k	173620	ISO	vertex ADVERSE 15.09->102.20cm
mcp2k	173692	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; numu09 0->1; stm bundle 3:6 1->0
mcp2k	174302	control	numu09 0->1
mcp2k	174465	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 18:5 1->0
mcp2k	174661	control	vertex ADVERSE 0.14->1.43cm
mcp2k	176731	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 5:0 1->0
mcp2k	176986	control	vertex ADVERSE 21.96->23.89cm
mcp2k	177068	control	vertex ADVERSE 2.08->25.90cm
mcp2k	177266	control	vertex ADVERSE 0.20->2.03cm
mcp2k	177366	ISO	numu09 1->0; vertex ADVERSE 0.72->4.93cm
mcp2k	177521	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 8:1 0->1; vertex ADVERSE 0.40->infcm
mcp2k	177939	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 11:7 0->1; vertex ADVERSE 3.50->infcm
mcp2k	177961	control	numu09 0->1; vertex ADVERSE 0.26->1.31cm
mcp2k	178225	ISO	numu09 0->1
mcp2k	178350	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 15:7 0->1; vertex ADVERSE 0.00->infcm
mcp2k	178535	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 2:3 0->1; vertex ADVERSE 15.15->infcm
mcp2k	178645	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 15:1000008 0->1
mcp2k	179246	control	numu09 0->1; vertex toward 31.91->0.04cm
mcp2k	179752	ISO	numu09 1->0
mcp2k	179897	ISO	numu09 0->1
mcp2k	180403	ISO	numu09 1->0
mcp2k	180544	ISO	vertex ADVERSE 0.81->8.11cm
mcp2k	180645	control	numu09 0->1; vertex toward 2.68->1.66cm
mcp2k	180777	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; numu09 0->1; stm bundle 7:1000003 1->0
mcp2k	236610	ISO	vertex ADVERSE 0.63->9.85cm
mcp2k	237380	control	numu09 0->1
mcp2k	237446	ISO	numu09 1->0; vertex ADVERSE 0.05->6.53cm
mcp2k	275011	ISO	numu09 1->0
mcp2k	279537	ISO	numu09 0->1
mcp2k	279977	control	numu09 1->0
mcp2k	280153	control	numu09 0->1
mcp2k	280709	control	vertex toward 27.25->1.95cm
mcp2k	280945	control	vertex toward 105.72->0.11cm
mcp2k	281567	ISO	vertex ADVERSE 10.72->13.74cm
mcp2k	282271	ISO	numu09 1->0
mcp2k	282491	control	vertex ADVERSE 0.59->3.81cm
mcp2k	282909	control	numu09 1->0; vertex toward 10.98->9.87cm
mcp2k	283299	ISO	vertex ADVERSE 0.00->1.88cm
mcp2k	283849	ISO	vertex toward 6.42->3.04cm
mcp2k	284047	ISO	vertex toward 2.05->0.20cm
mcp2k	285680	ISO	vertex ADVERSE 0.13->1.47cm
mcp2k	286296	ISO	numu09 0->1; vertex ADVERSE 3.18->17.91cm
mcp2k	287770	ISO	vertex ADVERSE 0.02->1.07cm
mcp2k	290740	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 15:1000001 1->0
mcp2k	292788	ISO	numu09 1->0; vertex ADVERSE 0.60->87.47cm
mcp2k	293470	control	vertex ADVERSE 0.00->8.07cm
mcp2k	315955	ISO	numu09 1->0; vertex ADVERSE 0.13->4.67cm
mcp2k	316065	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 11:1000001 0->1
mcp2k	317077	control	vertex ADVERSE 0.20->6.09cm
mcp2k	317911	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 25:1000007 0->1
mcp2k	317957	control	numu09 0->1
mcp2k	318021	ISO	vertex toward 6.56->0.12cm
mcp2k	318769	control	numu09 0->1
mcp2k	321015	ISO	vertex toward 28.95->0.38cm
mcp2k	321169	control	vertex toward 19.00->16.52cm
mcp2k	321895	ISO	numu09 1->0
mcp2k	322181	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 8:1000005 0->1; vertex ADVERSE 0.30->infcm
mcp2k	322861	control	vertex ADVERSE 0.51->1.99cm
mcp2k	323171	ISO	vertex ADVERSE 0.22->3.47cm
mcp2k	323301	ISO	numu09 1->0
mcp2k	323369	ISO	vertex toward 235.09->224.54cm
mcp2k	347824	control	vertex ADVERSE 1.00->3.91cm
mcp2k	348594	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 16:3 0->1; vertex ADVERSE 1.83->infcm
mcp2k	350354	ISO	vertex ADVERSE 5.22->13.11cm
mcp2k	354248	ISO	numu09 0->1
mcp2k	355106	control	vertex toward 352.89->0.11cm
mcp2k	388587	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 6:1000003 1->0
mcp2k	389379	control	vertex toward 155.59->0.03cm
mcp2k	390391	ISO	vertex ADVERSE 1.03->5.21cm
mcp2k	390634	ISO	numu09 1->0; vertex ADVERSE 0.49->27.62cm
mcp2k	391415	ISO	vertex ADVERSE 0.09->70.64cm
mcp2k	391899	ISO	vertex ADVERSE 0.47->2.29cm
mcp2k	392527	ISO	numu09 1->0
mcp2k	392891	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 16:1000007 0->1; vertex ADVERSE 0.98->infcm
mcp2k	394167	control	nue43 1->0
mcp2k	395277	control	numu09 0->1; vertex ADVERSE 10.29->68.09cm
mcp2k	395443	ISO	numu09 1->0
mcp2k	395597	ISO	vertex ADVERSE 1.22->110.82cm
mcp2k	395717	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 21:9 0->1
mcp2k	396222	ISO	numu09 0->1
mcp2k	396551	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 13:3 0->1
mcp2k	396829	control	label nu-candidate->cosmic-tagged; stm bundle 17:1000005 0->1; vertex ADVERSE 0.00->66.37cm
mcp2k	396927	ISO	numu09 1->0
mcp2k	397542	ISO	vertex toward 2.35->0.05cm
mcp2k	400779	control	vertex toward 6.72->5.59cm
mcp2k	403309	ISO	numu09 0->1
mcp2k	403397	control	vertex ADVERSE 0.13->19.18cm
mcp2k	405927	control	vertex toward 6.04->0.03cm
mcp2k	406125	ISO	vertex ADVERSE 0.75->80.65cm
mcp2k	406367	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 12:9 0->1; vertex ADVERSE 0.77->infcm
mcp2k	406631	control	vertex toward 206.10->0.07cm
mcp2k	407534	ISO	vertex ADVERSE 0.30->1.58cm
mcp2k	407798	control	numu09 0->1
mcp2k	407886	ISO	vertex toward 104.15->42.07cm
mcp2k	409140	ISO	numu09 0->1
mcp2k	410680	ISO	vertex toward 3.56->0.16cm
mcp2k	413580	other	label cosmic-tagged->nu-candidate; nu_eval 0->1; stm bundle 11:1000008 1->0
mcp2k	414240	ISO	vertex ADVERSE 21.23->22.88cm
mcp2k	414306	ISO	numu09 0->1
mcp2k	414372	ISO	numu09 0->1
mcp2k	475712	ISO	numu09 1->0
mcp2k	478088	ISO	vertex ADVERSE 0.06->6.03cm
mcp2k	478880	control	vertex ADVERSE 0.01->22.56cm
mcp2k	480970	ISO	numu09 1->0
mcp2k	494847	control	vertex ADVERSE 0.00->139.21cm
mcp2k	497311	ISO	numu09 0->1; vertex toward 191.78->79.20cm
mcp2k	497399	control	vertex toward 121.19->5.09cm
mcp2k	498675	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 15:1000001 0->1
mcp2k	499423	control	vertex ADVERSE 17.42->41.36cm
mcp2k	500567	control	numu09 1->0
