sample	event	stratum	what
mcp2k	101675	ISO	vertex ADVERSE 0.23->4.90cm
mcp2k	104216	ISO	numu09 1->0
mcp2k	104260	control	numu09 0->1
mcp2k	105316	ISO	vertex ADVERSE 0.75->2.08cm
mcp2k	105492	control	vertex toward 12.50->0.07cm
mcp2k	157281	ISO	vertex ADVERSE 0.09->5.01cm
mcp2k	161725	ISO	numu09 0->1
mcp2k	167351	ISO	vertex toward 134.89->2.62cm
mcp2k	168448	ISO	numu09 1->0
mcp2k	169221	ISO	vertex ADVERSE 0.00->1.78cm
mcp2k	171528	ISO	vertex toward 33.38->29.22cm
mcp2k	173620	ISO	numu09 0->1; vertex toward 15.09->12.32cm
mcp2k	177939	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 11:7 0->1; vertex ADVERSE 3.50->infcm
mcp2k	179765	ISO	numu09 0->1
mcp2k	179912	ISO	vertex toward 5.23->1.02cm
mcp2k	180544	ISO	numu09 1->0; vertex ADVERSE 0.81->8.01cm
mcp2k	181050	control	nue43 0->1
mcp2k	237380	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 2:3 0->1
mcp2k	241626	ISO	numu09 1->0
mcp2k	280159	ISO	vertex toward 13.21->11.59cm
mcp2k	281567	ISO	vertex ADVERSE 10.72->46.16cm
mcp2k	282491	control	vertex ADVERSE 0.59->2.04cm
mcp2k	283035	control	fc bundle 9:1000012 0->1
mcp2k	283299	ISO	vertex ADVERSE 0.00->1.59cm
mcp2k	284047	ISO	vertex ADVERSE 2.05->4.99cm
mcp2k	285680	ISO	numu09 1->0
mcp2k	286296	ISO	vertex ADVERSE 3.18->18.10cm
mcp2k	290588	ISO	vertex ADVERSE 0.32->2.23cm
mcp2k	293536	ISO	numu09 0->1; vertex ADVERSE 0.59->3.69cm
mcp2k	316197	ISO	numu09 0->1; vertex toward 33.23->2.55cm
mcp2k	318021	ISO	vertex toward 6.56->0.19cm
mcp2k	321015	ISO	vertex toward 28.95->4.38cm
mcp2k	321937	ISO	vertex ADVERSE 0.00->8.91cm
mcp2k	322707	ISO	vertex ADVERSE 0.16->28.30cm
mcp2k	323171	ISO	vertex ADVERSE 0.22->5.05cm
mcp2k	323369	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 13:9 0->1; vertex ADVERSE 235.09->infcm
mcp2k	347824	control	numu09 1->0; vertex ADVERSE 1.00->62.66cm
mcp2k	348594	ISO	vertex ADVERSE 1.83->22.01cm
mcp2k	350354	ISO	nue7 0->1; nue43 0->1; numu09 0->1; vertex toward 5.22->0.21cm
mcp2k	354248	ISO	numu09 0->1
mcp2k	390391	ISO	numu09 1->0; vertex ADVERSE 1.03->11.28cm
mcp2k	390743	control	fc bundle 17:6 0->1
mcp2k	390810	ISO	numu09 1->0
mcp2k	391899	ISO	vertex ADVERSE 0.47->2.16cm
mcp2k	393538	ISO	numu09 1->0
mcp2k	395079	ISO	numu09 0->1
mcp2k	395597	ISO	vertex ADVERSE 1.22->5.84cm
mcp2k	395717	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 21:9 0->1
mcp2k	396037	control	vertex ADVERSE 33.74->35.26cm
mcp2k	396816	control	vertex toward 32.30->13.87cm
mcp2k	396927	ISO	numu09 1->0
mcp2k	397542	ISO	vertex ADVERSE 2.35->4.82cm
mcp2k	400239	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 5:8 0->1
mcp2k	400779	control	vertex toward 6.72->0.04cm
mcp2k	401197	control	vertex ADVERSE 0.00->9.05cm
mcp2k	402297	ISO	numu09 1->0
mcp2k	407886	ISO	vertex toward 104.15->42.03cm
mcp2k	409052	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 17:1000000 0->1; vertex ADVERSE 0.00->infcm
mcp2k	409140	ISO	vertex toward 2.22->1.18cm
mcp2k	410126	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 17:9 0->1
mcp2k	410680	ISO	vertex toward 3.56->0.23cm
mcp2k	414240	ISO	vertex ADVERSE 21.23->31.85cm
mcp2k	414306	ISO	numu09 0->1
mcp2k	417782	ISO	vertex toward 10.98->0.26cm
mcp2k	478088	ISO	vertex ADVERSE 0.06->4.91cm
mcp2k	479650	ISO	vertex toward 25.87->6.47cm
mcp2k	497311	ISO	vertex toward 191.78->145.71cm
