sample	event	stratum	what
mcp1k	280972	ISO	vertex ADVERSE 0.25->2.05cm
mcp1k	280994	ISO	vertex ADVERSE 0.00->1.09cm
mcp1k	281595	ISO	vertex ADVERSE 0.42->1.47cm
mcp1k	281837	ISO	numu09 0->1; vertex ADVERSE 0.16->6.14cm
mcp1k	281953	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 10:1000001 0->1; vertex ADVERSE 0.00->infcm
mcp1k	282204	ISO	vertex ADVERSE 0.74->3.68cm
mcp1k	282231	ISO	numu09 1->0; vertex ADVERSE 0.00->51.10cm
mcp1k	282737	control	vertex ADVERSE 0.06->29.00cm
mcp1k	282979	ISO	vertex ADVERSE 87.82->100.30cm
mcp1k	283009	ISO	numu09 1->0
mcp1k	284145	ISO	vertex toward 5.68->0.49cm
mcp1k	284200	ISO	numu09 1->0
mcp1k	285253	control	numu09 0->1
mcp1k	285665	ISO	vertex toward 88.95->2.02cm
mcp1k	286353	control	numu09 1->0; vertex toward 262.56->259.60cm
mcp1k	286655	control	vertex toward 27.88->23.12cm
mcp1k	286681	ISO	vertex toward 68.62->22.00cm
mcp1k	286818	control	numu09 0->1
mcp1k	287517	ISO	vertex ADVERSE 0.09->1.38cm
mcp1k	287555	ISO	vertex toward 1.86->0.52cm
mcp1k	288358	ISO	vertex ADVERSE 0.18->1.82cm
mcp1k	290052	ISO	vertex ADVERSE 0.24->71.16cm
mcp1k	293149	ISO	vertex toward 24.24->0.50cm
mcp1k	313781	control	vertex ADVERSE 40.53->43.02cm
mcp1k	315343	ISO	vertex toward 10.91->0.80cm
mcp1k	316025	ISO	vertex ADVERSE 0.25->6.69cm
mcp1k	316729	ISO	vertex toward 5.05->1.16cm
mcp1k	319611	ISO	vertex ADVERSE 0.95->3.76cm
mcp1k	320667	ISO	vertex toward 134.52->132.87cm
mcp1k	321107	ISO	vertex ADVERSE 0.02->3.88cm
mcp1k	321173	ISO	vertex toward 22.10->1.26cm
mcp1k	321371	ISO	label nu-candidate->cosmic-tagged; numu09 1->0; stm bundle 18:1000002 0->1; vertex ADVERSE 0.16->63.10cm
mcp1k	345633	ISO	vertex ADVERSE 0.16->3.40cm
mcp1k	348713	ISO	numu09 0->1; vertex ADVERSE 0.00->89.80cm
mcp1k	349461	ISO	vertex ADVERSE 0.25->3.80cm
mcp1k	349835	ISO	vertex ADVERSE 0.05->5.96cm
mcp1k	388224	control	vertex ADVERSE 0.47->1.85cm
mcp1k	390864	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 16:1 0->1; vertex ADVERSE 93.19->infcm
mcp1k	391260	ISO	numu09 1->0; vertex ADVERSE 0.19->97.95cm
mcp1k	399328	ISO	vertex ADVERSE 0.80->9.67cm
mcp1k	399856	ISO	numu09 1->0; vertex ADVERSE 0.00->61.26cm
mcp1k	400054	control	vertex ADVERSE 0.00->5.44cm
mcp1k	400504	ISO	numu09 1->0; vertex ADVERSE 0.00->46.48cm
mcp1k	401780	ISO	numu09 0->1
mcp1k	402880	ISO	vertex ADVERSE 0.00->64.75cm
mcp1k	406752	control	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 7:6 0->1
mcp1k	411460	control	vertex ADVERSE 2.71->12.29cm
mcp1k	486687	ISO	vertex ADVERSE 0.06->2.48cm
mcp1k	487853	ISO	vertex ADVERSE 5.69->15.00cm
mcp2k	47278	control	numu09 1->0; vertex ADVERSE 0.21->27.51cm
mcp2k	47784	ISO	vertex ADVERSE 0.12->6.93cm
mcp2k	51546	ISO	numu09 0->1; vertex ADVERSE 0.00->2.43cm
mcp2k	53658	ISO	vertex toward 72.55->1.58cm
mcp2k	53793	ISO	vertex ADVERSE 0.75->165.37cm
mcp2k	53881	ISO	vertex ADVERSE 0.00->5.69cm
mcp2k	54629	control	label nu-candidate->cosmic-tagged; stm bundle 15:5 0->1
mcp2k	55542	ISO	vertex ADVERSE 0.43->1.54cm
mcp2k	57709	ISO	vertex ADVERSE 3.36->6.11cm
mcp2k	57742	ISO	vertex ADVERSE 0.31->2.64cm
mcp2k	58072	ISO	vertex ADVERSE 0.20->15.07cm
mcp2k	66652	ISO	vertex ADVERSE 0.00->1.70cm
mcp2k	66872	ISO	vertex ADVERSE 5.12->13.76cm
mcp2k	70472	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 16:4 0->1; vertex ADVERSE 3.82->infcm
mcp2k	71642	control	nue43 0->1
mcp2k	72055	ISO	vertex ADVERSE 0.40->5.37cm
mcp2k	72196	ISO	label nu-candidate->cosmic-tagged; numu09 1->0; stm bundle 8:2 0->1
mcp2k	72275	ISO	numu09 1->0
mcp2k	74146	control	numu09 1->0
mcp2k	75040	control	vertex ADVERSE 0.10->3.48cm
mcp2k	75729	control	numu09 1->0
mcp2k	75954	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; nue7 1->0; nue43 1->0; stm bundle 21:1000003 0->1; vertex ADVERSE 0.63->infcm
mcp2k	76038	control	vertex ADVERSE 0.23->4.15cm
mcp2k	77328	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 16:3 0->1; vertex ADVERSE 0.37->infcm
mcp2k	79616	ISO	vertex ADVERSE 0.00->276.78cm
mcp2k	90003	control	numu09 0->1
mcp2k	90179	control	vertex ADVERSE 0.03->8.65cm
mcp2k	94224	ISO	numu09 0->1; vertex ADVERSE 0.98->5.53cm
mcp2k	94392	ISO	numu09 1->0
mcp2k	97062	ISO	vertex ADVERSE 35.15->72.38cm
mcp2k	97231	ISO	vertex ADVERSE 2.18->3.79cm
mcp2k	98704	control	vertex ADVERSE 1.26->2.82cm
mcp2k	99232	ISO	vertex ADVERSE 0.27->9.19cm
mcp2k	99716	ISO	vertex ADVERSE 0.20->1.44cm
mcp2k	100728	control	numu09 0->1; stm bundle 9:1000004 1->0
mcp2k	103952	ISO	vertex ADVERSE 0.51->33.59cm
mcp2k	104216	ISO	numu09 1->0
mcp2k	104260	control	numu09 0->1
mcp2k	104304	ISO	vertex ADVERSE 0.28->2.16cm
mcp2k	104920	ISO	vertex ADVERSE 0.74->1.83cm
mcp2k	105316	ISO	vertex ADVERSE 0.75->2.32cm
mcp2k	105426	ISO	numu09 0->1
mcp2k	105492	control	vertex toward 12.50->0.03cm
mcp2k	157281	ISO	vertex ADVERSE 0.09->2.07cm
mcp2k	161725	ISO	numu09 0->1
mcp2k	168448	ISO	numu09 1->0
mcp2k	169152	ISO	vertex toward 69.52->67.84cm
mcp2k	169221	ISO	vertex ADVERSE 0.00->1.59cm
mcp2k	169240	ISO	vertex toward 1.87->0.53cm
mcp2k	171528	ISO	vertex toward 33.38->0.93cm
mcp2k	171729	ISO	fc bundle 9:1000003 1->0
mcp2k	173340	ISO	numu09 0->1; vertex ADVERSE 0.00->3.64cm
mcp2k	173620	ISO	numu09 0->1; vertex ADVERSE 15.09->102.04cm
mcp2k	176502	ISO	nue43 1->0
mcp2k	177939	ISO	vertex toward 3.50->0.63cm
mcp2k	178570	ISO	vertex ADVERSE 0.29->1.52cm
mcp2k	179752	ISO	numu09 1->0; vertex ADVERSE 0.74->2.41cm
mcp2k	179765	ISO	numu09 0->1
mcp2k	179897	ISO	vertex ADVERSE 0.11->80.11cm
mcp2k	179912	ISO	vertex toward 5.23->0.86cm
mcp2k	180544	ISO	numu09 1->0; vertex ADVERSE 0.81->7.93cm
mcp2k	181050	control	numu09 0->1
mcp2k	236192	control	numu09 1->0
mcp2k	237292	control	numu09 1->0
mcp2k	237380	control	numu09 0->1
mcp2k	237446	ISO	vertex ADVERSE 0.05->1.25cm
mcp2k	241626	ISO	numu09 1->0
mcp2k	242550	ISO	vertex ADVERSE 0.09->8.74cm
mcp2k	280159	ISO	vertex toward 13.21->11.87cm
mcp2k	281567	ISO	vertex ADVERSE 10.72->54.51cm
mcp2k	281985	ISO	numu09 1->0; vertex ADVERSE 0.26->51.01cm
mcp2k	283035	control	fc bundle 9:1000012 0->1
mcp2k	283299	ISO	vertex ADVERSE 0.00->1.58cm
mcp2k	283833	ISO	numu09 0->1; vertex ADVERSE 0.00->24.66cm
mcp2k	283849	ISO	vertex toward 6.42->0.71cm
mcp2k	284047	ISO	vertex ADVERSE 2.05->4.60cm
mcp2k	285680	ISO	numu09 1->0; vertex ADVERSE 0.13->8.00cm
mcp2k	286296	ISO	vertex ADVERSE 3.18->9.99cm
mcp2k	290588	ISO	vertex ADVERSE 0.32->2.30cm
mcp2k	316021	ISO	numu09 1->0
mcp2k	316197	ISO	vertex toward 33.23->0.40cm
mcp2k	318021	ISO	vertex toward 6.56->0.24cm
mcp2k	321015	ISO	vertex toward 28.95->6.62cm
mcp2k	321235	ISO	vertex ADVERSE 0.26->195.76cm
mcp2k	321937	ISO	vertex ADVERSE 0.00->11.63cm
mcp2k	322707	ISO	vertex ADVERSE 0.16->36.91cm
mcp2k	322885	ISO	numu09 1->0
mcp2k	323171	ISO	vertex ADVERSE 0.22->4.10cm
mcp2k	323369	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 13:9 0->1; vertex ADVERSE 235.09->infcm
mcp2k	347824	control	vertex ADVERSE 1.00->2.93cm
mcp2k	350354	ISO	numu09 0->1; vertex ADVERSE 5.22->36.07cm
mcp2k	354248	ISO	numu09 0->1
mcp2k	390391	ISO	numu09 1->0; vertex ADVERSE 1.03->11.33cm
mcp2k	394407	control	vertex toward 313.47->0.39cm
mcp2k	395079	ISO	numu09 0->1
mcp2k	395597	ISO	vertex ADVERSE 1.22->3.16cm
mcp2k	395695	ISO	numu09 1->0
mcp2k	396037	control	vertex ADVERSE 33.74->35.51cm
mcp2k	396551	ISO	numu09 0->1
mcp2k	397542	ISO	vertex ADVERSE 2.35->4.46cm
mcp2k	406125	ISO	numu09 1->0
mcp2k	407534	ISO	vertex ADVERSE 0.30->1.58cm
mcp2k	407886	ISO	vertex toward 104.15->42.15cm
mcp2k	409052	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 17:1000000 0->1; vertex ADVERSE 0.00->infcm
mcp2k	409140	ISO	vertex toward 2.22->0.92cm
mcp2k	410680	ISO	numu09 1->0; vertex toward 3.56->0.44cm
mcp2k	414240	ISO	vertex ADVERSE 21.23->22.57cm
mcp2k	414306	ISO	numu09 0->1
mcp2k	417782	ISO	vertex toward 10.98->3.98cm
mcp2k	473952	ISO	vertex ADVERSE 0.29->3.29cm
mcp2k	474678	control	numu09 0->1
mcp2k	478088	ISO	vertex ADVERSE 0.06->4.96cm
mcp2k	479650	ISO	vertex toward 25.87->15.06cm
mcp2k	502525	ISO	numu09 1->0
