sample	event	stratum	what
mcp2k	93776	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 9:1000000 0->1; vertex ADVERSE 0.00->infcm
mcp2k	94392	ISO	numu09 1->0; vertex ADVERSE 0.20->1.31cm
mcp2k	94546	ISO	vertex ADVERSE 0.94->5.76cm
mcp2k	97062	ISO	numu09 1->0; vertex toward 35.15->0.58cm
mcp2k	97231	ISO	vertex ADVERSE 2.18->3.95cm
mcp2k	98294	ISO	vertex ADVERSE 0.00->16.05cm
mcp2k	99232	ISO	vertex ADVERSE 0.27->10.07cm
mcp2k	100222	ISO	nue43 0->1
mcp2k	104216	ISO	numu09 1->0
mcp2k	104260	control	numu09 0->1
mcp2k	105316	ISO	vertex ADVERSE 0.75->2.39cm
mcp2k	105426	ISO	numu09 0->1; vertex ADVERSE 0.21->5.11cm
mcp2k	105492	control	vertex toward 12.50->0.28cm
mcp2k	157281	ISO	vertex ADVERSE 0.09->13.58cm
mcp2k	161725	ISO	numu09 0->1
mcp2k	162143	ISO	numu09 1->0
mcp2k	163771	ISO	numu09 1->0; vertex ADVERSE 0.00->101.93cm
mcp2k	169221	ISO	vertex ADVERSE 0.00->1.78cm
mcp2k	171528	ISO	vertex toward 33.38->29.20cm
mcp2k	173620	ISO	numu09 0->1; vertex ADVERSE 15.09->102.30cm
mcp2k	174795	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 19:6 0->1; fc bundle 19:6 1->0; vertex ADVERSE 0.00->infcm
mcp2k	177366	ISO	numu09 1->0; vertex ADVERSE 0.72->23.63cm
mcp2k	177939	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 11:7 0->1; vertex ADVERSE 3.50->infcm
mcp2k	178570	ISO	vertex ADVERSE 0.29->1.37cm
mcp2k	179752	ISO	numu09 1->0; vertex ADVERSE 0.74->2.02cm
mcp2k	179765	ISO	numu09 0->1
mcp2k	179912	ISO	vertex toward 5.23->0.25cm
mcp2k	180544	ISO	numu09 1->0; vertex ADVERSE 0.81->8.12cm
mcp2k	237292	control	numu09 1->0
mcp2k	237446	ISO	vertex ADVERSE 0.05->1.45cm
mcp2k	242814	ISO	numu09 1->0
mcp2k	280159	ISO	vertex toward 13.21->11.93cm
mcp2k	281567	ISO	vertex ADVERSE 10.72->12.16cm
mcp2k	283035	control	fc bundle 9:1000012 0->1
mcp2k	283299	ISO	vertex ADVERSE 0.00->1.82cm
mcp2k	284047	ISO	vertex ADVERSE 2.05->3.38cm
mcp2k	284866	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; numu09 1->0; stm bundle 16:1000000 0->1; vertex ADVERSE 1.06->infcm
mcp2k	285680	ISO	numu09 1->0
mcp2k	286296	ISO	vertex ADVERSE 3.18->9.99cm
mcp2k	290588	ISO	vertex ADVERSE 0.32->2.45cm
mcp2k	292524	ISO	numu09 1->0
mcp2k	293536	ISO	vertex ADVERSE 0.59->3.09cm
mcp2k	316197	ISO	numu09 0->1; vertex toward 33.23->2.55cm
mcp2k	318021	ISO	vertex toward 6.56->0.19cm
mcp2k	319275	control	label cosmic-tagged->nu-candidate; stm bundle 15:1000001 1->0
mcp2k	321015	ISO	vertex toward 28.95->11.75cm
mcp2k	321937	ISO	vertex ADVERSE 0.00->12.00cm
mcp2k	322707	ISO	vertex ADVERSE 0.16->28.32cm
mcp2k	323171	ISO	vertex ADVERSE 0.22->6.66cm
mcp2k	323369	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 13:9 0->1; vertex ADVERSE 235.09->infcm
mcp2k	347824	control	numu09 1->0; vertex ADVERSE 1.00->5.20cm
mcp2k	348594	ISO	vertex ADVERSE 1.83->3.20cm
mcp2k	350354	ISO	vertex ADVERSE 5.22->16.54cm
mcp2k	354248	ISO	numu09 0->1
mcp2k	390391	ISO	numu09 1->0; vertex ADVERSE 1.03->11.28cm
mcp2k	390743	control	numu09 1->0
mcp2k	390810	ISO	numu09 1->0
mcp2k	391415	ISO	numu09 1->0; vertex ADVERSE 0.09->73.38cm
mcp2k	393538	ISO	numu09 1->0
mcp2k	395079	ISO	numu09 0->1
mcp2k	395717	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 21:9 0->1
mcp2k	396037	control	vertex ADVERSE 33.74->36.48cm
mcp2k	396816	control	vertex toward 32.30->13.02cm
mcp2k	396882	ISO	numu09 1->0
mcp2k	396927	ISO	numu09 1->0
mcp2k	397542	ISO	vertex ADVERSE 2.35->4.82cm
mcp2k	400779	control	numu09 1->0; vertex toward 6.72->0.17cm
mcp2k	406125	ISO	numu09 1->0
mcp2k	407534	ISO	vertex ADVERSE 0.30->2.91cm
mcp2k	407886	ISO	vertex toward 104.15->0.28cm
mcp2k	409052	ISO	label nu-candidate->cosmic-tagged; nu_eval 1->0; stm bundle 17:1000000 0->1; vertex ADVERSE 0.00->infcm
mcp2k	409140	ISO	vertex toward 2.22->0.59cm
mcp2k	409906	ISO	numu09 1->0
mcp2k	410680	ISO	vertex toward 3.56->0.45cm
mcp2k	414240	ISO	vertex ADVERSE 21.23->31.98cm
mcp2k	414306	ISO	numu09 0->1
mcp2k	417782	ISO	vertex toward 10.98->1.22cm
mcp2k	478088	ISO	vertex ADVERSE 0.06->5.03cm
mcp2k	497311	ISO	vertex toward 191.78->145.69cm
