# doc pdvd/98 -- STM+Michel candidates for the drift-regressor validation (d98_michel_crops.py --census)
# PDHD h28prod pop strict, record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdhd/docs/scan/pdhd_stm_michel_smx27_verdicts.json; PDVD p98vonq record /nfs/data/1/xqian/toolkit-dev/wcp-porting-img/pdvd/docs/scan/pdvd_stm_michel_smx9_carried_p98vonq.json
# selected=1 rows are cropped; `why` names the first failed rule; d97 = doc pdvd/97 showcase class
det	key	kind	source	conn_type	ratio	muon_len	michel_len	ke_best	ke_region	kink_deg	q2d_raw_w	q2d_mu_w	q2d_ovl	n_stop_gammas	n_dots	t0_us	stop_x	stop_y	stop_z	apa	face	n_apaface	d97	selected	why
pdvd	039349_38/62	attached	flat	0	0.372	281.9	0	0	1.931	-1	0	0	-1	0	0	3743	74.38	66.83	132.5	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_38/72	both	flat	1	1.005	213.7	8.786	17.81	23.99	135.4	4.936e+05	6.302e+05	1.277	0	0	2508	-137.8	-313.9	36.89	0	1	1		1	
pdvd	039349_39/56	attached	flat	2	0.5855	138.5	1.454	14.77	19.54	-1	0	0	-1	0	1	2785	319.9	43.07	194	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_4/39	both	flat	1	0.7643	89.79	9.457	29.05	52.63	73.85	1.069e+06	8.252e+04	0.07718	0	1	4787	-330.8	286	215.3	3	1	1		1	
pdvd	039349_41/58	attached	flat	1	0.1368	157.4	4.497	24.83	43.8	85.31	5.266e+05	909.8	0.001728	0	1	3077	166.9	-168.5	186.2	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_42/56	both	flat	1	0.8397	183	12.55	44.14	44.48	81.3	1.197e+06	4.108e+05	0.3433	0	3	3850	206	130.6	120.8	6	0	1		1	
pdvd	039349_43/48	attached	flat	0	1.065	23.09	0	0	13.06	-1	0	0	-1	0	0	2161	321.2	-311.5	65.68	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_43/52	attached	flat	1	0.9304	84.13	10.22	48.24	35.85	76.6	1.026e+06	1.18e+05	0.115	0	1	2177	269.3	67.88	120.3	6	0	1		1	
pdvd	039349_44/29	attached	flat	0	0.2993	23.2	0.07926	1.011	7.736	-1	7.92e+04	0	0	0	1	888.5	-26.17	-7.575	167.2	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_45/21	attached	flat	0	0.6506	42.83	0	0	23.66	-1	0	0	-1	0	0	2761	-45.58	89.39	240.6	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_47/32	attached	flat	1	0.8521	97.72	2.331	13.76	28.22	48.6	5.168e+05	1.042e+05	0.2017	0	1	2902	-323.8	182.6	234.8	3	1	1		1	
pdvd	039349_48/23	attached	flat	0	0.2278	206.1	0	0	5.982	-1	0	0	-1	0	0	4401	-150.5	139.6	167.5	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_5/66	attached	flat	1	0.7234	434.5	13.18	27.82	57.07	83.33	1.52e+06	8.187e+05	0.5386	0	0	3403	68.65	-25.44	30.98	4	0	1		1	
pdvd	039349_50/52	attached	flat	0	1.037	204.3	0	0	11	-1	0	0	-1	0	0	4035	118.5	-304.8	53.23	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_52/33	both	flat	2	0.8296	194.5	6.269	11.29	34.86	-1	7.446e+05	1391	0.001868	0	1	2718	156.1	-101.6	52.16	4	0	1		1	
pdvd	039349_53/48	both	flat	1	0.8372	275.4	5.916	38.31	48.91	58.85	1.319e+06	7.376e+04	0.05594	0	1	2812	205.2	-258.6	169.3	5	1	1		1	
pdvd	039349_54/58	attached	flat	1	0.8229	179.3	12.35	29.69	41.81	87.87	9.188e+05	1.74e+05	0.1894	0	0	2669	209.4	-302.6	210.7	5	1	1		1	
pdvd	039349_56/38	attached	flat	1	0.9073	213.6	11.01	32.82	42.4	50.39	8.731e+05	2.261e+04	0.0259	0	0	3416	182.9	-20.26	211.4	5	0	1		1	
pdvd	039349_58/55	both	flat	2	0.8135	121.1	12.64	29.39	60.29	-1	8.658e+05	0	0	0	2	2343	240.8	-166.6	251.8	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_59/60	attached	flat	1	0.9658	276	8.055	34.65	49.94	51.15	9.532e+05	5.278e+04	0.05538	0	0	1700	101.7	217.9	65.46	6	1	1		1	
pdvd	039349_60/40	attached	flat	0	0.705	328.7	0	0	7.71	-1	0	0	-1	0	0	2407	71.08	-93.41	142	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_61/16	attached	flat	1	0.9758	99.11	17.61	33.77	48	84.09	1.042e+06	1.349e+05	0.1295	0	0	4043	-202.2	290.9	60.28	2	1	1		1	
pdvd	039349_61/20	attached	flat	1	0	115.1	6.328	11.97	43.75	131.8	8.469e+05	5.51e+04	0.06506	0	0	2698	-332.8	-324.2	145.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_61/44	both	flat	1	0.8358	230.8	5.139	8.621	33.04	63.25	8.837e+05	8.959e+04	0.1014	0	2	3824	130	-120.2	83.57	4	0	1		1	
pdvd	039349_61/45	both	flat	1	0.7992	91.74	9.511	35.36	50.27	78.75	1.195e+06	1.509e+05	0.1263	0	1	2164	107.8	-177.7	43.76	4	1	1		1	
pdvd	039349_63/55	attached	flat	1	1.102	174.1	5.681	6.129	25.74	126	5.436e+05	1.22e+05	0.2245	0	0	3405	137.5	75.89	102.3	6	0	1		1	
pdvd	039349_64/45	attached	flat	2	0.768	39.5	13.64	45.47	77.19	-1	1.876e+06	2.668e+05	0.1422	0	10	4770	311	-32.16	178.7	5	0	1		1	
pdvd	039349_64/66	both	flat	1	1.033	265.2	20.59	48.13	33.33	63.29	1.346e+06	1.189e+05	0.0883	0	0	2506	90.08	246.4	53.65	6	1	1		1	
pdvd	039349_67/78	both	flat	1	0.9588	154.4	5.154	16	24.23	43.71	5.302e+05	4.133e+05	0.7794	0	0	3119	318.9	92.21	112.4	6	0	1		1	
pdvd	039349_67/79	both	flat	1	1.344	76.75	5.172	25.49	40.79	18.84	8.649e+05	1.413e+05	0.1634	0	2	1662	190.7	282.5	61.82	-1	-1	0		0	retreat/split/near_arm
pdvd	039349_69/56	both	flat	0	1.046	114.1	0.2699	0.3573	8.593	-1	9947	0	0	0	1	2495	233.9	82.45	157.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_7/4	attached	flat	2	1.003	201	8.505	15.49	48.88	-1	1.064e+06	1.019e+05	0.09576	0	3	2500	-203.7	-182.3	88.53	-1	-1	0		0	retreat/split/near_arm
pdvd	039349_7/66	attached	flat	0	0.854	51.43	0	0	22.79	-1	0	0	-1	0	0	4650	293.8	16.16	283.7	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_70/58	attached	flat	0	0.2676	283.9	0	0	2.342	-1	0	0	-1	0	0	3733	75.41	274.5	262.9	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_72/9	attached	flat	0	0.7536	343.2	0	0	3.422	-1	0	0	-1	0	0	3814	-74.98	-96.16	129.4	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_72/60	attached	flat	0	0.8278	263.4	10.34	6.711	11.77	-1	1.285e+05	0	0	0	1	2458	-73.18	-188.3	244.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_73/57	both	flat	1	0.6721	124.1	10.42	42.36	51.48	66.01	9.195e+05	8.218e+04	0.08937	0	1	2175	95.03	-290.1	68.69	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_77/59	both	flat	1	0.6726	157.2	4.859	15.2	40.38	123.5	8.309e+05	3.245e+05	0.3905	0	4	4726	232.6	182.1	274.7	7	1	1		1	
pdvd	039349_8/53	both	flat	0	0.7656	105.7	0	0	21.68	-1	0	0	-1	0	0	1945	144.7	150.1	79.1	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_81/47	attached	flat	0	0.7436	37.17	0	0	1.22	-1	0	0	-1	0	0	4872	244.2	-15.16	23.46	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_81/44	attached	flat	0	1.786	159.5	0	0	54.7	-1	0	0	-1	0	0	4738	225.6	5.11	138.2	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_81/64	attached	flat	1	0.7848	47.28	0.6	43.26	40.01	43.9	1.455e+06	2.692e+04	0.0185	0	2	4542	297.2	107.5	116.5	6	0	1		1	
pdvd	039349_82/48	both	flat	1	1.008	258	10.81	24.77	21.56	40.81	1.156e+06	1.284e+05	0.111	2	0	3176	127.3	31.4	169.9	7	0	1		1	
pdvd	039349_83/67	attached	flat	1	0.9898	175.2	8.648	41.52	57.32	32.75	1.335e+06	1.465e+05	0.1097	0	1	3542	175.1	-68.88	227	5	0	1		1	
pdvd	039349_9/20	both	flat	1	0.3296	39.62	8.012	16.82	42.3	93.22	5.39e+05	7.3e+04	0.1355	0	0	2304	-162	-311.7	51.86	-1	-1	0		0	not Bragg-path accept / michel_found
pdvd	039349_9/50	both	flat	1	0.9934	226.1	1.731	23.79	36.33	43.45	1.023e+06	6.378e+04	0.06238	0	3	2427	119.4	-291.1	240.1	5	1	1		1	
